	SF3B1	NPM1
BA3374	1.4028629180029226	415.1038426398958
BA3375	5.380317903473276	543.9294977213383
BA3376	4.92999922447732	834.0129202549506
BA3379	7.306065575764765	1383.461035426026
BA3380	4.035790713800198	995.8626148115712
BA3381	10.188157920747663	1166.9602177568024
BA3384	2.3368678919925	616.6284097482389
BA3385	6.676575573164484	697.8763984171005
BA3386	6.266920429852454	1313.0847716202557
BA3388	0.8071718968828551	572.69012552912
BA3390	3.194429177292088	442.02657546613904
BA3394	11.355345145608185	1974.1185533877187
BA3395	1.8988592137416536	649.751488833747
BA3397	4.166165717031542	344.5770725549662
BA3399	0.4509431040067151	303.9438205830995
BA3400	2.0476180809311137	627.4895389697099
BA3403	4.745064163096981	1203.178916297702
BA3405	2.728556805515639	397.5806316460965
BA3406	4.186115247232068	640.7451288538574
BA3407	1.3746311173152923	659.1401152575726
BA3408	2.693258366140984	538.8760489141894
BA3410	4.029314095808984	488.2537777669656
BA3411	6.916556580461999	1111.4507390107965
BA3412	5.771902623243478	805.3595533498758
BA3413	4.533433885170942	1297.859179249312
BA3415	6.253029412077777	838.7332857598512
BA3416	6.819673771062664	960.8932040199592
BA3417	3.8156430299519024	1051.2310408861642
BA3418	0.9401166781474436	903.5299480475952
BA3421	1.1040734328739503	244.15872378728167
BA3422	5.258116536728601	1289.0351154467853
BA3423	2.5043194788487595	1303.712126372468
BA3427	4.516365794279683	445.62853219589465
BA3430	0.4682961462605361	237.80027246630655
BA3431	0.4734616975431138	356.7365142693416
BA3433	3.683575326821984	759.0118541764652
BA3434	7.568311375397076	1270.9101515323528
BA3435	4.923777882701434	1168.0645601885635
BA3436	4.001661899483137	1229.0829346351168
BA3438	8.543050533666047	1216.0140622888252
BA3445	1.9600419770658173	1302.593040486115
BA3446	4.630120548157677	544.7867245657568
BA3447	0.913590061752894	613.0822104910341
BA3448	6.293018319062196	730.5797618082247
BA3449	3.1305215618114386	1194.741485157614
BA3450	0.5583604310081339	697.0745030463246
BA3451	2.763490924103701	397.0064256637312
BA3452	1.593654346500492	1153.8064651280972
BA3453	2.189872373297081	635.8014680203485
BA3454	6.356965189676121	1523.4491471912725
