	NPM1	STXBP2
BA3283	8.2960419873451	6.77952101227859
BA3390	7.6160759273921	7.21378004978512
BA3275	8.48906113697349	5.93293802015649
BA3136	7.65276972214058	6.40217435211346
BA3190	9.28397254525379	6.86528221119285
BA3234	6.61979235879454	7.03549223810054
BA3087	7.02052497875875	2.27241550756499
BA3454	8.53473617000875	5.831768285151
BA3302	9.56915130536806	5.55664538738979
BA3117	9.28155652487085	5.6837918460088
BA3083	7.86962495676443	6.83980428413339
BA3266	8.43277580504712	5.89802625126527
BA3175	7.8503248353151	7.19816924570359
BA3268	8.75396729152058	5.63093531655524
BA3229	8.84624370479657	6.8791208631907
BA3353	8.75396729152058	5.11922365704846
BA3312	8.50918028997297	6.78980922339428
BA3119	9.01658796485945	5.47763005492427
BA3138	8.45696872743274	7.55300749734541
BA3219	6.95344802847081	7.09264925249317
BA3388	8.59260663428802	7.44644074627456
BA3357	8.78290910408921	6.36039084913799
BA3351	8.15090969693391	5.97812067314416
BA3208	8.95099667095566	5.29910819649826
BA3310	9.070312190258	5.93080604569295
BA3200	8.31128742473223	5.72099925846855
BA3325	8.57129520837751	6.09600230844392
BA3146	8.49406416345013	6.62245620960063
BA3211	8.8589671548512	6.77952101227859
BA3237	8.70112769787832	6.90940702790402
BA3130	6.67668520784891	7.23556598207903
BA3376	8.59529250724368	5.65635427963035
BA3137	8.43517613550052	6.44517490297706
BA3300	8.91122222327466	5.81839607751016
BA3375	8.53473617000875	5.89203625853857
BA3249	8.81669913828123	6.60743103833352
BA3385	8.46185834013681	6.55285609284704
BA3242	8.93752128537319	6.99583604808891
BA3446	8.44966638628301	7.26669441560471
BA3416	8.97829037472744	6.10063440195133
BA3123	9.38574669180088	5.18265952299146
