	PTPN11	IDH2
BA3283	6.38023120196824	8.01965582601105
BA3390	6.2171644897831	7.18154554634955
BA3275	6.96156655492073	8.68106286594684
BA3136	6.70476093745623	7.50539293842063
BA3190	6.24185782368877	8.03197078783115
BA3234	6.17903573796561	7.45963779857083
BA3087	7.23894729675129	8.67155422607777
BA3454	6.87337102503918	8.23886821722062
BA3302	7.47952389617521	9.01306871894599
BA3117	6.96703229824418	9.1314039045803
BA3083	6.66342584742563	7.77846043065093
BA3266	6.837182643361	8.04934885751887
BA3175	6.76476869070353	7.73200199894925
BA3268	6.92625028034322	8.48407580140491
BA3229	6.81329812446179	8.03197078783115
BA3353	7.29077391107671	8.68106286594684
BA3312	6.76777472760262	9.36044459889599
BA3119	6.72062167573975	8.78717245605116
BA3138	6.30235584618443	7.65513327960109
BA3219	6.01745471553114	6.87788091401863
BA3388	6.64358377452482	7.6160759273921
BA3357	6.54766219361137	8.72037345844597
BA3351	7.06807720975175	8.41846114844672
BA3208	7.05647487229206	7.31039812260742
BA3310	6.8005248227196	9.04860912314158
BA3200	6.65737778697747	8.33560901482561
BA3325	7.07626127790368	7.62683244469809
BA3146	6.99030175438279	8.05801802157941
BA3211	6.85271739062875	9.04501990946176
BA3237	7.45053981568106	8.28311530497155
BA3130	6.18074633883084	7.29515347515493
BA3376	6.70026474055664	8.15090969693391
BA3137	6.81145766315316	8.43037965011906
BA3300	7.84883391972247	9.14833321497193
BA3375	6.8446685918264	8.63341745058943
BA3249	7.31579076602089	8.83544161006383
BA3385	6.85580435382138	7.76466876898383
BA3242	7.01759724929549	7.93658206656699
BA3446	6.25179190765508	7.38062061343463
BA3416	6.79989991305165	9.12586826213153
BA3123	6.83151108322253	8.07424285809521
