	DNMT3A	NF1
BA3351	0.3767988798133077	183.84015117269627
BA3352	0.2441699598087771	142.52121731092907
BA3353	1.573201875235866	169.65826102895142
BA3357	3.182234794031143	230.10965888564544
BA3362	0.367298106114524	66.30559672126034
BA3367	0.468206268930404	119.2584771410444
BA3369	0.7189140278030713	233.0697009394279
BA3371	0.3911707268286983	161.37983110943483
BA3373	2.4270778986899404	434.5300220567231
BA3374	0.1736769107583531	90.3308747655744
BA3375	0.4157910061042422	185.2589113390073
BA3376	2.587745454093571	257.5822685803655
BA3379	0.5875948555881614	302.81777996661253
BA3380	0.3636938974279577	221.2996538343536
BA3381	0.2705984129882083	246.3283155559964
BA3384	0.3928863086554694	73.83871681860033
BA3385	0.3568143983749653	166.26396393899057
BA3386	1.9497978949432675	298.1066453189916
BA3388	0.6371076022783089	155.3495612647028
BA3390	0.1972813536342707	139.13709376795416
BA3394	0.5790544948291578	272.9511856941777
BA3395	0.1474578939999843	32.835911513872546
BA3397	1.9169014583899533	84.60717882884792
BA3399	0.1115975023665588	77.34069004481765
BA3400	0.260553953633249	352.9573171396579
BA3403	0.4718327508913635	235.1154504862194
BA3405	0.7026056745282946	150.10322649841862
BA3406	0.4914363116068612	175.00593868924125
BA3407	0.0816258011323548	78.37666956178536
BA3408	0.4422947939992025	104.22963722764784
BA3410	0.3007432512975378	133.7262587530939
BA3411	0.4276105326232634	238.25400702034068
BA3412	0.9399164494533891	195.68106403756929
BA3413	0.7761283990244846	115.6071633334826
BA3415	0.805013616849289	259.60805659132666
BA3416	1.131804859197465	264.47263050967763
BA3417	0.4334518624957957	173.8357604806873
BA3418	0.5450125383258861	92.26888813182342
BA3421	0.0928301259362801	60.49421950990799
BA3422	0.7787122927717289	290.0938510194062
BA3423	0.3137561136635265	247.16444382180865
BA3427	0.5557356852906213	149.39600555491052
BA3430	0.0859224317649399	94.55339835609128
BA3431	0.1980508370410119	120.84144657847006
BA3433	0.3218101173604146	178.90290846691832
BA3434	1.8010545072872437	262.8951788966082
BA3435	0.3518001604734708	232.53373548105796
BA3436	0.715050361453989	184.67064609509663
BA3438	0.6787067187657545	111.05004860202276
BA3445	0.2083692683665713	252.05807357118948
BA3446	0.5461630899368397	57.86422902407379
BA3447	0.4979278293894679	61.61094005127081
BA3448	0.6232957528729896	145.5723603719289
BA3449	0.1511482243319365	197.1342114504446
BA3450	0.5264935101688636	54.5939820641306
BA3451	0.2265887147247246	150.25803532935367
BA3452	0.5440027208658725	415.7140845086584
BA3453	0.1025448915257053	180.47298431809
BA3454	0.5503671457682342	341.75196441638946
