	WT1	KIT
BA2482	4.36127695713154	8.51425498508966
BA2812	-1.50022208785386	0.390163792184238
BA2822	3.80773072741873	6.64684027167279
BA2594	0.507602595468108	7.31665510949842
BA2747	5.04409921416931	6.53543485984192
BA2561	-5.29146950758079	1.51130448384538
BA2567	-3.85126035696575	1.72847085742469
BA2906	1.60231574737047	6.151452910791
BA2956	4.14366264706437	5.88606180557595
BA2474	4.47099076274074	7.37771038448057
BA2737	-4.30318114320644	3.93165864889064
BA2110	2.0116554134637	3.98774117772589
BA2992	4.61150443110127	5.40957494113667
BA2220	4.86534712878217	5.05504885396523
BA2772	4.92736106288858	5.93332587992066
BA2935	3.66845105159953	6.4108151402329
BA2260	3.58742662131399	4.5552347102947
BA2676	1.70326872127497	7.74536502725477
BA2948	2.96409346879	7.64255001400601
BA2524	5.84150393894181	7.27555120012057
BA2811	5.683055970914	5.21501701134356
BA2540	-3.54072073336428	5.98011491063707
BA2928	-4.04278359661597	6.05650405294687
BA2302	3.76902108983222	6.56685915377229
BA2595	5.98011491063707	7.36047250037276
BA2792	4.16205900590607	6.66177361256097
BA2651	4.95506412387923	6.88867708372879
BA2619	4.58691244592694	8.67821802831458
BA3013	4.09676624641316	5.69333061318898
BA2405	2.7380162918585	5.94473215258657
BA2735	4.27308792912525	5.40147695209821
BA2856	4.14600944932061	5.36476332195428
BA2377	-3.73132773416127	6.32635613681556
BA2499	3.56956667884493	8.03722226484621
BA2463	0.234841923860152	-0.256578476181957
BA3023	5.08080248801388	5.91320591729895
BA2095	5.66319728629148	5.73627139725326
BA2901	1.87236961151542	4.75201016058728
BA2275	2.95951917174378	7.82833379039141
BA2387	5.85107379352105	8.6279105840654
BA2962	2.81275421711373	6.10621461216555
BA2195	4.70980361858599	6.92111028015582
BA2688	4.16358431723126	5.64352989350398
BA2787	-4.16221322156868	3.13490199455068
BA2420	3.94179623964938	7.9003747386446
BA2756	5.4113491881704	6.19822146547957
BA2122	-1.6782559541387	4.4543011664344
BA2053	5.6154952630376	7.50105244518025
BA2080	4.62926177132124	8.30255392241405
BA2081	3.53338878205588	8.48656626341456
BA2354	1.42234206716286	9.28155652487085
BA3273	0.919835106636856	0.651829022283505
BA2893	4.73904359343724	6.14672505812723
BA2044	3.57238938006016	7.70961368830257
BA2489	-1.97374829109098	5.95233629524957
BA2309	3.41508060163647	7.13359161213086
BA2720	4.01157335883524	5.0932101529727
BA2908	3.715145145311	7.7071077714624
BA2054	2.44926156327769	5.13193342655662
BA2872	-3.36366404396703	6.41806054956223
BA2526	5.67432622931416	5.60348204059795
BA2041	4.90986474335253	6.14889515620208
BA2464	5.40147695209821	7.70197141870837
BA2902	5.28073246291878	5.85341733924409
BA2541	4.01070643303874	7.62080780455831
BA2143	2.54544196723504	7.12590219224429
BA2094	-5.26179066275894	0.162179847700664
BA2769	2.5287380218477	6.82369230677028
BA2843	4.08320598972476	7.68775219309565
BA2592	5.6144197194819	6.28328278970437
BA2497	-4.2593293039235	-1.79323399416306
BA2718	3.85471716317187	7.99739906746641
BA2575	3.18055040086097	5.99724316529864
BA2096	3.5589954761134	6.21496669116308
BA2593	3.05037898922433	5.69295647546023
BA2791	5.71798453197329	6.3688389446517
BA2620	1.51028957469975	7.19985683529985
BA2629	3.80689635661131	5.91637612602088
BA2870	2.10589181824348	2.62348222679061
BA2423	-3.2138968635892	2.36769406332286
BA2682	3.98571420800687	7.64895583047878
BA2276	-2.26970788857989	5.42161592263156
BA2348	1.35850244646445	2.91773529558035
BA2709	3.43199360390782	6.00841658197255
BA2789	5.19197507986882	8.25344779136567
BA2694	5.04514940290603	6.30006188044534
BA2538	2.14795123434684	5.37928711694374
BA2583	0.521473783310622	7.81538872947805
BA2415	-5.52091327378807	4.50065722085035
BA2722	4.37013695316732	7.10612705087253
BA2806	6.00261866586335	7.51084212363206
BA2221	-4.44520274654728	4.19332061557143
BA3025	5.54282665462534	7.20800173217813
BA2514	-0.467690122476436	5.86940153677441
BA2520	2.02174840979331	4.68486735962429
BA2441	-0.2940815573697	7.72277870826456
BA2153	2.22782247296683	8.99906762077278
BA2479	1.82959006870799	3.64055833212888
BA2281	5.49981147623839	4.88780360986739
BA2657	0.0966736139010029	4.35206524028425
BA2932	4.90950444103544	7.52657913903788
BA2123	4.53626577730074	6.19874995357892
BA2844	2.58314249436544	7.31484141146978
BA2660	3.26012105846324	5.87260128091849
BA2836	5.49691431965408	7.15078589361001
BA3027	-2.10431960916538	2.43277955517649
BA2714	4.23933489780631	7.35673455123978
BA2139	-0.83667589124871	1.49445405603774
BA2251	3.43509567116173	7.64135506224067
BA2952	-0.14370738490567	4.05764463767079
BA2440	-1.09216466114694	5.83560892628546
BA2036	5.19556313505125	5.0083041453619
BA2828	3.62141192551751	7.44544500262934
BA2292	1.49556026112022	5.99724316529864
BA2410	4.88291011197608	7.51527675972318
BA2051	4.44117628286088	5.25714318052804
BA2532	4.33752896301929	4.7790741086654
BA2986	2.59481330964079	8.01965582601105
BA2494	4.5237112413054	6.43793151264448
BA2515	-1.82157211250373	6.68127929274665
BA2748	3.05203364858804	7.62437772428186
BA2970	1.19828391483052	5.98303645552473
BA2622	-2.24528625370186	4.83724303208421
BA2839	4.44843050304205	7.48490734822992
BA2052	-0.586590827897	5.78192253760815
BA3011	4.97596941537187	3.98080879790434
BA2868	4.4281166894281	6.52324588492183
BA2510	-4.54627919628903	6.50804753914762
BA2065	4.95747206659002	8.25974759702626
BA2691	-2.08150014081258	1.42234206716286
BA2374	4.30351985382614	7.01983909137586
BA2804	1.03724504422622	5.98220791058853
BA2670	1.59446420714529	5.55778136463102
BA2675	5.40039592941304	7.92045916247849
BA2589	5.03186421268284	5.29733962996603
BA2031	-4.59957033850824	4.36276075031951
BA2198	3.21214927956067	6.53495824677914
BA2066	0.244476133616038	5.94221717949707
BA2344	4.61432758787758	5.28107931681894
BA2459	0.745008053589273	5.17241204196236
BA2229	6.86407290374975	7.33250978911574
BA2559	0.907573624801598	4.47062750328023
BA2093	6.05912302323741	8.6697155276332
BA2000	4.36978016763227	7.94314055717551
BA2425	0.946050220237291	5.65372634921578
BA2905	2.29057658536721	7.50539293842063
BA2304	-3.78517780161679	-0.736047992509252
BA2976	2.20713040749132	6.62737493861003
BA2386	5.64166399423883	6.41227021268222
BA2035	4.83096192899042	5.79487700443781
BA2760	2.43961255695851	5.5985184260425
BA2201	2.54413689826714	5.93777047922961
BA2355	5.15956280499738	4.98897342757444
BA2113	3.84650283387536	8.53327685252825
BA2155	1.81349408147165	7.62437772428186
BA2955	1.1015901745641	4.5391313162393
BA2502	3.04645928221156	5.85381815948029
BA2322	4.78539668733183	7.97894297933459
BA2376	-0.543214915721396	3.16972930293428
BA2020	4.72354417544082	5.28216189346069
BA2226	3.32603631681627	5.88838394030345
BA2200	5.48468121276611	6.80486837491
BA2121	1.79218942654284	5.77488348222962
BA2944	3.68217215988785	6.94758145894243
BA2033	2.10138671423736	5.59251221721887
BA2867	4.75868055542246	8.57394218930808
BA2089	-1.24729776016019	3.23189129338738
BA2224	-0.358388935779956	8.09067732991193
BA2046	5.42125052108752	7.94314055717551
BA2972	2.25161428597338	8.02685700006077
BA2978	-1.51459060193487	4.44482165400227
BA2829	4.26475082518245	7.62320575204897
BA2851	1.81871140983335	8.58992566833602
BA2587	4.31365852693905	8.15284092667829
BA2461	-4.90207415836154	4.86570889780568
BA2695	1.27466171665187	4.77523727497609
BA2623	4.65939127413171	7.62925234894777
BA2024	2.5287380218477	6.07479305709891
BA2426	4.4916443156522	6.97110220501606
BA2271	0.480333759445609	-0.425828695317915
BA3004	6.02896726775605	6.43437499992686
BA2579	0.923898419999858	4.6788765540465
BA3010	-1.15112312778785	4.41460197309359
BA2662	2.80849620548243	5.59027419096801
BA2674	2.97848915233881	9.2429894144776
BA2280	5.3789226513503	7.13433489569232
BA2512	-0.245480641116488	2.98186111032531
BA2658	-4.09430858942349	5.58159000678894
BA2394	0.434869386245465	6.89644993218602
BA2950	3.5116313094685	4.65477615366599
BA2981	4.71085683477021	4.87586349576247
BA2934	-4.1350893046353	2.17173440950598
BA2539	-5.23207573552585	4.04879675825088
BA2249	4.98372592715582	7.01472936087095
BA2034	4.6274902964939	8.61607464234973
BA2109	-2.19345672998365	4.81867438751018
BA2242	5.67202091636779	4.90326139384486
BA2277	4.31178419876392	8.35358316301659
BA2727	3.80075983876638	7.28438406463884
BA2132	4.59116887928136	6.09600230844392
BA2618	0.340080738646224	6.99925381802676
BA2521	4.66009956525948	6.90558799283489
BA2846	5.1273934607462	7.00565090016862
BA2885	-2.88217442288734	1.13209845200278
BA2639	5.10037153191854	8.95438322249582
BA2775	4.47902169597731	3.52621202722456
BA2402	3.78046913292847	6.7630173908565
BA2097	-2.80619697770706	7.10771088589405
BA2786	3.31782552417921	2.25371361358042
BA2399	5.14082982502073	6.48220324595878
BA2850	4.61292317521801	6.27245301532753
BA2174	1.60136191099771	6.06843510757967
BA2004	0.338252851402753	7.08821062221174
BA3001	5.67239321044761	7.12590219224429
BA2311	0.585076282677859	4.39292391038912
BA2483	4.43932284602221	3.32807645348226
BA3040	3.145024554735	7.90803356905227
BA2837	3.5970577193442	7.52987979374564
BA2724	3.05833632772676	4.5990180150559
BA2911	3.95847739460523	6.75946045637828
BA2256	5.70411525165464	7.01129464656936
BA2821	4.8980399466675	8.00107447892983
BA2233	5.03856627298611	6.24592732813786
BA2744	5.21184609169853	6.45401948854285
BA2880	-3.78517780161679	4.97805997780333
BA2621	-3.36366404396703	3.5362979263788
BA3002	4.23280074999323	2.97228864719493
BA2501	5.21291531865443	5.07976129224881
BA2993	4.13049769125671	6.26748667871903
BA2301	1.62175301006191	3.86710818348133
BA2852	1.20185386100513	4.67708963797245
BA2133	2.28415307068272	4.28927616177022
BA2866	3.04760276272772	6.35306835134338
BA2212	-2.04413465499093	6.32036876736161
BA2685	4.89626395355883	5.48468121276611
BA2273	5.38659608185088	7.37675245327076
BA2477	5.04032746317028	8.57659398663682
BA2659	2.43004147850229	7.88793681406652
BA2124	4.7551991824947	6.65845499115322
BA2363	0.0598717889754852	6.91665453342353
BA2369	4.49091605473907	6.92764387831615
BA2534	5.72213373131707	6.74557828155057
BA2400	5.14860760321253	8.25764420926654
BA2762	5.99191122538936	7.60044547310861
BA2312	4.46591200459637	7.8894951557827
BA2813	4.66362563596561	6.33918453468976
BA2211	5.88486366591165	5.28073246291878
BA2171	5.13837383282281	6.40503611780804
BA2746	1.81007217009569	4.63527142594282
BA2798	5.19978192962276	7.01129464656936
BA2809	3.05605087787581	9.26335235036244
BA2288	1.17134115218982	6.31720357778214
BA2801	-0.445016850886156	4.13824319852488
BA3030	2.96013126473532	7.15557221270197
BA2588	4.33865898893468	7.66735491479546
BA2296	2.07551474804364	7.55867055300222
BA2300	2.67316258429304	6.90492530830845
BA2903	-1.92600863140393	2.6560583580885
BA2473	3.22280615930821	5.65139228908545
BA2545	-3.89656899425599	5.62868512576849
BA2840	5.9610279397687	4.79032535890257
BA2528	0.886017027727296	6.79158437688518
BA2646	5.95076318092024	7.53867754134672
BA3407	-1.9002011047749	4.94668602882429
BA2240	4.64626652070706	7.7729524118183
BA2926	1.87236961151542	7.01543819204674
BA2272	3.41089377515077	6.3423350524195
BA2306	-0.678720436366109	5.04621645682115
BA2765	1.08462446930952	3.98649459567883
BA2904	5.13368956327964	7.79663560293131
BA2883	4.26019711740886	5.99890598903284
BA2726	-3.06313442854582	-1.00974723907371
BA2234	-4.24541320330485	2.12152501264232
BA2022	5.61175957380568	6.15311168314809
BA2228	0.045431040067311	5.62043017440298
BA2037	4.86953629253026	9.4045391740165
BA2184	0.818865101075557	8.44966638628301
BA3009	2.08727891982769	5.96264354381231
BA2842	-3.50410379627379	2.25911507046517
BA2442	4.12413716528858	6.41897137635364
BA2882	0.401247901583782	3.53291440511488
BA2758	-1.87134236175322	2.4978306958102
BA2705	5.3981837734462	6.8576823032308
BA2663	-4.54627919628903	3.17350672344865
BA2570	5.78002501253586	7.24138386390375
BA2764	-3.2626742370293	5.17699814732324
BA2209	3.40232320404657	7.02415111976065
BA2989	7.22379610574448	7.32679901700122
BA2855	-2.3713037003904	4.85724763111666
BA2261	3.49157457610035	7.74808252538179
BA2721	1.84264214892674	6.34190143280827
BA2930	-5.01843058152471	2.84242237772409
BA2728	1.96116361160545	6.63655252284443
BA2715	3.87438735330881	6.53249965977741
BA2469	2.78634530060665	5.80492505261512
BA2269	-1.04532144447794	3.10489818725874
BA2098	1.42445356632705	4.7941665840707
BA2778	-0.502629849930007	3.17944274470636
BA2951	3.35747250812773	6.73467335194796
BA2163	-0.186674284721414	5.72978046990601
BA2379	-0.628608654772086	5.43621855884092
BA2817	-1.24729776016019	3.81521123693014
BA3153	3.89787249471578	5.02619905861961
BA2820	2.72686185532426	6.19646958807837
BA2723	3.58414339703454	5.3277279235139
BA2704	4.89978807487584	7.27022547665066
BA2088	1.71822473873366	5.81570333041158
BA2116	2.20786647422011	6.54042498941119
BA2584	4.15661160010825	3.43900565903568
BA3079	3.2890601366061	6.59785150913547
BA2417	-4.23106940660728	1.25696002199891
BA2361	-2.68981786198312	5.51462217129908
BA2450	4.65477615366599	5.06562997256811
BA2492	1.49232098276003	3.30695131155452
BA2552	5.97812067314416	5.54506701473391
BA2472	1.2450550586815	4.23625755420962
BA2994	5.4417363654644	4.69471321352097
BA2047	4.38521059006741	5.53758769155616
BA2101	2.83461003267086	7.01271335596315
BA2082	0.922533427167959	8.0179995830141
BA2879	5.38079659978033	5.92036694036748
BA2577	3.94226157127552	8.44724078411408
BA2456	-4.81543989176866	0.240701063558228
BA2175	4.23018449932999	5.41173058943586
BA2824	4.63953342719534	4.91302715387873
BA2507	5.39347949789235	7.49457772487061
BA2563	4.65156349192333	3.16152901437988
BA2244	4.05362124684688	8.04591780353771
BA2470	0.136800381557917	8.74800571415782
BA2984	4.41056176363704	5.55778136463102
BA2414	4.40032348503011	8.45696872743274
BA2697	-4.08215496684175	3.02935460711532
BA2079	-5.04280924140603	2.04428550060962
BA2999	1.03724504422622	8.99906762077278
BA2644	-1.73745106536545	6.33046496181519
BA2011	-2.25024161031404	4.6706843537504
BA2217	4.2155795317414	8.64449262965366
BA2454	3.75932554703006	7.15951987646114
BA2776	5.5235514118888	5.87139334737162
BA2218	5.88879613535989	3.9200316734717
BA2135	2.15347373817709	7.52987979374564
BA2914	3.07081282165681	4.80249649532499
BA2500	5.52174962133348	5.25002967084118
BA2830	5.02518880255228	7.40017541649469
BA2406	2.21611595199145	5.17988483740919
BA3108	4.92175101940742	9.03429954865997
BA2924	5.41099569804948	6.97518866229435
BA2303	1.7013068862714	3.81737153202812
BA2160	5.18090832776529	7.32489473499785
BA2038	-2.77402372187259	5.26497574003642
BA2602	-3.25498441404272	5.31033947454173
BA2964	-3.57040228180244	5.53350703365187
BA2898	-4.54627919628903	5.73858169391831
BA3003	-3.58001398400949	5.15703871631077
BA2111	-5.89901264481663	6.09048118374774
BA2827	-5.32182883491996	5.60231976530737
BA2912	-5.48456512973844	4.7189671068174
BA2437	-5.29146950758079	5.57895756058083
BA2283	-4.73260581696559	5.17806224044823
BA2057	-4.67457207325032	5.10629601616429
BA2633	-3.62823581497859	5.33399944565982
BA3034	-4.92494998809084	5.34471469248409
BA2607	-4.81543989176866	5.58195119803049
BA2761	-4.51188171220191	5.04377519736749
BA2795	-5.32182883491996	4.93540010442141
BA2182	-5.29146950758079	5.4501485597404
BA2152	-3.76376692929786	5.45636731851438
BA2381	-1.20566862139212	8.43517613550052
BA2931	-5.06940152020186	5.82897025310715
BA2040	-4.39675812570909	4.10430197787171
BA2590	5.01358911563759	7.03196402344294
BA3195	2.60775035053937	7.83268389248944
BA2516	-1.91775460540489	6.90032088066256
BA2353	5.10386434450347	8.40664550150058
BA3036	4.65227257820413	7.26503778677364
BA2971	0.426179251835628	8.84806156927188
BA3410	1.69643229602706	6.36512999451549
BA3118	5.00103650264355	6.67724465459247
BA3206	2.02588669433336	9.08862153045619
BA3202	-2.28483384953305	4.94702787792631
BA3217	5.30422441487673	4.81514527019492
BA3405	2.00197026228675	5.70948396756837
BA3306	6.076080299653	4.17828103107484
BA3371	4.60901148734067	6.16270217963845
BA3413	-4.85765657835027	8.43037965011906
BA3411	2.50593451743868	7.23805703314362
BA3133	3.88164907830794	8.44966638628301
BA3164	4.72110255717993	5.95559861955689
BA3451	0.480333759445609	4.06401487195903
BA3286	2.45794339630419	7.00490622738367
BA3212	5.67621163724687	1.8338629705864
BA3103	5.42346427521642	7.43138197639579
BA3271	4.11545446015405	7.53974354156668
BA3152	2.50132753227187	5.91992653150053
BA3095	5.0076178177708	7.10160504306164
BA3192	6.45401948854285	8.52190108216259
BA3251	5.38622445069567	6.08621852980205
BA3362	-3.29429542282984	5.42125052108752
BA3400	6.56119717042577	5.89003355654074
BA3135	5.46114309064973	6.26881149847343
BA3408	-3.80664194981464	2.57836343869641
BA3187	4.68695768946558	6.4417602152858
BA3098	4.37709807675879	8.32449794408229
BA3435	4.40728719351658	9.3735473533766
BA3261	1.11579111852859	8.07426638068647
BA3203	4.39626829820345	6.97250726431014
BA3174	3.25577411362013	5.73207630464099
BA3317	4.64945091473465	8.78412431760784
BA3299	2.51471286851075	4.04672215210504
BA3221	-3.09952930713356	-0.38969003685215
BA3347	-5.44980241668477	1.22944543113974
BA3235	0.802541542803928	1.81606762523089
BA3126	-0.874344282646842	3.2401351714745
BA3380	5.61175957380568	6.34190143280827
BA3089	5.83331901871842	8.79022656584331
BA3109	4.21713539157627	5.96945929693027
BA3114	2.8212344806284	5.7641069155357
BA3418	5.55401941905853	6.62357481456438
BA3245	1.46705136474485	6.97993778438247
BA3085	2.81214553611961	7.56321071069528
BA3128	6.30235584618443	7.00991256129177
BA3423	6.85394237356265	5.53058601108242
BA3173	3.78183665697138	7.1445927897216
BA3171	4.91582389660128	9.14481502348153
BA3277	5.54319628882121	6.44947039282618
BA3210	4.31139818183838	5.28864753312789
BA3157	4.58834815635997	8.42559982560594
BA3433	6.59094704308975	5.70146183160515
BA3322	0.655067770643772	4.93470537442066
BA3374	-3.79587739203727	5.53239656043462
BA3450	5.18903133216933	6.72640507458581
BA3167	-3.44128537526743	8.40194775982719
BA3269	5.74901581721608	7.55189787670547
BA3110	1.59633049420931	3.17892025585561
BA3156	0.761761134838423	6.61592394796106
BA3226	4.87132809398228	7.7045927999637
BA3421	3.06916845509247	5.05080635120384
BA3232	4.96757627610674	7.12266775163133
BA3289	2.35005000227063	5.08151823941693
BA3430	1.06072552834851	2.4702039958371
BA3145	6.59418114772064	7.58759859001841
BA3399	2.22263895371536	5.58084969783205
BA3449	3.88759266109837	5.95439094102815
BA3384	4.30874915362319	7.56567805381962
BA3427	-4.1482821722357	7.66369633945432
BA3163	-1.02180568349746	1.17134115218982
BA3158	4.15189910009998	7.45963779857083
BA3436	6.17945197942918	8.47663077360064
BA3154	5.9610279397687	-0.227067223199409
BA3162	4.77101825718542	8.49657233882556
BA3352	5.61931055876377	6.99719018449603
BA3084	2.2972229754926	6.95213438220586
BA3149	3.98490830991574	5.90555861314736
BA3169	0.442049233640373	2.62283712368534
BA3180	5.93293802015649	7.79093203959201
BA3255	5.24829517363935	6.40926123688896
BA3438	2.0372110076916	3.9216388561837
BA3345	-2.41345187456505	2.02417937472789
BA3403	-2.26970788857989	4.68063578286025
BA3431	3.6308400704352	5.74901581721608
BA3181	-1.07355268290721	4.39774491020096
BA3341	5.10560874455999	5.75832214709053
BA3191	3.89874814101412	6.79520689964912
BA3197	5.16179139260484	5.66936167999459
BA3448	5.55285643961997	8.51679913189176
BA3453	5.81201009033099	7.12738803665014
BA3406	4.05442369128834	6.73404028171299
BA3308	3.44707594335609	7.55977224878375
BA3186	5.14045385048919	8.10894763837049
BA3334	-2.63015443964561	5.02586431491849
BA3447	1.62856158488449	5.94021025458643
BA3116	-1.22174941388341	5.85542200416075
BA3280	6.34641294876492	6.01005588113279
BA3185	-1.12919609419543	5.6098838682387
BA3094	-4.71341683075557	5.75137733831877
BA3318	1.52871884395893	7.574849932275
BA3216	5.30385008887993	6.67285627660237
BA3332	3.72423831936426	6.47025472959033
BA3214	2.864896220199	5.9785222997962
BA3099	4.73332796808207	7.20386734649371
BA3141	3.84781880682402	7.23894729675129
BA3373	4.01564420631153	7.56206988956539
BA3319	2.67193525140673	6.19521896796153
BA3328	5.15886081295599	4.62535414272787
BA3339	-1.03349390851114	-0.08887661487244
BA3240	4.89307544639423	7.69023500088856
BA3142	2.76537822210362	5.56967790109069
BA3333	5.50571962151203	6.99516443206292
BA3381	1.6503374693223	6.39210318114874
BA3290	0.0926804615502324	5.14045385048919
BA3207	0.354427733094645	3.08252840570975
BA3296	-3.33738366633407	4.19910119394124
BA3305	-0.222304755975519	3.81612780124423
BA3434	2.47499683281725	7.19312453230448
BA3189	4.26475082518245	7.06371663624663
BA3264	6.12432253652151	7.54625616208849
BA3329	5.67621163724687	8.05115312612603
BA3417	-2.13185488071417	-1.04532144447794
BA3367	-4.05654798305505	0.962688765366786
BA3225	1.04757167795659	2.72493519321927
BA3183	4.25188785363416	7.48057619109315
BA3222	-4.42855988318268	4.25414001013237
BA3139	5.43474590254893	6.63599137571399
BA3397	4.66469709693692	7.35390839708449
BA3311	3.33591126074654	5.94099029232779
BA3422	6.4204445396971	5.54020534264446
BA3228	3.61153028695549	7.17116786854616
BA3213	3.76410960196055	7.8503248353151
BA3270	2.30441317316503	5.48358277984793
BA3415	4.15267733940571	9.88079564639631
BA3324	0.648604039309271	7.81101053195418
BA3194	2.31383516537733	6.63330728837913
BA3335	6.945568125872	6.17773554711095
BA3199	2.19973496912707	7.59808663804993
BA3326	-4.5290964030898	-0.0006124782671186
BA3285	5.32735211170593	7.78681257977187
BA3297	4.64092236598375	6.74447949059254
BA3227	5.76218019652153	7.40017541649469
BA3394	2.91539060930385	5.43546904513176
BA3412	-4.27362100180234	4.96266025809675
BA3293	5.9931420196416	3.4550470720229
BA3250	3.78709611871678	7.12738803665014
BA3177	5.00727174004895	7.40108920011618
BA3315	2.62419048702299	5.33868120504246
BA3182	3.94517715004268	7.4382687261571
