	SMC1A	STAG2
BA2500	0.5827457867044712	0.090746462839486
BA2501	0.3711891358327866	0.064563343633111
BA2502	0.4076236912501325	0.0494389331598633
BA2505	0.0949552061537248	0.0211416490486257
BA2507	0.1823516734126584	0.0308993332249146
BA2510	0.1301580329443905	0.0177264595869247
BA2511	0.0856985038464694	0.0175638315173198
BA2512	0.6527365252061104	0.070743210278094
BA2514	0.1854558763243138	0.0276467718328183
BA2515	0.1080857803696251	0.0297609367376809
BA2520	0.0802909989896409	0.0138233859164091
BA2521	0.5150964693206499	0.0606602699625955
BA2523	0.404463952799906	0.0346397788258253
BA2524	0.1927645969407254	0.0299235648072857
BA2525	0.124397729022514	0.0369165718002927
BA2526	0.0838814121222947	0.0315498455033338
BA2528	0.3295012815973585	0.0237436981623028
BA2532	0.1436030537105733	0.0647259717027158
BA2534	0.2573786266451812	0.0528541226215644
BA2538	0.0867916561752736	0.0219547893966498
BA2539	0.4573028517422539	0.061961294519434
BA2540	0.2459192862189476	0.0273215156936087
BA2541	0.231556581821275	0.0356155472434542
BA2545	0.3952241348763003	0.0630996910066677
BA2546	0.2944940248047345	0.0403317612619938
BA2552	0.3170711239895659	0.049764189299073
BA2559	0.2156161256131744	0.0626118067978533
BA2561	0.1437519797318473	0.017401203447715
BA2563	0.2338717752548273	0.0413075296796227
BA2564	0.417651241129595	0.0312245893641242
BA2567	0.0577308950534327	0.0359408033826638
BA2570	0.1642606718154451	0.0712310944869084
BA2575	0.3026674421302629	0.0294356805984712
BA2577	0.4706706174792704	0.0458611156285574
BA2579	0.2271293218926546	0.0572450805008944
BA2583	0.2603253668703825	0.0234184420230931
BA2584	0.2398261528967051	0.033176126199382
BA2587	0.5397716972629386	0.0671653927467881
BA2588	0.2256692909529387	0.0484631647422345
BA2589	0.0860593028691975	0.0538298910391933
BA2592	0.5177355851495687	0.0483005366726296
BA2593	0.0323512286962603	0.0188648560741584
BA2594	0.2869778197371034	0.0404943893315986
BA2595	0.2164093359374393	0.0308993332249146
BA2597	0.0891098452101692	0.0323629858513579
BA2600	0.1981468570201742	0.0292730525288664
BA2603	0.1198453760126588	0.0548056594568222
BA2618	0.4328642260192508	0.0248820946495365
BA2619	0.2918653151903426	0.0577329647097088
BA2620	0.2444462354704645	0.0512278419255163
BA2621	0.1817954920959613	0.0320377297121483
BA2622	0.2580779070113076	0.0499268173686778
BA2623	0.4564508125232316	0.0678159050252073
BA2629	0.2998754353359694	0.0406570174012034
BA2631	0.2509905216204183	0.0429338103756708
BA2634	0.1330984108555486	0.0193527402829728
BA2636	0.1408643820278768	0.0352902911042445
BA2639	0.6670455875304463	0.0554561717352415
BA2644	0.225636375315992	0.0502520735078874
BA2645	0.0356252484048635	0.0281346560416327
BA2646	0.2802327422707131	0.0738331436005854
BA2649	0.4334100500767252	0.0432590665148804
BA2651	0.0919617490094547	0.0372418279395023
BA2653	0.2569497039823936	0.0322003577817531
BA2655	0.7139990186126663	0.0917222312571149
BA2656	0.0794379106146092	0.0161001788908765
BA2657	0.3399398245536351	0.0463489998373719
BA2658	0.2547795764626844	0.0603350138233859
BA2659	0.2773546483240657	0.0583834769881281
BA2660	0.2662669615708654	0.0295983086680761
BA2662	0.7541105908967665	0.0447227191413237
BA2663	0.2105269389462351	0.0411449016100178
BA2667	0.2897379056481712	0.0463489998373719
BA2670	0.1441389945777838	0.0652138559115303
BA2674	0.1891502859984321	0.0617986664498292
BA2675	0.2812962648255981	0.0473247682550008
BA2676	0.3139591697544396	0.040169133192389
BA2677	0.3192005612125122	0.0322003577817531
BA2681	0.3257687641974401	0.0361034314522686
BA2682	0.2404484787137783	0.0180517157261343
BA2685	0.2767710412141184	0.0640754594242966
BA2688	0.1378438970917537	0.038380224426736
BA2691	0.2612519547389361	0.0426085542364612
BA2694	0.0781985177930957	0.0247194665799316
BA2695	0.1118772304361062	0.042771182306066
BA2697	0.1272866317467571	0.0325256139209627
BA2701	0.075030801935775	0.0177264595869247
BA2704	0.5101096719952736	0.0408196454708082
BA2705	0.07250727099176	0.0513904699951211
BA2707	0.3299179451714395	0.0365913156610831
BA2709	0.2624298318660459	0.0203285087006017
BA2712	0.3282780888216553	0.021792161327045
BA2714	0.3666596884672342	0.0509025857863067
BA2715	0.1215179598953262	0.0295983086680761
BA2718	0.3195031966814316	0.0491136770206537
BA2720	0.172714685702737	0.0416327858188323
BA2721	0.5658885773232102	0.0634249471458773
BA2722	0.5683806366482027	0.0559440559440559
BA2723	0.1416658454345932	0.0650512278419255
BA2724	0.1138061856296348	0.0213042771182306
BA2726	0.2946671354005249	0.0265083753455846
BA2727	0.2287099576110273	0.0469995121157911
BA2728	0.4610109878451265	0.0661896243291592
BA2731	0.1128388234893852	0.0152870385428524
BA2733	0.1298815646864783	0.0247194665799316
BA2735	0.0392859887155894	0.0326882419905675
BA2737	0.1493001614811841	0.0258578630671653
BA2742	0.3734794718434932	0.0562693120832655
BA2744	0.0744951513444706	0.0131728736379899
BA2746	0.3682669813087594	0.0359408033826638
BA2747	0.1520008283814606	0.0226053016750691
BA2748	0.4001507939045263	0.0484631647422345
BA2751	0.2114876705902431	0.0460237436981623
BA2756	0.1626781184244019	0.0325256139209627
BA2758	0.1707386053845356	0.0411449016100178
BA2760	0.1983855161639982	0.0551309155960318
BA2762	0.2293845489041649	0.0292730525288664
BA2764	0.1741527316664854	0.0564319401528703
BA2765	0.3713933335783316	0.0668401366075784
BA2769	0.2928566970947246	0.0305740770857049
BA2772	0.0939717977027511	0.0286225402504472
BA2775	0.2657065525606317	0.0439095787932997
BA2776	0.6202323265312046	0.0639128313546918
BA2778	0.3950466155049685	0.0304114490161001
BA2782	0.3151364876376854	0.0487884208814441
BA2786	0.968159896203139	0.0307367051553098
BA2787	0.1237204031601759	0.0400065051227841
BA2789	0.4444304317432463	0.0484631647422345
BA2791	0.1294959993090058	0.0404943893315986
BA2792	0.2638174116398242	0.0320377297121483
BA2798	0.1891722780391238	0.0413075296796227
BA2801	0.1727233439081975	0.035778175313059
BA2802	0.2466507899910318	0.0417954138884371
BA2804	0.3192413359268645	0.0258578630671653
BA2806	0.1656177386980943	0.0255326069279557
BA2808	0.1087470259095868	0.0282972841112375
BA2809	0.2507955480173753	0.064563343633111
BA2811	0.2648906040050539	0.0388681086355504
BA2812	0.2655662582263247	0.0219547893966498
BA2813	0.1227267439754985	0.0227679297446739
BA2814	0.3794079495996934	0.0263457472759798
BA2816	0.2021488300093306	0.0239063262319076
BA2817	0.1552099153339106	0.0483005366726296
BA2820	0.3379765105194388	0.0510652138559115
BA2821	0.782652127156746	0.078549357619125
BA2822	0.2558496344351366	0.0450479752805334
BA2824	0.2754533870917638	0.0486257928118393
BA2828	0.1952904498377729	0.026996259554399
BA2829	0.3195532759453021	0.0787119856887298
BA2830	0.1718429795070942	0.0274841437632135
BA2832	0.3137521751727	0.0419580419580419
BA2836	0.0802173969811732	0.0172385753781102
BA2837	0.1867291483354438	0.0370791998698975
BA2839	0.1176760361314943	0.0536672629695885
BA2840	0.4967137050448442	0.0541551471784029
BA2841	0.149363505648558	0.0406570174012034
BA2842	0.0675892630473825	0.0458611156285574
BA2843	0.0822233284174721	0.0227679297446739
BA2844	0.2062485016528522	0.0268336314847942
BA2846	0.2721005887148136	0.0348024068954301
BA2850	0.1411143548477597	0.0299235648072857
BA2851	0.4603940702363178	0.0866807610993657
BA2852	0.0624845270608109	0.0369165718002927
BA2855	0.1114542314095787	0.0587087331273377
BA2856	0.0307560840500244	0.0500894454382826
BA2858	0.3095446579129148	0.0351276630346397
BA2860	0.1946986444049878	0.0302488209464953
BA2861	0.3090760747124922	0.0344771507562205
BA2865	0.1972311935905225	0.0377297121483168
BA2866	0.3648559155919731	0.0361034314522686
BA2867	0.1792362018550065	0.0590339892665474
BA2868	0.2185923193550665	0.035778175313059
BA2870	0.6474642443696771	0.010408196454708
BA2871	0.3398126914079136	0.0450479752805334
BA2872	0.5199047987510077	0.0548056594568222
BA2876	0.0691027513962916	0.0305740770857049
BA2879	0.123026264091197	0.0557814278744511
BA2880	0.2936286769694492	0.0456984875589526
BA2882	0.2200827337382597	0.0364286875914782
BA2883	0.1215777539853818	0.0598471296145714
BA2885	0.5984346439385625	0.0492763050902585
BA2887	0.3096638251410523	0.047162140185396
BA2889	0.0001076658053402	0.0
BA2893	0.2586648728839178	0.0300861928768905
BA2901	0.095791380115584	0.0284599121808424
BA2902	0.0873662600584626	0.0226053016750691
BA2903	0.0650529610230296	0.0364286875914782
BA2904	0.4219569275305653	0.0658643681899495
BA2905	0.1045441153905102	0.0253699788583509
BA2906	0.4971897346922827	0.0526914945519596
BA2908	0.0611374383902125	0.074158399739795
BA2909	0.201534595189595	0.033989266547406
BA2910	0.1894672457452929	0.0489510489510489
BA2911	0.336357097752188	0.0562693120832655
BA2914	0.5363232893936329	0.064563343633111
BA2915	0.0122077435825069	0.012197105220361
BA2921	0.0897313683312705	0.0221174174662546
BA2922	0.2097623317620221	0.0352902911042445
BA2923	0.2306829587671649	0.0216295332574402
BA2926	0.362999296731501	0.0452106033501382
BA2928	0.7328396258288141	0.0346397788258253
BA2930	0.3071963314945891	0.0606602699625955
BA2932	0.2786937749881001	0.0476500243942104
BA2934	0.1578504431512775	0.0813140348024069
BA2935	0.17185325987033	0.0278093999024231
BA2937	0.314518025510182	0.0378923402179216
BA2939	0.1437941124181279	0.0203285087006017
BA2944	0.3967342110540126	0.0757846804358432
BA2947	0.1851984120131309	0.0265083753455846
BA2948	0.1419070836099069	0.0613107822410148
BA2950	0.3952168461749438	0.054968287526427
BA2951	0.1898915620815846	0.0349650349650349
BA2952	0.6612416281257553	0.0432590665148804
BA2953	0.1163447989459352	0.0172385753781102
BA2955	0.2621571054143199	0.0265083753455846
BA2956	0.0790005400436854	0.0196779964221824
BA2962	0.3975818439543251	0.0390307367051553
BA2970	0.1957447087318102	0.0300861928768905
BA2972	0.3293166723324845	0.0512278419255163
BA2976	0.3096691926871527	0.0617986664498292
BA2978	0.4731509710057813	0.0648885997723207
BA2981	0.2502283314394685	0.0526914945519596
BA2984	0.2640348478557104	0.0361034314522686
BA2986	0.3485834631374355	0.0404943893315986
BA2989	0.1460676895533729	0.0647259717027158
BA2992	0.5380020415646402	0.059359245405757
BA2993	0.11660752029557	0.0204911367702065
BA2994	0.2266451928978509	0.0274841437632135
BA2995	0.1204702808754435	0.0365913156610831
BA2999	0.3193007284760498	0.0585461050577329
BA3001	0.2917806783064339	0.0531793787607741
BA3002	0.5552582775494158	0.0604976418929907
BA3004	0.5126299537847396	0.0569198243616848
BA3006	0.2291427258091408	0.0245568385103268
BA3008	0.0022500543479822	0.005204098227354
BA3009	0.4115478530772973	0.0489510489510489
BA3010	0.250667233142732	0.0125223613595706
BA3011	0.0984475265843019	0.0504147015774922
BA3013	0.4219456942615227	0.033176126199382
BA3023	0.2173995360986777	0.0460237436981623
BA3025	0.2699699153891006	0.0375670840787119
BA3027	0.1142040515721813	0.0271588876240039
BA3029	0.0839867745572807	0.0222800455358594
BA3030	0.5758379855026016	0.0717189786957228
BA3037	0.0910588677069947	0.0443974630021141
BA3038	0.6329297839313329	0.0655391120507399
BA3040	0.2985660493250496	0.0361034314522686
BA3042	0.2077054521736447	0.0378923402179216
BA3043	0.2214341415847085	0.0354529191738494
BA3049	0.177603913807178	0.0443974630021141
BA3051	0.1381258105632908	0.0310619612945194
BA3053	0.2840491610107821	0.0439095787932997
BA3064	0.2881622204776108	0.0601723857537811
BA3067	0.3622948914571787	0.0551309155960318
BA3068	0.3675138949442251	0.0687916734428362
BA3070	0.1665342370611892	0.0494389331598633
BA3071	0.3931518976544929	0.0591966173361522
BA3072	0.2515043939793846	0.0609855261018051
BA3075	0.1010932314473171	0.0292730525288664
BA3076	0.02715885665652	0.0348024068954301
BA3077	0.5036527550958136	0.0644007155635062
BA2040	0.1789469585488489	0.0422832980972515
BA2160	0.2485683387977719	0.0473247682550008
BA2303	0.4121482712286024	0.0432590665148804
BA2353	0.3664233172647903	0.0600097576841762
BA2516	0.4116361469498121	0.0126849894291754
BA2590	0.4309865100821319	0.0447227191413237
BA2647	0.3642042957496055	0.0395186209139697
BA2891	0.3146634081473152	0.038380224426736
BA2924	0.1153077599395787	0.0403317612619938
BA2971	0.1351319819076732	0.0458611156285574
BA3036	0.2560760773888105	0.0369165718002927
BA3059	0.1254207189551861	0.0417954138884371
BA3073	0.2856461151615411	0.0258578630671653
BA3078	0.4065602755923134	0.0946495365100016
BA3079	0.1655537248218735	0.0359408033826638
BA3083	0.6527780839768687	0.0665148804683688
BA3084	0.4606065170537409	0.0113839648723369
BA3085	0.1812933460434435	0.0323629858513579
BA3087	0.6370760845653045	0.1299398276142462
BA3089	0.226265875429975	0.0551309155960318
BA3094	0.363382194306218	0.040169133192389
BA3095	0.3102810436868521	0.0396812489835745
BA3098	0.3604062952081302	0.0564319401528703
BA3099	0.5826862147443532	0.0863555049601561
BA3103	0.2363929374220114	0.0596845015449666
BA3108	0.4774718581087256	0.0478126524638152
BA3109	0.105299700365296	0.0538298910391933
BA3110	0.154839015744648	0.0565945682224751
BA3114	0.2174477139472769	0.0536672629695885
BA3116	0.1869802767941894	0.031387217433729
BA3117	0.4271717360504241	0.0827776874288502
BA3118	0.2524353160385501	0.033989266547406
BA3119	0.472592126254227	0.0639128313546918
BA3123	0.2143088666727148	0.045373231419743
BA3124	0.2066338903588838	0.0343145226866157
BA3126	0.3386354649785379	0.0164254350300861
BA3128	0.1319269388983728	0.0365913156610831
BA3130	0.3148723968123903	0.0317124735729386
BA3133	0.4172427458203853	0.0801756383151732
BA3135	0.1567111874926694	0.0370791998698975
BA3136	0.4341082556252174	0.0580582208489185
BA3137	0.3366615621225121	0.0469995121157911
BA3138	0.1970572516434277	0.0608228980322003
BA3139	0.7253368774077763	0.1018051715726134
BA3141	0.4182971515724906	0.049764189299073
BA3142	0.1903422965599281	0.0535046348999837
BA3145	0.0713319578529346	0.04797528053342
BA3146	0.2819906141776795	0.0522036103431452
BA3149	0.1524657763154379	0.0564319401528703
BA3152	0.4919861483946126	0.0601723857537811
BA3153	0.0896441492763898	0.0478126524638152
BA3154	0.229594320882552	0.1003415189461701
BA3156	0.2184464499737141	0.0500894454382826
BA3157	0.3172560270840409	0.0476500243942104
BA3158	0.301288795794646	0.0304114490161001
BA3162	0.1645453927415961	0.061961294519434
BA3163	0.5350639622275036	0.0351276630346397
BA3164	0.4896781474264358	0.0657017401203447
BA3167	0.14458510771487	0.0469995121157911
BA3169	0.1883108446851142	0.047162140185396
BA3171	0.2806134283716023	0.0673280208163929
BA3173	0.3069925269541085	0.0408196454708082
BA3174	0.1474428804050239	0.0515530980647259
BA3175	0.2109060647136869	0.0377297121483168
BA3176	0.4086260704788302	0.0538298910391933
BA3177	0.690758174891853	0.0835908277768743
BA3178	0.2805770580648931	0.026183119206375
BA3180	0.170998843538671	0.0778988453407058
BA3181	0.2692165489955327	0.0169133192389006
BA3182	0.4276320586752365	0.0704179541388843
BA3183	0.3711680272950735	0.0617986664498292
BA3185	0.1452192221053859	0.0499268173686778
BA3186	0.434716834548235	0.0835908277768743
BA3187	0.2682470712316673	0.0382175963571312
BA3189	0.3358171240171257	0.0660269962595544
BA3190	0.0782458160639581	0.0528541226215644
BA3191	0.2814497092447492	0.0465116279069767
BA3192	0.2602077997205345	0.0437469507236949
BA3194	0.3818669078378363	0.0245568385103268
BA3195	0.1847425963393512	0.0439095787932997
BA3197	0.3484296277958334	0.0391933647747601
BA3199	0.5785824076895904	0.063750203285087
BA3200	0.2904182510135181	0.0738331436005854
BA3202	0.4161316528729756	0.0585461050577329
BA3203	0.1127051592371072	0.0289477963896568
BA3206	0.2738011912320349	0.0424459261668564
BA3207	0.3933565848837488	0.0297609367376809
BA3208	0.2096797079867835	0.0461863717677671
BA3210	0.1933232914682228	0.0496015612294682
BA3211	0.3293059987215186	0.0483005366726296
BA3212	0.5218166010213633	0.0585461050577329
BA3213	0.4537115677818817	0.0569198243616848
BA3214	0.0749161305833725	0.0390307367051553
BA3216	0.1874968165132549	0.0307367051553098
BA3217	0.299616329898564	0.0162628069604813
BA3219	0.2756435122761714	0.0530167506911693
BA3221	0.2996160502695211	0.0432590665148804
BA3222	0.491357413411254	0.061961294519434
BA3225	0.2580564852613337	0.0518783542039356
BA3226	0.3368116473363439	0.0484631647422345
BA3227	0.4956172439308797	0.0683037892340217
BA3228	0.4741007719177005	0.1040819645470808
BA3229	0.3936471415175411	0.078549357619125
BA3230	0.525221327346239	0.05675719629208
BA3232	0.4981979634291891	0.0544804033176126
BA3234	0.3952673016753851	0.0650512278419255
BA3235	0.3054783878790216	0.040169133192389
BA3237	0.2427413933559839	0.0476500243942104
BA3240	0.3998591664067857	0.0557814278744511
BA3242	0.225288913710634	0.0609855261018051
BA3243	0.298382760895191	0.0735078874613758
BA3245	0.213921999428674	0.0455358594893478
BA3249	0.0689772143325083	0.0647259717027158
BA3250	0.6366551782402601	0.0824524312896406
BA3251	0.4252037131463424	0.0242315823711172
BA3255	0.2984549430647268	0.0442348349325093
BA3258	0.5175421859774127	0.0621239225890388
BA3260	0.1525210440860231	0.088144413725809
BA3261	0.3128071762129427	0.0489510489510489
BA3264	0.4489529614761333	0.0796877541063587
BA3266	0.58798738527772	0.0788746137583346
BA3268	0.5411662025625318	0.0273215156936087
BA3269	0.0881160945431779	0.0570824524312896
BA3270	0.4817215663538778	0.0910717189786957
BA3271	0.7183814599548946	0.0617986664498292
BA3273	0.1061498085679585	0.0554561717352415
BA3275	0.368202978893605	0.0556187998048463
BA3277	0.149894155865655	0.0372418279395023
BA3280	0.1363494127037959	0.0187022280045535
BA3283	0.1486595460563002	0.0348024068954301
BA3285	0.6689821415265536	0.1070092697999674
BA3286	0.7055997857517404	0.0570824524312896
BA3289	0.0687907583977545	0.0417954138884371
BA3290	0.2827611927677067	0.0767604488534721
BA3293	0.404313091380152	0.0679785330948121
BA3295	0.493760139940373	0.075947308505448
BA3296	0.3471227664567803	0.0839160839160839
BA3297	0.4855061106771944	0.0860302488209465
BA3299	0.2115811525837037	0.0364286875914782
