	NPM1	DNMT3A
BA3283	8.2960419873451	5.56220872440945
BA3390	7.6160759273921	4.84952562496592
BA3275	8.48906113697349	6.23486418682469
BA3136	7.65276972214058	4.44772389189131
BA3190	9.28397254525379	5.49396648422183
BA3234	6.61979235879454	4.64022476176229
BA3087	7.02052497875875	6.6100656847185
BA3454	8.53473617000875	5.62828464133832
BA3302	9.56915130536806	7.21704631455243
BA3117	9.28155652487085	6.53543485984192
BA3083	7.86962495676443	4.9696484625557
BA3266	8.43277580504712	5.7792526146876
BA3175	7.8503248353151	5.76798676791736
BA3268	8.75396729152058	6.16524477136675
BA3229	8.84624370479657	5.95520312741494
BA3353	8.75396729152058	7.19225834495813
BA3312	8.50918028997297	6.58028734101557
BA3119	9.01658796485945	6.88430660085161
BA3138	8.45696872743274	5.49101737126086
BA3219	6.95344802847081	4.50678453078849
BA3388	8.59260663428802	5.92596043186298
BA3357	8.78290910408921	7.00565090016862
BA3351	8.15090969693391	5.3154081495188
BA3208	8.95099667095566	5.9563978434584
BA3310	9.070312190258	6.77421514705842
BA3200	8.31128742473223	6.93090952480088
BA3325	8.57129520837751	6.26203648745747
BA3146	8.49406416345013	6.20872841683922
BA3211	8.8589671548512	6.57247167015578
BA3237	8.70112769787832	6.27426778231287
BA3130	6.67668520784891	5.32375937310038
BA3376	8.59529250724368	6.44517490297706
BA3137	8.43517613550052	6.15834977750935
BA3300	8.91122222327466	6.68593691853273
BA3375	8.53473617000875	6.31585760088979
BA3249	8.81669913828123	6.80545390529169
BA3385	8.46185834013681	5.55888193371954
BA3242	8.93752128537319	6.73050676463962
BA3446	8.44966638628301	4.91685437213902
BA3416	8.97829037472744	6.96912043899967
BA3123	9.38574669180088	6.46480031307091
