	RUNX1	NPM1
BA3283	6.99719018449603	8.2960419873451
BA3390	6.7421473941764	7.6160759273921
BA3275	8.79942491234482	8.48906113697349
BA3136	7.3634906067475	7.65276972214058
BA3190	6.3129901827468	9.28397254525379
BA3234	7.18812871773308	6.61979235879454
BA3087	6.70026474055664	7.02052497875875
BA3454	8.91420804405317	8.53473617000875
BA3302	8.70980864868103	9.56915130536806
BA3117	6.92303478434711	9.28155652487085
BA3083	7.47111652375221	7.86962495676443
BA3266	8.10917947996904	8.43277580504712
BA3175	6.81811142246577	7.8503248353151
BA3268	7.69160326863138	8.75396729152058
BA3229	8.43517613550052	8.84624370479657
BA3353	8.01965582601105	8.75396729152058
BA3312	6.59734342436169	8.50918028997297
BA3119	8.80867768640892	9.01658796485945
BA3138	6.93219471408877	8.45696872743274
BA3219	6.15742620510153	6.95344802847081
BA3388	7.17913715940168	8.59260663428802
BA3357	6.52988298875597	8.78290910408921
BA3351	6.67058412961645	8.15090969693391
BA3208	7.83130382680857	8.95099667095566
BA3310	8.26396477173174	9.070312190258
BA3200	8.25974759702626	8.31128742473223
BA3325	7.82988769642495	8.57129520837751
BA3146	8.33560901482561	8.49406416345013
BA3211	8.91751782379931	8.8589671548512
BA3237	7.06020993945392	8.70112769787832
BA3130	6.37928950311348	6.67668520784891
BA3376	8.81487669872437	8.59529250724368
BA3137	8.09619809378225	8.43517613550052
BA3300	7.27205163282357	8.91122222327466
BA3375	8.75098362594822	8.53473617000875
BA3249	7.22204702944845	8.81669913828123
BA3385	7.86087718753597	8.46185834013681
BA3242	8.04242466385173	8.93752128537319
BA3446	7.33163994376767	8.44966638628301
BA3416	6.70309367478267	8.97829037472744
BA3123	6.44275689894875	9.38574669180088
