	PTPN11	SF3B1
BA3379	28.28338708702801	7.306065575764765
BA3380	15.395065123545448	4.035790713800198
BA3381	31.6022929834454	10.188157920747663
BA3384	15.82572118593314	2.3368678919925
BA3385	18.844695554238974	6.676575573164484
BA3386	23.83686331483464	6.266920429852454
BA3388	14.160480378577368	0.8071718968828551
BA3390	12.885807017959875	3.194429177292088
BA3394	25.0992123120214	11.355345145608185
BA3395	26.164953144487377	1.8988592137416536
BA3397	42.49803859219085	4.166165717031542
BA3399	9.217550243661025	0.4509431040067151
BA3400	20.49932304808881	2.0476180809311137
BA3403	40.07256786518545	4.745064163096981
BA3405	18.77385346724309	2.728556805515639
BA3406	22.99494518688369	4.186115247232068
BA3407	25.57381689341782	1.3746311173152923
BA3408	16.372140642588597	2.693258366140984
BA3410	20.956953686492668	4.029314095808984
BA3411	23.686174665300918	6.916556580461999
BA3412	30.806279236788768	5.771902623243478
BA3413	20.1099448245558	4.533433885170942
BA3415	58.24596658054627	6.253029412077777
BA3416	19.695638462196776	6.819673771062664
BA3417	22.196288192458372	3.8156430299519024
BA3418	32.63184933979395	0.9401166781474436
BA3421	7.884860177730484	1.1040734328739503
BA3422	16.531991048470882	5.258116536728601
BA3423	22.056976272015444	2.5043194788487595
BA3427	24.97543818115768	4.516365794279683
BA3430	9.925872127763904	0.4682961462605361
BA3431	16.4322603052081	0.4734616975431138
BA3433	16.497331140038252	3.683575326821984
BA3434	19.549469421478744	7.568311375397076
BA3435	26.26993630818124	4.923777882701434
BA3436	18.030821688180044	4.001661899483137
BA3438	32.097233187234345	8.543050533666047
BA3445	21.016117689995312	1.9600419770658173
BA3446	11.215195744897262	4.630120548157677
BA3447	3.2625258891737285	0.913590061752894
BA3448	20.46619821409374	6.293018319062196
BA3449	27.228714859707505	3.1305215618114386
BA3450	26.141088273719884	0.5583604310081339
BA3451	19.54939345148004	2.763490924103701
BA3452	20.50716139930494	1.593654346500492
BA3453	14.797701231567332	2.189872373297081
BA3454	38.03237898772129	6.356965189676121
