	ASXL1	PTPN11
BA3347	0.0133864995727712	12.895248893688454
BA3351	0.0313301053830817	36.15111433085691
BA3352	0.0135289091426943	11.602828493127593
BA3353	0.0284819139846197	35.31452803631488
BA3357	0.0272002278553118	23.394936659638905
BA3362	0.0195101110794645	21.929829281753584
BA3367	0.0150954144118484	15.08460695321988
BA3369	0.0207917972087724	30.111459179936265
BA3371	0.0195101110794645	16.57214863696018
BA3373	0.036029621190544	59.687482235387535
BA3374	0.0084021646254628	14.286142079384424
BA3375	0.015949871831387	14.986029961281671
BA3376	0.0213614354884648	18.460625960877035
BA3379	0.0240672173170037	28.28338708702801
BA3380	0.0143833665622329	15.395065123545448
BA3381	0.0227855311876958	31.6022929834454
BA3384	0.0158074622614639	15.82572118593314
BA3385	0.0179436058103104	18.844695554238974
BA3386	0.0247792651666191	23.83686331483464
BA3388	0.0142409569923098	14.160480378577368
BA3390	0.0138137282825405	12.885807017959875
BA3394	0.018798063229849	25.0992123120214
BA3395	0.0143833665622329	26.164953144487377
BA3397	0.0340358872116206	42.49803859219085
BA3399	0.013101680432925	9.217550243661025
BA3400	0.0287667331244659	20.49932304808881
BA3403	0.0229279407576189	40.07256786518545
BA3405	0.0179436058103104	18.77385346724309
BA3406	0.021646254628311	22.99494518688369
BA3407	0.0212190259185417	25.57381689341782
BA3408	0.0420108231273141	16.372140642588597
BA3410	0.0165195101110794	20.956953686492668
BA3411	0.0183708345200797	23.686174665300918
BA3412	0.02022215892908	30.806279236788768
BA3413	0.0182284249501566	20.1099448245558
BA3415	0.0262033608658501	58.24596658054627
BA3416	0.0213614354884648	19.695638462196776
BA3417	0.0239248077470806	22.196288192458372
BA3418	0.0327542010823127	32.63184933979395
BA3421	0.0102534890344631	7.884860177730484
BA3422	0.0287667331244659	16.531991048470882
BA3423	0.0240672173170037	22.056976272015444
BA3427	0.0280546852748504	24.97543818115768
BA3430	0.0093990316149245	9.925872127763904
BA3431	0.0126744517231557	16.4322603052081
BA3433	0.0247792651666191	16.497331140038252
BA3434	0.0219310737681572	19.549469421478744
BA3435	0.0223583024779265	26.26993630818124
BA3436	0.0220734833380803	18.030821688180044
BA3438	0.0112503560239248	32.097233187234345
BA3445	0.0186556536599259	21.016117689995312
BA3446	0.0206493876388493	11.215195744897262
BA3447	0.0065508402164625	3.2625258891737285
BA3448	0.0200797493591569	20.46619821409374
BA3449	0.0190828823696952	27.228714859707505
BA3450	0.0257761321560808	26.141088273719884
BA3451	0.013101680432925	19.54939345148004
BA3452	0.0242096268869268	20.50716139930494
BA3453	0.017373967530618	14.797701231567332
BA3454	0.024636855596696	38.03237898772129
