	PTPN11	KRAS
BA2269	7.328556613973234	1.3774383646879156
BA2271	23.98460277768552	5.602686467078136
BA2272	13.50913898194892	3.0279527620390048
BA2273	21.07546663553913	3.2204514382156466
BA2275	31.218741695811683	5.176312047084844
BA2276	9.934136281708742	2.622741387146175
BA2277	29.221652377436328	5.25510942266259
BA2280	36.38874163228378	6.063815269855581
BA2281	24.831129720843258	4.6460796005338985
BA2282	10.789451974244848	3.8083678316586047
BA2286	19.38545941760825	3.95272350270278
BA2288	12.094613771990195	3.865914162620388
BA2292	17.152450737298953	4.075651001645991
BA2294	18.795163976802144	2.3719835412868338
BA2296	22.58795543731145	2.5047958696164496
BA2300	43.71814488147894	6.957086353480154
BA2301	17.314482693030055	4.0624889175161565
BA2302	15.142153148377648	9.348772402774848
BA2304	12.000004837689753	3.215224942617111
BA2306	21.901854935746787	2.106117448255717
BA2308	20.691473643918133	3.889581278532265
BA2309	15.600943225492763	3.305697356738754
BA2311	16.07649015451271	4.263535060623511
BA2312	14.384739574554802	4.450112420893486
BA2316	11.94031516572484	2.785383344332529
BA2322	19.00203463588738	1.363252173099543
BA2325	13.13339354976582	2.2128413526127946
BA2329	14.170386468930648	2.953980380691717
BA2334	12.738862324221753	3.829844935813441
BA2339	10.111131706915842	5.576285457288947
BA2344	17.66258635942158	2.508621366806296
BA2347	10.673249895339008	4.499805687946137
BA2348	6.14653811673649	3.4684403082470383
BA2350	9.248559385393913	2.293002458894163
BA2354	27.095243432620222	3.285287253891401
BA2355	28.38735945750639	18.031553815161907
BA2357	12.19949693229595	2.8366508715088328
BA2360	17.5735034231662	2.4203383504910594
BA2361	15.736424512490592	3.290470110493144
BA2363	7.3033212222808	1.77988745401886
BA2369	17.51039441139099	7.463597390567187
BA2374	22.40617777937685	4.18322554627598
BA2375	20.87206313122356	4.401957434008005
BA2376	14.73696075905255	3.576421768112105
BA2377	56.988741119585946	7.874521714966825
BA2379	14.2605358780457	7.354978419162167
BA2385	15.9001120635316	6.169246688786106
BA2386	18.71535873465833	7.154072385086702
BA2387	18.12250880428911	4.9579225522201975
BA2394	24.469601260335928	8.841700566289523
BA2399	16.904555001239643	2.901775492441722
BA2400	33.63200594550555	5.409835524646413
BA2402	21.70324629391715	4.974805563924786
BA2405	9.100792336674967	1.9038948004365173
BA2406	17.82816007822995	2.7399095691849715
BA2409	16.29375622363415	3.642790689054875
BA2410	23.596659384354837	2.854218939661076
BA2412	12.137813809796492	3.4683011635363665
BA2413	21.05224232672534	3.061177034477548
BA2414	23.349309244236707	3.333377691014046
BA2415	8.984070955203252	3.6031705789367305
BA2417	12.270477073849374	1.966473306958872
BA2418	10.111819360859618	1.5872432645654289
BA2420	17.04322984051619	2.293921043415803
BA2421	17.112086130843036	3.76390120697868
BA2423	14.830693302761253	5.526169516908847
BA2425	26.81439645289756	4.540658995903223
BA2426	14.6887218048444	1.76675593567857
BA2427	13.203350202140005	5.629532468513265
BA2429	13.885097753812143	4.885164819604847
BA2440	29.80936471999719	4.656478683032831
BA2441	41.50471871701896	5.107316346904479
BA2442	21.30032633561693	4.274273721852956
BA2446	17.23831681496286	3.526678377199216
BA2449	27.270894277896847	3.844080002176403
BA2450	17.891294519534323	6.542840496025102
BA2452	25.78173682741561	2.2229446094894514
BA2454	35.41917436013228	4.196996925207468
BA2455	12.375452361398644	4.618681453090219
BA2456	14.09237807271488	4.84358664169528
BA2459	13.594127000583486	0.9849701015813438
BA2461	17.820350143922077	3.531901921255366
BA2463	8.57460656098495	4.45365718507862
BA2464	18.745323554263607	2.629494460813186
BA2469	16.132452295663036	4.330668779940796
BA2470	18.268118383788824	3.3487604257070145
BA2472	12.66426899861456	2.506343529310017
BA2473	17.639401643995793	4.364774675975619
BA2474	12.088986615383838	4.068396363626591
BA2477	27.90380716097536	5.2291687233797575
BA2479	9.06853194700168	4.388198691895849
BA2480	15.24397502944484	3.679131305583376
BA2481	7.960993949896547	0.950240342410004
BA2482	19.0233231637945	4.5443846369895695
BA2483	23.22264853955544	5.717204939316385
BA2485	17.055978788879546	3.731240739012421
BA2488	18.77808934875976	3.795524434418716
BA2489	14.508873336495364	3.495084976820325
BA2492	23.63457575454264	4.60482142178739
BA2494	27.91420931790605	9.557187638322572
BA2496	11.399676017741184	2.740035581224717
BA2497	15.612483715841416	3.126280701370291
BA2499	21.457586308448946	4.35302298414668
BA2500	23.138866635530075	3.764766577067442
BA2501	27.833890878616558	5.69695185588149
BA2502	15.548455223976305	3.5899907234146635
BA2505	22.69831014365209	3.524708682190093
BA2507	13.273383072831717	2.445471606779409
BA2510	16.669318455579262	3.106128214359792
BA2511	7.663551368635486	2.8010233109505887
BA2512	18.55404802224241	3.90060283765412
BA2514	14.1127716506682	5.883867358115286
BA2515	13.656362083325709	3.965624412346157
BA2520	10.18459988094212	2.777845608373538
BA2521	22.854875728416364	5.965061455171949
BA2523	17.466454904239125	2.9076088330976253
BA2524	15.143161519049126	4.3967944400825125
BA2525	10.739344125649188	9.181313291942152
BA2526	16.511510597344866	4.982559594305994
BA2528	14.604392734699395	2.9063274125973515
BA2532	27.09788474706269	3.376488196760783
BA2534	26.77316300242771	3.9542145627317393
BA2538	19.34789198139	3.061522924858036
BA2539	15.054660968382327	3.789754828010589
BA2540	12.01969277063214	2.367178974644086
BA2541	16.52564398579619	2.8473995219050803
BA2545	20.94124669628399	4.148222781045921
BA2546	18.99909180138973	3.393513765871296
BA2552	16.970131640737755	4.825482332332214
BA2559	14.081354688308627	4.0935222417812485
BA2561	8.225056123389484	1.6993347187891574
BA2563	17.33397336920926	4.028599804188247
BA2564	13.974435996557515	2.2915571135581843
BA2567	6.532230302726126	4.686061135891457
BA2570	22.38622147123564	7.716031860771869
BA2575	10.361376185477951	3.6049599889935537
BA2577	20.382387269777333	1.7864264546524835
BA2579	18.172941762715816	5.549669129729157
BA2583	25.543482158502837	4.650822098462011
BA2584	21.881435806884262	2.498962890180857
BA2587	21.078892020464146	3.1944730301033544
BA2588	15.34775428213297	2.9482311460607518
BA2589	17.98440359990241	14.373385488847298
BA2592	19.84405027987057	6.041558832251639
BA2593	0.8090165245861867	0.2793411558252956
BA2594	21.525920477694164	2.002620464581047
BA2595	13.4174683952318	3.0622199092217754
BA2597	19.51682683095491	5.268032257893723
BA2600	12.611281705199705	3.043265721729626
BA2603	19.616353351392544	3.400519555275657
BA2618	21.562852645082295	4.847376827625396
BA2619	16.276085827293198	4.669344395559936
BA2620	23.94293881406372	5.410937505524276
BA2621	14.867078915259968	3.331895635511968
BA2622	17.89404725424126	5.700385710148895
BA2623	32.422525972432204	4.687635763119201
BA2629	12.182439062832351	4.220743627976956
BA2631	17.90739322912705	3.324070000746336
BA2634	18.21284933426878	3.807489429482482
BA2636	18.568704808257376	3.128960487704368
BA2639	21.352582026728825	4.213357199938989
BA2644	13.954630838917565	2.393728396337298
BA2645	21.812898951451057	10.408685462253883
BA2646	24.75015114655788	3.9355585272575673
BA2649	23.86929555054728	2.5988463660051835
BA2651	15.009905620802682	2.970509296190779
BA2653	35.09770771441234	5.098207134603287
BA2655	47.73960715416454	9.623754754392728
BA2656	12.23115155921837	1.8601716498988876
BA2657	19.747502000537104	4.548592004798873
BA2658	20.77431422918143	3.2523433873784997
BA2659	20.045090782808657	3.5835484156353115
BA2660	16.149795869705212	3.300668694192399
BA2662	12.045959777225177	1.636341335905445
BA2663	12.517918211428482	3.524975217313402
BA2667	14.667596859550976	3.85679667747493
BA2670	17.34966639725265	10.226227798665136
BA2674	17.279843318133707	2.5333257133250093
BA2675	20.317910549967007	3.6731049499312713
BA2676	18.58694648390418	3.0098471887347875
BA2677	18.577054779483333	3.882687295225639
BA2681	15.08682239640497	2.8767867894954944
BA2682	19.076647524486	4.221148529623751
BA2685	25.10516765487928	4.43315438996534
BA2688	9.067482526668442	5.7155639489306855
BA2691	26.73737220376769	7.358674866434381
BA2694	9.024019039461352	7.191110081874109
BA2695	11.2404092343823	2.111844275522096
BA2697	6.301040978737351	2.820457991863271
BA2701	10.946437653909962	2.40282017119087
BA2704	16.147071205521367	2.927115594886616
BA2705	28.16912357988325	8.750051209172401
BA2707	28.354258823419137	10.67258756535924
BA2709	11.834087074751764	2.432193691661744
BA2712	16.42029670010793	3.037494483285136
BA2714	18.259052411644547	8.66762994741118
BA2715	20.1361962674606	4.204020647117541
BA2718	23.29369020548985	3.211491167613993
BA2720	12.589995425491171	6.890859909853237
BA2721	12.82643796424119	8.15125574652858
BA2722	36.40377693251484	8.229739643225187
BA2723	30.19932116231609	7.151826067165194
BA2724	12.29033845001848	2.784944539455072
BA2726	13.818725538291096	4.361903416807809
BA2727	24.61424804261353	6.321364769685872
BA2728	21.026768820896308	7.9648433967757635
BA2731	10.348587303927951	1.7722679146604223
BA2733	8.96480318961342	4.024583240227743
BA2735	12.472768491152266	2.731444327315706
BA2737	12.376501451202138	4.229188217803424
BA2742	18.999517616112165	5.036593528652168
BA2744	3.972428680531728	0.8126549723840483
BA2746	16.354079014101362	2.9041910177817147
BA2747	13.21286567892482	1.8763378679995653
BA2748	24.58902716946228	2.8162460026576808
BA2751	13.92309366783434	4.76076973681974
BA2756	11.95978241621635	1.111935570238528
BA2758	9.074373932385482	6.062618917320017
BA2760	27.842394785774225	8.539751728962072
BA2762	15.494298472230904	3.5909642105886346
BA2764	10.123036663951495	2.5915086660715163
BA2765	17.255788926560026	7.700654472918215
BA2769	14.114069903809089	3.676902735522297
BA2772	9.214550366533244	2.120075486147443
BA2775	18.18390614086486	5.812760930604475
BA2776	21.07864268018424	4.4488934839978524
BA2778	11.051841624231852	3.240793912197436
BA2782	14.017978111035076	4.7248443208520605
BA2786	18.56146342152403	2.8206943341122037
BA2787	5.728153752635701	2.066862180946478
BA2789	23.09779193452756	4.500457340382659
BA2791	20.34342406980938	1.5544306048272218
BA2792	11.65470263502648	2.2792448121159423
BA2798	16.931625688947495	5.91550464000847
BA2801	7.134981041288424	3.8694395842404994
BA2802	21.039563120997773	4.931508671554627
BA2804	11.705154389579103	3.589438287733232
BA2806	20.0582471817414	3.401415561281073
BA2808	24.08299046294555	0.819064482576983
BA2809	25.421071006514072	5.328799203342974
BA2811	22.694716050439283	3.4074422496398213
BA2812	11.366252530998253	2.51465628861175
BA2813	13.26185634034608	1.972065667664031
BA2814	11.078194670442564	3.700862782404347
BA2816	14.79225518895096	3.515171700617542
BA2817	19.255577896687427	9.31293008506607
BA2820	17.60046886126625	4.846588130075457
BA2821	41.38697743446033	5.077237519978352
BA2822	27.94999463915676	3.126246711724653
BA2824	15.698469004065108	3.815565072493221
BA2828	16.62048013308828	5.866666273141892
BA2829	23.16697090575833	4.412533121502556
BA2830	10.54731633196385	1.6191667403234706
BA2832	21.6788491811367	2.749069369981953
BA2836	12.468306580047503	4.618965161186066
BA2837	22.898407857056828	5.744869449535215
BA2839	31.642496415707715	4.354311439221131
BA2840	20.531917229600012	4.099946945684317
BA2841	17.333596721579227	3.792521694833046
BA2842	9.895489999364507	4.233499753894433
BA2843	10.858547637453205	2.862490859764802
BA2844	17.590131498344554	2.977508842935708
BA2846	18.50294150486064	3.580528100094352
BA2850	13.43052749037221	2.921987811842809
BA2851	25.04537941152953	3.902461648473896
BA2852	9.456579436181348	4.085427724822098
BA2855	17.107630110616615	6.025173019281862
BA2856	12.066697755388164	6.161656320919922
BA2858	12.633864070958204	3.630395410097828
BA2860	14.530015277964637	2.546393016914249
BA2861	17.408068930780058	2.5337914004570834
BA2865	16.238963350670986	4.257434320541161
BA2866	21.19259899057649	2.9389008838841657
BA2867	17.232068759781303	5.641646527484107
BA2868	23.494536189676637	5.964604552568509
BA2870	23.69065911934278	3.836261463527445
BA2871	23.15316795763132	3.5250437921854045
BA2872	18.935171480130546	4.26359661627193
BA2876	13.157898270250502	7.261962142224723
BA2879	15.50509527096519	7.596005217099052
BA2880	19.49215324075317	3.159207686119105
BA2882	16.603411924717445	3.300934826843552
BA2883	28.20025393371597	11.775412944537448
BA2885	20.57041289985666	3.907464597219572
BA2887	27.307116773219036	3.146872952406261
BA2889	0.0893690876800253	0.0498731079218884
BA2893	12.4974117886675	2.336482779603907
BA2901	8.975530107617864	1.9424594081937123
BA2902	9.87114034234456	2.4312505625627203
BA2903	5.87011599834422	3.6921945453996257
BA2904	20.70134617274038	6.01053790362872
BA2905	22.33801212442174	5.2309590444961005
BA2906	21.176416117737062	5.80146459475505
BA2908	23.172251086718955	4.012735325325014
BA2909	11.488674564864946	4.958228873792411
BA2910	26.26349101086416	3.8606897513758622
BA2911	20.84783277632227	4.872319965407722
BA2914	15.0156201416248	5.074687321245269
BA2915	2.41314672352659	1.2078195904386648
BA2921	17.458656163590284	5.121433273005455
BA2922	19.573904682697663	3.0565970484631064
BA2923	9.394341271819846	4.042348232204146
BA2926	19.129719312731364	3.007893611642617
BA2928	17.191069360684157	4.274176588505172
BA2930	14.85937609513198	7.472293214663799
BA2932	19.46477251954371	4.767341634309132
BA2934	9.73098986675119	3.1170830838869232
BA2935	9.880445356341776	1.4086911080693234
BA2937	17.877732513150956	3.4582205224568563
BA2939	9.710666289915626	2.785032968374947
BA2944	37.64703403612323	2.851004674538254
BA2947	12.357448642886093	3.095940444457899
BA2948	20.4879431817709	5.163778294194287
BA2950	24.919157088502157	2.8913800203410185
BA2951	18.133444760407368	2.3216460900296405
BA2952	29.64411745650464	6.03488446143655
BA2953	7.163653271429381	1.818548601040591
BA2955	11.13542937935626	2.255907059828389
BA2956	8.523238456781499	3.360693070237612
BA2962	24.054892956713843	2.785922003031013
BA2970	15.990249149514993	2.9196811894918704
BA2972	17.627225547010358	1.7120661270914692
BA2976	17.773117510802155	0.87167947244554
BA2978	14.603788957143514	5.1081671668546775
BA2981	18.564359098703868	1.274137864358842
BA2984	14.452361922559325	2.267118229147408
BA2986	21.66198824056716	5.357700398436639
BA2989	24.180054210900927	4.289501979920624
BA2992	23.9380562024542	5.991612638326476
BA2993	13.846655480060836	2.5529658234579435
BA2994	16.36308890783346	3.492224342562355
BA2995	14.331090419338244	4.790563516597835
BA2999	20.07089751224206	3.601013405149621
BA3001	17.71418966299346	3.5275293017384137
BA3002	25.71013085930307	9.019752117043806
BA3004	15.801966890605236	4.35634152728715
BA3006	12.927507847907451	2.652376103731922
BA3008	0.3007671567538219	0.199879745930379
BA3009	19.149190049872782	2.681695563471374
BA3010	13.643755520925405	1.1623502273439763
BA3011	16.20127100029433	2.398829348580604
BA3013	15.826301965085207	2.810748531114694
BA3023	16.109292041670233	4.318009680827968
BA3025	21.606626020315527	3.619626705844733
BA3027	11.8217154344046	5.834669199458067
BA3029	11.205176238759671	5.010356662328836
BA3030	21.666872429973047	4.38479156773952
BA3037	22.454196832329725	5.63800106285749
BA3038	26.722751368914007	7.296101706545303
BA3040	10.393675597393589	2.2498752964790736
BA3042	31.91703970845472	3.7988343481337097
BA3043	10.557497829345278	3.6132582916833034
BA3049	4.158103947463144	2.244571785696069
BA3051	13.618501220020445	2.489943377637812
BA3053	26.569754013053128	9.08429912362472
BA3064	20.81512093293928	4.043156636482997
BA3067	23.49622855930234	5.901384252800535
BA3068	32.6958892019907	6.452654746357529
BA3070	12.2739088603882	4.567287575858389
BA3071	21.66745407747344	7.397138261132724
BA3072	21.744276519892093	5.590209267134697
BA3075	9.78077433217044	4.484482095456577
BA3076	6.585836267450562	4.782315004947172
BA3077	22.34529503861006	9.982110185032276
BA2040	15.768603175760314	5.154296683439623
BA2160	17.506409372433634	4.730697802590289
BA2303	15.03837826541991	5.247483689449449
BA2353	27.233366359776674	5.99395595912219
BA2516	21.259529388671154	4.658620293832935
BA2590	29.16348122073776	6.263800261145639
BA2647	21.26802428024812	6.220445405608574
BA2891	10.22953782959444	4.287411787386368
BA2924	20.532589760834025	7.834336738364445
BA2971	19.08055261903843	9.256789497897058
BA3036	21.532179511729048	5.3220575155127126
BA3059	18.54532868077653	9.516234159787691
BA3073	14.944238120335736	5.017396912472017
BA3078	35.18664561153126	9.197906119533414
BA3079	19.909318281196608	2.060022186627446
BA3083	21.978305936397295	5.951659660498906
BA3084	17.84399375600065	4.521240255815035
BA3085	26.01224963306068	5.00007900069415
BA3087	48.86803170684532	9.144753877174908
BA3089	23.137690705828494	8.891346760242428
BA3094	28.49290823798763	5.705742843077889
BA3095	20.620505966732463	5.296395227399311
BA3098	23.62762660915261	7.188212791793329
BA3099	36.54224908379226	6.626191371311687
BA3103	21.202410683230404	4.504931325367331
BA3108	27.17003893415094	5.323437790100341
BA3109	17.987162225593785	20.28004238581594
BA3110	23.61354936917826	7.8660960481279165
BA3114	11.088207106757388	6.105203524533998
BA3116	13.54410492909614	4.747270306856226
BA3117	32.99850340543902	4.300068495441089
BA3118	18.419906314914087	6.872628563773899
BA3119	24.22301068782385	5.060841363188459
BA3123	19.325795422691492	3.898932958332124
BA3124	11.595967067149676	4.211257624532631
BA3126	23.07814911886787	3.981409031603605
BA3128	17.85383423310964	6.460443952708552
BA3130	12.057733345196048	7.511453674234083
BA3133	35.60647067572976	8.499158140092135
BA3135	14.423862792892812	8.522189846766814
BA3136	26.020118488952967	6.441042423436487
BA3137	17.99946922539952	3.4021475292946715
BA3138	17.948405734384835	5.840394730148105
BA3139	61.89541159416133	4.359850216478632
BA3141	21.324758045316084	5.15881194479065
BA3142	46.60967367517731	3.228721815449189
BA3145	21.111123300919846	5.807409934417001
BA3146	21.602179497941837	4.117694704120277
BA3149	21.63447056331703	5.924088560379679
BA3152	26.69930441544388	6.029652874868258
BA3153	31.543536116768177	15.270104644434229
BA3154	34.14570005484676	17.05706932733878
BA3156	19.49857490673853	4.160158867385534
BA3157	23.14124354717321	3.5715714761399338
BA3158	22.028408728000585	2.9313230726556228
BA3162	23.07486636372992	4.290860343564755
BA3163	14.556965582467331	4.805087802604695
BA3164	29.786068872909603	14.50489880003908
BA3167	20.567990490892964	4.0482769121637
BA3169	20.415742448754457	4.741973470092588
BA3171	49.20184704080764	8.61686780946633
BA3173	27.98654696106653	4.759635918289058
BA3174	22.481708707839694	7.390541200910023
BA3175	16.98894756673063	3.312143711293571
BA3176	18.64217401050913	3.239196719653312
BA3177	37.12825353716463	9.57332742669242
BA3178	11.343132947483015	3.097280675060638
BA3180	28.83046345372784	7.177854576489217
BA3181	12.539176864756952	3.618457608293061
BA3182	27.52360362055456	8.177361755186574
BA3183	29.19110257797213	5.602880323105434
BA3185	16.0689464411771	13.780098300668916
BA3186	26.671352579888893	7.705085424669186
BA3187	17.671849707854243	4.573337273722364
BA3189	34.77103318446292	10.150607509403846
BA3190	13.582985218241213	6.994924120150022
BA3191	17.4967395117262	5.293425639782923
BA3192	25.62671641213393	6.040556651086022
BA3194	35.935356555517195	7.046636242563006
BA3195	16.40482357099114	4.73927685129155
BA3197	16.74318582812262	4.623224688099745
BA3199	26.886278539283374	4.474964745353582
BA3200	21.870631329961405	4.638225387075532
BA3202	24.89452366575615	8.109545436047824
BA3203	14.692021043920066	4.630713738190288
BA3206	23.017601304312947	4.345930184396738
BA3207	21.08589263526197	8.487468336179221
BA3208	18.69157945657816	3.357682561334285
BA3210	25.00701142440425	8.918265321579543
BA3211	20.94416288181397	3.482211773791408
BA3212	38.42654424973168	8.439200740205377
BA3213	28.595132790427066	4.701258300814342
BA3214	19.227635695526825	4.753128775728115
BA3216	14.3557010442588	4.570875061083815
BA3217	16.74182319835738	3.5272767413174075
BA3219	14.358489399213893	6.7697119099296525
BA3221	15.472372826909858	4.68195419415222
BA3222	45.00221066210596	7.356868087314
BA3225	16.252474175634926	5.57349571253324
BA3226	19.63876066105797	4.368823703780882
BA3227	22.406453016091405	4.6938712842012125
BA3228	28.892920691148067	8.16885112768402
BA3229	29.721164245602424	7.14863337016497
BA3230	19.80458906416293	2.601041897898744
BA3232	18.64192081999083	5.273816316043103
BA3234	20.17473302052334	6.84080111372545
BA3235	15.371318318553923	5.744575020480072
BA3237	27.98315846822433	3.867351128900715
BA3240	26.53802348143133	6.688671407295836
BA3242	18.60678946129853	2.1328306165285422
BA3243	27.182019369641385	4.237595034091462
BA3245	24.70548102610767	7.741862667336584
BA3249	27.04526177937093	3.873134402727617
BA3250	29.723698269728747	8.624428707918842
BA3251	18.96515071718015	3.379874967891091
BA3255	19.530658366366755	5.867164642055073
BA3258	19.25644449572177	4.956553435856382
BA3260	21.71300533111998	9.314008794527496
BA3261	18.19364774393248	4.267873701885583
BA3264	28.724599060108773	7.534090095177429
BA3266	28.79690094170825	9.594244881613864
BA3268	34.215264264099496	5.97757853191581
BA3269	15.204697938644848	11.987051389637656
BA3270	24.530727937607185	6.758984854086662
BA3271	27.916898924965192	6.534386432089192
BA3273	20.44500246613187	10.541882279903747
BA3275	28.412871710293533	7.75808248633983
BA3277	17.164565410884723	16.25122057055359
BA3280	14.365310348195427	4.552683533896225
BA3283	16.69487906533864	4.584475585133008
BA3285	62.17898985108376	3.8633582951325938
BA3286	21.368852478931604	5.092828133963098
BA3289	8.671812401369937	2.885983483306348
BA3290	23.97434788088257	5.88628664754098
BA3293	27.98536128377098	9.136056625290012
BA3295	28.37486135458929	7.878679835971935
BA3296	16.547626760789306	6.043318631790028
BA3297	31.61271538032367	8.124776290809791
BA3299	13.91130497298182	6.692850755716531
BA3300	37.73830015271734	4.238831267343383
BA3302	47.58395676045272	5.651492299353946
BA3305	17.9495129193202	4.211740493237931
BA3306	15.822574986127442	7.910169922402488
BA3308	21.61813851587103	3.2308133713821383
BA3310	16.233968503775053	3.255793814582394
BA3311	26.322291810625305	10.743162486383795
BA3312	26.274338440187364	5.508115150126132
BA3315	35.11440382264742	5.745285853628462
BA3317	21.33458099470292	4.260046421519901
BA3318	31.470847071104163	10.105332372359085
BA3319	22.17690767917441	8.428098329023237
BA3322	19.028309672175208	5.683721734157559
BA3324	43.99440756721232	11.844666182431672
BA3325	18.92294556082813	4.368456182733874
BA3326	23.60399145233129	4.93600614432353
BA3328	22.770125349103125	7.098309397261654
BA3329	36.48269764177509	6.746508359690237
BA3332	28.276913195499503	4.649296257404249
BA3333	25.26353103615665	7.547132476041092
BA3334	9.127914629344902	3.528274362727172
BA3335	18.262137171353483	7.091580570767574
BA3339	16.505423984927283	7.019589248692965
BA3341	21.133817970311235	8.663813855542353
BA3345	10.56551791674996	3.7714062294803874
BA3347	12.895248893688454	2.9348124064358347
BA3351	36.15111433085691	6.775407552184414
BA3352	11.602828493127593	3.62868149746901
BA3353	35.31452803631488	4.93549943076808
BA3357	23.394936659638905	4.681987493703068
BA3362	21.929829281753584	5.68418666505324
BA3367	15.08460695321988	5.68926974100486
BA3369	30.111459179936265	9.585296101673013
BA3371	16.57214863696018	4.375848646867501
BA3373	59.687482235387535	10.96786907577842
BA3374	14.286142079384424	2.549977047000934
BA3375	14.986029961281671	3.385836344803532
BA3376	18.460625960877035	3.90829600128676
BA3379	28.28338708702801	3.738245720697547
BA3380	15.395065123545448	6.100530741961105
BA3381	31.6022929834454	7.051428679054405
BA3384	15.82572118593314	5.239911858253687
BA3385	18.844695554238974	4.315796105272946
BA3386	23.83686331483464	6.514890193989474
BA3388	14.160480378577368	3.953201252514012
BA3390	12.885807017959875	5.8942267048754005
