	ASXL1	NF1
BA3347	0.0133864995727712	107.25679887057174
BA3351	0.0313301053830817	183.84015117269627
BA3352	0.0135289091426943	142.52121731092907
BA3353	0.0284819139846197	169.65826102895142
BA3357	0.0272002278553118	230.10965888564544
BA3362	0.0195101110794645	66.30559672126034
BA3367	0.0150954144118484	119.2584771410444
BA3369	0.0207917972087724	233.0697009394279
BA3371	0.0195101110794645	161.37983110943483
BA3373	0.036029621190544	434.5300220567231
BA3374	0.0084021646254628	90.3308747655744
BA3375	0.015949871831387	185.2589113390073
BA3376	0.0213614354884648	257.5822685803655
BA3379	0.0240672173170037	302.81777996661253
BA3380	0.0143833665622329	221.2996538343536
BA3381	0.0227855311876958	246.3283155559964
BA3384	0.0158074622614639	73.83871681860033
BA3385	0.0179436058103104	166.26396393899057
BA3386	0.0247792651666191	298.1066453189916
BA3388	0.0142409569923098	155.3495612647028
BA3390	0.0138137282825405	139.13709376795416
BA3394	0.018798063229849	272.9511856941777
BA3395	0.0143833665622329	32.835911513872546
BA3397	0.0340358872116206	84.60717882884792
BA3399	0.013101680432925	77.34069004481765
BA3400	0.0287667331244659	352.9573171396579
BA3403	0.0229279407576189	235.1154504862194
BA3405	0.0179436058103104	150.10322649841862
BA3406	0.021646254628311	175.00593868924125
BA3407	0.0212190259185417	78.37666956178536
BA3408	0.0420108231273141	104.22963722764784
BA3410	0.0165195101110794	133.7262587530939
BA3411	0.0183708345200797	238.25400702034068
BA3412	0.02022215892908	195.68106403756929
BA3413	0.0182284249501566	115.6071633334826
BA3415	0.0262033608658501	259.60805659132666
BA3416	0.0213614354884648	264.47263050967763
BA3417	0.0239248077470806	173.8357604806873
BA3418	0.0327542010823127	92.26888813182342
BA3421	0.0102534890344631	60.49421950990799
BA3422	0.0287667331244659	290.0938510194062
BA3423	0.0240672173170037	247.16444382180865
BA3427	0.0280546852748504	149.39600555491052
BA3430	0.0093990316149245	94.55339835609128
BA3431	0.0126744517231557	120.84144657847006
BA3433	0.0247792651666191	178.90290846691832
BA3434	0.0219310737681572	262.8951788966082
BA3435	0.0223583024779265	232.53373548105796
BA3436	0.0220734833380803	184.67064609509663
BA3438	0.0112503560239248	111.05004860202276
BA3445	0.0186556536599259	252.05807357118948
BA3446	0.0206493876388493	57.86422902407379
BA3447	0.0065508402164625	61.61094005127081
BA3448	0.0200797493591569	145.5723603719289
BA3449	0.0190828823696952	197.1342114504446
BA3450	0.0257761321560808	54.5939820641306
BA3451	0.013101680432925	150.25803532935367
BA3452	0.0242096268869268	415.7140845086584
BA3453	0.017373967530618	180.47298431809
BA3454	0.024636855596696	341.75196441638946
