	PTPN11	ASXL1
BA3347	12.895248893688454	0.0133864995727712
BA3351	36.15111433085691	0.0313301053830817
BA3352	11.602828493127593	0.0135289091426943
BA3353	35.31452803631488	0.0284819139846197
BA3357	23.394936659638905	0.0272002278553118
BA3362	21.929829281753584	0.0195101110794645
BA3367	15.08460695321988	0.0150954144118484
BA3369	30.111459179936265	0.0207917972087724
BA3371	16.57214863696018	0.0195101110794645
BA3373	59.687482235387535	0.036029621190544
BA3374	14.286142079384424	0.0084021646254628
BA3375	14.986029961281671	0.015949871831387
BA3376	18.460625960877035	0.0213614354884648
BA3379	28.28338708702801	0.0240672173170037
BA3380	15.395065123545448	0.0143833665622329
BA3381	31.6022929834454	0.0227855311876958
BA3384	15.82572118593314	0.0158074622614639
BA3385	18.844695554238974	0.0179436058103104
BA3386	23.83686331483464	0.0247792651666191
BA3388	14.160480378577368	0.0142409569923098
BA3390	12.885807017959875	0.0138137282825405
BA3394	25.0992123120214	0.018798063229849
BA3395	26.164953144487377	0.0143833665622329
BA3397	42.49803859219085	0.0340358872116206
BA3399	9.217550243661025	0.013101680432925
BA3400	20.49932304808881	0.0287667331244659
BA3403	40.07256786518545	0.0229279407576189
BA3405	18.77385346724309	0.0179436058103104
BA3406	22.99494518688369	0.021646254628311
BA3407	25.57381689341782	0.0212190259185417
BA3408	16.372140642588597	0.0420108231273141
BA3410	20.956953686492668	0.0165195101110794
BA3411	23.686174665300918	0.0183708345200797
BA3412	30.806279236788768	0.02022215892908
BA3413	20.1099448245558	0.0182284249501566
BA3415	58.24596658054627	0.0262033608658501
BA3416	19.695638462196776	0.0213614354884648
BA3417	22.196288192458372	0.0239248077470806
BA3418	32.63184933979395	0.0327542010823127
BA3421	7.884860177730484	0.0102534890344631
BA3422	16.531991048470882	0.0287667331244659
BA3423	22.056976272015444	0.0240672173170037
BA3427	24.97543818115768	0.0280546852748504
BA3430	9.925872127763904	0.0093990316149245
BA3431	16.4322603052081	0.0126744517231557
BA3433	16.497331140038252	0.0247792651666191
BA3434	19.549469421478744	0.0219310737681572
BA3435	26.26993630818124	0.0223583024779265
BA3436	18.030821688180044	0.0220734833380803
BA3438	32.097233187234345	0.0112503560239248
BA3445	21.016117689995312	0.0186556536599259
BA3446	11.215195744897262	0.0206493876388493
BA3447	3.2625258891737285	0.0065508402164625
BA3448	20.46619821409374	0.0200797493591569
BA3449	27.228714859707505	0.0190828823696952
BA3450	26.141088273719884	0.0257761321560808
BA3451	19.54939345148004	0.013101680432925
BA3452	20.50716139930494	0.0242096268869268
BA3453	14.797701231567332	0.017373967530618
BA3454	38.03237898772129	0.024636855596696
