	SMC1A	JAK2
BA3299	0.2115811525837037	0.013157533549382
BA3300	0.3136102357300411	0.018398928564524
BA3302	0.464858382455764	0.0452693558153348
BA3305	0.164828185776648	0.0281542336451802
BA3306	0.1158809254153795	0.0084162243563157
BA3308	0.2622503850462713	0.0280074228885713
BA3310	0.3307578759542464	0.0185291837247165
BA3311	0.3182408518202514	0.0688091174980584
BA3312	0.6681176507184189	0.0286752542859501
BA3315	0.4140470156964089	0.0195149893835902
BA3317	0.3551690391328552	0.0147902357869403
BA3318	0.3293823507139388	0.0237187223394702
BA3319	0.396472560939873	0.0945469283333865
BA3322	0.2943144017135098	0.0214556791196438
BA3324	0.4446866988823115	0.0321889927073131
BA3325	0.082178219512508	0.0214887903124767
BA3326	0.2260597537612384	0.027815324564991
BA3328	0.4392545429320541	0.0411152896487041
BA3329	0.3543543420805741	0.0204576970866315
BA3332	0.4633660984947801	0.0247795088285655
BA3333	0.2113104467195846	0.0365186016011077
BA3334	0.1690219786645197	0.0111218894571078
BA3335	0.133327191177007	0.0196783557366156
BA3339	0.296646892946861	0.0240929322236312
BA3341	0.1340534070242475	0.0120083615374829
BA3345	0.2691436388180634	0.044862996031036
BA3347	0.2817486440265248	0.0148089809944957
BA3351	0.5576746547081657	0.0252277382502529
BA3352	0.1269262113143227	0.0073476407153598
BA3353	0.3739928078807283	0.0258746348289374
BA3357	0.2270771111619817	0.0456579316847733
BA3362	0.7045573938282762	0.0238368011255242
BA3367	0.251578382528183	0.0320918487399535
BA3369	0.4731690224466945	0.0924903494224179
BA3371	0.3343398862372702	0.0106008688163378
BA3373	0.5077674825931271	0.0297560143010446
BA3374	0.2735648354585651	0.0201331539917198
BA3375	0.4016463111768728	0.0139159400807037
BA3376	0.3363856862916911	0.0203252523153001
BA3379	0.3485673284838801	0.0288486074019751
BA3380	0.1734079973740972	0.0172022793745146
BA3381	0.6422473361778309	0.0665020150297044
BA3384	0.5429867484995907	0.0223321644370194
BA3385	0.3843529053431204	0.028852986624253
BA3386	0.5141743856636369	0.0259221120070477
BA3388	0.1625596205051206	0.0308864411053883
BA3390	0.1328628206553596	0.0494531152452156
BA3394	0.2906185117272015	0.0411605772156755
BA3395	0.3446840557470704	0.0274929710812182
BA3397	0.4253413108767869	0.0339310152863696
BA3399	0.0709429378341433	0.0117665964246533
BA3400	0.1849697575998511	0.0166525267631897
BA3403	0.456477090999203	0.0514356746186578
BA3405	0.3371720788156322	0.0750772265167676
BA3406	0.2173320711348331	0.0278649913542403
BA3407	0.2594991600737202	0.0090321993533063
BA3408	0.1623549633196094	0.018917759594155
BA3410	0.2085827065405145	0.0293055952682182
BA3411	0.5322833574805441	0.0292868500606629
BA3412	0.5784332899678921	0.0443354065568493
BA3413	0.307574897989733	0.0187069160630193
BA3415	1.384231307421372	0.0547894646165782
BA3416	0.2966540593221775	0.027957756099322
BA3417	0.2537098289061137	0.0313621741791868
BA3418	0.1022704503408683	0.0154393219767638
BA3421	0.1346553448183822	0.0084824467419814
BA3422	0.1382487385518397	0.0148233469797732
BA3423	0.2450515506241624	0.0106649015908646
BA3427	0.2633104458808913	0.0386932592981303
BA3430	0.1806405333968565	0.0068641104897006
BA3431	0.0706968101638176	0.0163489184869722
BA3433	0.1135537256605669	0.010164815768789
BA3434	0.4227044661523071	0.0353075864258208
BA3435	0.2794249801626942	0.0342202575773095
BA3436	0.3279074953514854	0.0268438848913947
BA3438	0.389483282865831	0.0181262418700005
BA3445	0.1487869623989815	0.0251084311457551
BA3446	0.4539763583313246	0.0493681476519945
BA3447	0.0712078781792085	0.0076556282138551
BA3448	0.429217787492768	0.01655538279583
BA3449	0.3570211471170528	0.019436590623786
BA3450	0.2406587180679468	0.0145650262705272
BA3451	0.5160883256655378	0.0521853227054237
BA3452	0.1231823762988817	0.0555313155514834
BA3453	0.2829978427565464	0.0083356359853725
BA3454	0.7032643337286797	0.0357436394733696
