	JAK2	ASXL1
BA3283	7.15557221270197	6.25584067626589
BA3390	7.34370807957505	5.62270762074318
BA3275	6.03812571980279	6.02537342172354
BA3136	6.28997086497795	5.53649114497573
BA3190	5.92432462638165	6.27784077147234
BA3234	7.71088637463883	5.36902005012398
BA3087	6.115497606055	5.96823920514463
BA3454	5.62980424436949	5.76141008187331
BA3302	6.07138778077856	6.2796317403598
BA3117	5.51276153131016	6.37215716750202
BA3083	6.56840033593867	5.75568831379393
BA3266	6.47228949068298	5.94641278080618
BA3175	7.3212161814573	5.63513768849615
BA3268	5.92753747485825	6.40454724548096
BA3229	6.95615389337193	5.78774237354263
BA3353	5.76066648810106	6.22545256194412
BA3312	5.93857356885623	6.09515830888203
BA3119	5.88444565778855	6.26118056372206
BA3138	6.59468087653905	5.71478675399189
BA3219	7.75510135803604	5.63016664038851
BA3388	6.57509033573893	5.74861209266001
BA3357	6.11421817923463	6.12180366530222
BA3351	5.67279352334088	6.31068973576453
BA3208	6.33826437905032	6.25584067626589
BA3310	5.9527582231115	6.10787715288174
BA3200	6.41850564142252	6.16824009925269
BA3325	6.19299832162761	5.98097884801574
BA3146	6.47523792980687	5.67127118896803
BA3211	6.68242645093915	4.9207439830005
BA3237	6.68181953854303	5.78970451035009
BA3130	6.24546760741925	5.79282325358751
BA3376	5.69181620547997	6.00093229876932
BA3137	7.06520657071416	5.84508987578304
BA3300	5.53314032561817	6.27603504625168
BA3375	5.57190904546529	6.20098661255903
BA3249	5.94221717949707	6.26033254809805
BA3385	6.40877834877257	5.88643954120856
BA3242	6.78433325744635	5.94641278080618
BA3446	6.92898560318184	6.11760662803549
BA3416	5.84590125948166	6.17209130162237
BA3123	6.73801134139373	6.12904074966952
