	RUNX1	FLT3
BA3283	6.99719018449603	7.07329793491951
BA3390	6.7421473941764	7.66613976188412
BA3275	8.79942491234482	9.75293118746352
BA3136	7.3634906067475	10.7487601826414
BA3190	6.3129901827468	6.31492475633183
BA3234	7.18812871773308	8.87824586229709
BA3087	6.70026474055664	10.5694287909356
BA3454	8.91420804405317	9.36916799017741
BA3302	8.70980864868103	9.94271473100152
BA3117	6.92303478434711	7.76884228347361
BA3083	7.47111652375221	8.69249597847146
BA3266	8.10917947996904	9.53484314535953
BA3175	6.81811142246577	7.50539293842063
BA3268	7.69160326863138	8.86536741111737
BA3229	8.43517613550052	7.60395254604328
BA3353	8.01965582601105	9.2109276242084
BA3312	6.59734342436169	6.17860539471144
BA3119	8.80867768640892	9.73079295605488
BA3138	6.93219471408877	6.22856369307102
BA3219	6.15742620510153	8.76897254396233
BA3388	7.17913715940168	6.75887216800442
BA3357	6.52988298875597	7.54512561180818
BA3351	6.67058412961645	7.61484500491846
BA3208	7.83130382680857	10.1678932710614
BA3310	8.26396477173174	10.4909547063744
BA3200	8.25974759702626	9.51078302100883
BA3325	7.82988769642495	9.64527993925034
BA3146	8.33560901482561	9.1755941413251
BA3211	8.91751782379931	9.14863087419242
BA3237	7.06020993945392	4.84846415253514
BA3130	6.37928950311348	3.94134754989613
BA3376	8.81487669872437	9.89297540900361
BA3137	8.09619809378225	7.68273154484305
BA3300	7.27205163282357	6.75887216800442
BA3375	8.75098362594822	9.51556606369543
BA3249	7.22204702944845	8.25947387855203
BA3385	7.86087718753597	8.68106286594684
BA3242	8.04242466385173	8.87501645157825
BA3446	7.33163994376767	7.88191833711993
BA3416	6.70309367478267	9.94271473100152
BA3123	6.44275689894875	6.24726489639171
