	SRSF2	NPM1
BA3283	9.47302564786274	8.2960419873451
BA3390	8.49908497066643	7.6160759273921
BA3275	9.73629770852437	8.48906113697349
BA3136	9.05220627117217	7.65276972214058
BA3190	8.51425498508966	9.28397254525379
BA3234	7.94635895319707	6.61979235879454
BA3087	9.37964346609645	7.02052497875875
BA3454	9.160132157513	8.53473617000875
BA3302	9.39118419839355	9.56915130536806
BA3117	9.44696832329653	9.28155652487085
BA3083	8.9076089453561	7.86962495676443
BA3266	9.21888429779212	8.43277580504712
BA3175	8.35811493599106	7.8503248353151
BA3268	9.28397254525379	8.75396729152058
BA3229	8.70401585675217	8.84624370479657
BA3353	9.78674968596522	8.75396729152058
BA3312	9.20300948929151	8.50918028997297
BA3119	9.3561004357089	9.01658796485945
BA3138	9.04501990946176	8.45696872743274
BA3219	8.44724078411408	6.95344802847081
BA3388	8.88148184246882	8.59260663428802
BA3357	9.36650856672567	8.78290910408921
BA3351	9.54457000922792	8.15090969693391
BA3208	9.65571538111022	8.95099667095566
BA3310	9.1755941413251	9.070312190258
BA3200	9.1872873383188	8.31128742473223
BA3325	9.16398396797258	8.57129520837751
BA3146	9.15628939970288	8.49406416345013
BA3211	9.11086746340759	8.8589671548512
BA3237	9.13342062895717	8.70112769787832
BA3130	7.51630069461518	6.67668520784891
BA3376	9.3217592552912	8.59529250724368
BA3137	9.06304565250042	8.43517613550052
BA3300	9.24242183959432	8.91122222327466
BA3375	9.39118419839355	8.53473617000875
BA3249	8.88978486658959	8.81669913828123
BA3385	8.95438322249582	8.46185834013681
BA3242	9.12586826213153	8.93752128537319
BA3446	9.08127310626888	8.44966638628301
BA3416	9.22687989289351	8.97829037472744
BA3123	8.68758550697862	9.38574669180088
