	CBL	IDH1
BA3295	6.87971926016812	6.95685605328487
BA3283	6.22020638596937	4.52802366345833
BA3390	7.26424108951115	6.48606087387678
BA3275	6.60579006500373	5.95983280142242
BA3136	6.82309107200081	6.95277524354107
BA3190	5.63166253168885	3.77167081659145
BA3234	6.7513352539061	7.38666974161584
BA3087	6.33872181034159	7.023488210081
BA3454	6.0515207109664	7.90342171341614
BA3302	6.61275930528802	6.22020638596937
BA3117	5.87965665517008	6.29962436721057
BA3083	6.50200644713267	7.1646982323911
BA3266	6.47571845442986	7.13433489569232
BA3175	6.58727608652663	6.58201675131977
BA3268	5.69566002369261	6.01912446509313
BA3229	6.70809549173072	5.89918966262517
BA3353	5.76798676791736	6.21363363803942
BA3312	6.6892157543699	7.07025966230358
BA3119	6.12991458455326	5.61255399082521
BA3138	6.61979235879454	4.09314534792602
BA3219	6.5242368874556	7.40510623344956
BA3388	6.59622051144561	4.60437364883205
BA3357	5.34794466566604	5.97400576389771
BA3351	5.99766898141236	6.82369230677028
BA3208	5.78002501253586	6.47077724815555
BA3310	6.3208153422885	5.16463165990358
BA3200	6.53744053114805	6.14502031934272
BA3325	5.92513526908082	5.51500276467509
BA3146	6.34052654914622	7.13831231065164
BA3211	6.35069815914233	6.45249909303564
BA3237	5.81482124558208	4.78751391876221
BA3130	6.47477154385912	6.78491577385659
BA3376	5.90117839370987	7.68775219309565
BA3137	6.64579190444665	6.43000064848533
BA3300	6.33418865159932	5.75454478360845
BA3375	6.47182200391892	6.3544519231975
BA3249	6.78618260321054	5.2440093257159
BA3385	6.50748244706823	7.09119041085949
BA3242	6.71723697861596	5.9610279397687
BA3446	6.30235584618443	6.49002795768883
BA3416	5.0970902563776	6.56633757408764
BA3123	6.47182200391892	5.05648239319286
