	PTPN11	KIT
BA3295	6.75483486169623	7.63511106991273
BA3283	6.38023120196824	6.81394894542996
BA3390	6.2171644897831	2.0027706023653
BA3275	6.96156655492073	1.79218942654284
BA3136	6.70476093745623	6.65069612456278
BA3190	6.24185782368877	5.36221790332293
BA3234	6.17903573796561	4.19258206139557
BA3087	7.23894729675129	9.37087504671963
BA3454	6.87337102503918	7.38257507273258
BA3302	7.47952389617521	8.51934782702254
BA3117	6.96703229824418	9.25691151442812
BA3083	6.66342584742563	6.25491135905161
BA3266	6.837182643361	8.20414503388581
BA3175	6.76476869070353	4.04515830056364
BA3268	6.92625028034322	7.15327818681819
BA3229	6.81329812446179	7.7045927999637
BA3353	7.29077391107671	9.01658796485945
BA3312	6.76777472760262	7.96905854853838
BA3119	6.72062167573975	7.72277870826456
BA3138	6.30235584618443	5.76293182295601
BA3219	6.01745471553114	3.36719135359718
BA3388	6.64358377452482	6.51657057172327
BA3357	6.54766219361137	7.76884228347361
BA3351	7.06807720975175	6.11161537904966
BA3208	7.05647487229206	7.46163860381834
BA3310	6.8005248227196	8.2618544484033
BA3200	6.65737778697747	6.39165195051498
BA3325	7.07626127790368	7.39829394317713
BA3146	6.99030175438279	7.13121480456278
BA3211	6.85271739062875	6.22243678568209
BA3237	7.45053981568106	7.1045805500083
BA3130	6.18074633883084	1.63950073835561
BA3376	6.70026474055664	6.96026429862309
BA3137	6.81145766315316	7.81969894849543
BA3300	7.84883391972247	7.31848514343172
BA3375	6.8446685918264	5.40039592941304
BA3249	7.31579076602089	7.85633367820174
BA3385	6.85580435382138	6.84596201012783
BA3242	7.01759724929549	7.59565623174131
BA3446	6.25179190765508	6.72238123052722
BA3416	6.79989991305165	7.9609725092348
BA3123	6.83151108322253	8.23632115552463
