	NF1	RAD21
BA3405	150.10322649841862	8.585712970021705
BA3406	175.00593868924125	8.951887951330136
BA3407	78.37666956178536	13.284030838985226
BA3408	104.22963722764784	11.493742382432076
BA3410	133.7262587530939	13.55699891601388
BA3411	238.25400702034068	15.326829590272888
BA3412	195.68106403756929	12.11450595958844
BA3413	115.6071633334826	8.133335175416214
BA3415	259.60805659132666	33.37302607094277
BA3416	264.47263050967763	7.477042731879358
BA3417	173.8357604806873	11.13439037268027
BA3418	92.26888813182342	14.020175021182078
BA3421	60.49421950990799	4.9927405123982815
BA3422	290.0938510194062	12.324814882269038
BA3423	247.16444382180865	12.741305690841056
BA3427	149.39600555491052	14.515533344953267
BA3430	94.55339835609128	5.528116711370857
BA3431	120.84144657847006	8.198798717831432
BA3433	178.90290846691832	11.35149793038407
BA3434	262.8951788966082	13.904412976654964
BA3435	232.53373548105796	16.456359216436212
BA3436	184.67064609509663	7.797618267259763
BA3438	111.05004860202276	18.315792162585456
BA3445	252.05807357118948	12.697141655262
BA3446	57.86422902407379	10.679565414453585
BA3447	61.61094005127081	3.879630029418274
BA3448	145.5723603719289	10.14220315510333
BA3449	197.1342114504446	19.58586180915845
BA3450	54.5939820641306	14.25697414572637
BA3451	150.25803532935367	10.80012308548918
BA3452	415.7140845086584	13.73361910891137
BA3453	180.47298431809	8.072918830961996
BA3454	341.75196441638946	18.69279832715517
