	IDH2	KIT
BA3295	8.38100696139026	7.63511106991273
BA3283	8.01965582601105	6.81394894542996
BA3390	7.18154554634955	2.0027706023653
BA3275	8.68106286594684	1.79218942654284
BA3136	7.50539293842063	6.65069612456278
BA3190	8.03197078783115	5.36221790332293
BA3234	7.45963779857083	4.19258206139557
BA3087	8.67155422607777	9.37087504671963
BA3454	8.23886821722062	7.38257507273258
BA3302	9.01306871894599	8.51934782702254
BA3117	9.1314039045803	9.25691151442812
BA3083	7.77846043065093	6.25491135905161
BA3266	8.04934885751887	8.20414503388581
BA3175	7.73200199894925	4.04515830056364
BA3268	8.48407580140491	7.15327818681819
BA3229	8.03197078783115	7.7045927999637
BA3353	8.68106286594684	9.01658796485945
BA3312	9.36044459889599	7.96905854853838
BA3119	8.78717245605116	7.72277870826456
BA3138	7.65513327960109	5.76293182295601
BA3219	6.87788091401863	3.36719135359718
BA3388	7.6160759273921	6.51657057172327
BA3357	8.72037345844597	7.76884228347361
BA3351	8.41846114844672	6.11161537904966
BA3208	7.31039812260742	7.46163860381834
BA3310	9.04860912314158	8.2618544484033
BA3200	8.33560901482561	6.39165195051498
BA3325	7.62683244469809	7.39829394317713
BA3146	8.05801802157941	7.13121480456278
BA3211	9.04501990946176	6.22243678568209
BA3237	8.28311530497155	7.1045805500083
BA3130	7.29515347515493	1.63950073835561
BA3376	8.15090969693391	6.96026429862309
BA3137	8.43037965011906	7.81969894849543
BA3300	9.14833321497193	7.31848514343172
BA3375	8.63341745058943	5.40039592941304
BA3249	8.83544161006383	7.85633367820174
BA3385	7.76466876898383	6.84596201012783
BA3242	7.93658206656699	7.59565623174131
BA3446	7.38062061343463	6.72238123052722
BA3416	9.12586826213153	7.9609725092348
BA3123	8.07424285809521	8.23632115552463
