	NPM1	SRSF2
BA3283	8.2960419873451	9.47302564786274
BA3390	7.6160759273921	8.49908497066643
BA3275	8.48906113697349	9.73629770852437
BA3136	7.65276972214058	9.05220627117217
BA3190	9.28397254525379	8.51425498508966
BA3234	6.61979235879454	7.94635895319707
BA3087	7.02052497875875	9.37964346609645
BA3454	8.53473617000875	9.160132157513
BA3302	9.56915130536806	9.39118419839355
BA3117	9.28155652487085	9.44696832329653
BA3083	7.86962495676443	8.9076089453561
BA3266	8.43277580504712	9.21888429779212
BA3175	7.8503248353151	8.35811493599106
BA3268	8.75396729152058	9.28397254525379
BA3229	8.84624370479657	8.70401585675217
BA3353	8.75396729152058	9.78674968596522
BA3312	8.50918028997297	9.20300948929151
BA3119	9.01658796485945	9.3561004357089
BA3138	8.45696872743274	9.04501990946176
BA3219	6.95344802847081	8.44724078411408
BA3388	8.59260663428802	8.88148184246882
BA3357	8.78290910408921	9.36650856672567
BA3351	8.15090969693391	9.54457000922792
BA3208	8.95099667095566	9.65571538111022
BA3310	9.070312190258	9.1755941413251
BA3200	8.31128742473223	9.1872873383188
BA3325	8.57129520837751	9.16398396797258
BA3146	8.49406416345013	9.15628939970288
BA3211	8.8589671548512	9.11086746340759
BA3237	8.70112769787832	9.13342062895717
BA3130	6.67668520784891	7.51630069461518
BA3376	8.59529250724368	9.3217592552912
BA3137	8.43517613550052	9.06304565250042
BA3300	8.91122222327466	9.24242183959432
BA3375	8.53473617000875	9.39118419839355
BA3249	8.81669913828123	8.88978486658959
BA3385	8.46185834013681	8.95438322249582
BA3242	8.93752128537319	9.12586826213153
BA3446	8.44966638628301	9.08127310626888
BA3416	8.97829037472744	9.22687989289351
BA3123	9.38574669180088	8.68758550697862
