	DNMT3A	GATA2
BA3258	4.16634381840989	1.26994075255518
BA3295	5.68573255517546	6.94358580230343
BA3283	5.56220872440945	6.57356389506373
BA3390	4.84952562496592	3.87479759609797
BA3275	6.23486418682469	8.57394218930808
BA3136	4.44772389189131	8.1981158996604
BA3190	5.49396648422183	6.80603450730616
BA3234	4.64022476176229	3.4375681966549
BA3087	6.6100656847185	5.20013137153335
BA3454	5.62828464133832	7.54733361982974
BA3302	7.21704631455243	7.65276972214058
BA3117	6.53543485984192	7.19064975766148
BA3083	4.9696484625557	6.71212603625657
BA3266	5.7792526146876	7.75640802704286
BA3175	5.76798676791736	5.07164095305392
BA3268	6.16524477136675	9.30485684547982
BA3229	5.95520312741494	7.94145634611773
BA3353	7.19225834495813	7.18078818168097
BA3312	6.58028734101557	7.91426996698012
BA3119	6.88430660085161	9.45909303825332
BA3138	5.49101737126086	6.87971926016812
BA3219	4.50678453078849	2.03395241692527
BA3388	5.92596043186298	7.44443985803447
BA3357	7.00565090016862	9.53650854885809
BA3351	5.3154081495188	5.83800900717186
BA3208	5.9563978434584	7.35298985161002
BA3310	6.77421514705842	7.19145743010941
BA3200	6.93090952480088	10.3158055322447
BA3325	6.26203648745747	7.57365573963701
BA3146	6.20872841683922	8.2874098816496
BA3211	6.57247167015578	9.66095938066438
BA3237	6.27426778231287	9.1755941413251
BA3130	5.32375937310038	0.0096330444008767
BA3376	6.44517490297706	7.75640802704286
BA3137	6.15834977750935	7.66369633945432
BA3300	6.68593691853273	7.64778904816974
BA3375	6.31585760088979	8.10917947996904
BA3249	6.80545390529169	8.97664914654451
BA3385	5.55888193371954	7.92868137841977
BA3242	6.73050676463962	7.21053357648558
BA3446	4.91685437213902	6.31068973576453
BA3416	6.96912043899967	8.95099667095566
BA3123	6.46480031307091	8.04414638908848
