	RUNX1	WT1
BA3369	7.84567146798846	4.32487848767101
BA3078	8.29355254161206	2.03644880279444
BA3386	9.19512951707567	4.71967956133396
BA3445	7.26066025557169	-2.52860193285701
BA3452	7.46577618872004	4.45099662608198
BA3176	8.00107447892983	4.62178523619092
BA3258	6.64862107605335	-2.2313729742413
BA3295	7.58290428004672	4.0443841889074
BA3283	6.99719018449603	4.04672215210504
BA3390	6.7421473941764	-0.256578476181957
BA3275	8.79942491234482	1.15483203748155
BA3136	7.3634906067475	0.567085951906115
BA3190	6.3129901827468	-2.90198965929373
BA3234	7.18812871773308	0.678777713509964
BA3087	6.70026474055664	4.06401487195903
BA3454	8.91420804405317	5.31144747900552
BA3302	8.70980864868103	4.07877977370401
BA3117	6.92303478434711	2.72747661216038
BA3083	7.47111652375221	3.93035783278632
BA3266	8.10917947996904	4.21713539157627
BA3175	6.81811142246577	1.99295756555082
BA3268	7.69160326863138	4.90916379154876
BA3229	8.43517613550052	-1.51459060193487
BA3353	8.01965582601105	5.21007881246748
BA3312	6.59734342436169	1.93323034567971
BA3119	8.80867768640892	5.68535357501915
BA3138	6.93219471408877	-0.215560842284569
BA3219	6.15742620510153	-0.576724413844884
BA3388	7.17913715940168	0.325596608060987
BA3357	6.52988298875597	1.78295962451169
BA3351	6.67058412961645	4.55631560480699
BA3208	7.83130382680857	5.89165055148412
BA3310	8.26396477173174	5.26887133584046
BA3200	8.25974759702626	6.43739194293564
BA3325	7.82988769642495	5.29873886453286
BA3146	8.33560901482561	4.21290414058133
BA3211	8.91751782379931	4.49418167196418
BA3237	7.06020993945392	3.64844159262785
BA3130	6.37928950311348	-4.99483016516321
BA3376	8.81487669872437	5.62868512576849
BA3137	8.09619809378225	4.66009956525948
BA3300	7.27205163282357	4.19758383248503
BA3375	8.75098362594822	4.7544864013138
BA3249	7.22204702944845	6.96636526572417
BA3385	7.86087718753597	4.4543011664344
BA3242	8.04242466385173	3.14555866318589
BA3446	7.33163994376767	3.98610922971924
BA3416	6.70309367478267	3.59038811359781
BA3123	6.44275689894875	-1.57668320545483
