	IDH2	SRSF2
BA3283	8.01965582601105	9.47302564786274
BA3390	7.18154554634955	8.49908497066643
BA3275	8.68106286594684	9.73629770852437
BA3136	7.50539293842063	9.05220627117217
BA3190	8.03197078783115	8.51425498508966
BA3234	7.45963779857083	7.94635895319707
BA3087	8.67155422607777	9.37964346609645
BA3454	8.23886821722062	9.160132157513
BA3302	9.01306871894599	9.39118419839355
BA3117	9.1314039045803	9.44696832329653
BA3083	7.77846043065093	8.9076089453561
BA3266	8.04934885751887	9.21888429779212
BA3175	7.73200199894925	8.35811493599106
BA3268	8.48407580140491	9.28397254525379
BA3229	8.03197078783115	8.70401585675217
BA3353	8.68106286594684	9.78674968596522
BA3312	9.36044459889599	9.20300948929151
BA3119	8.78717245605116	9.3561004357089
BA3138	7.65513327960109	9.04501990946176
BA3219	6.87788091401863	8.44724078411408
BA3388	7.6160759273921	8.88148184246882
BA3357	8.72037345844597	9.36650856672567
BA3351	8.41846114844672	9.54457000922792
BA3208	7.31039812260742	9.65571538111022
BA3310	9.04860912314158	9.1755941413251
BA3200	8.33560901482561	9.1872873383188
BA3325	7.62683244469809	9.16398396797258
BA3146	8.05801802157941	9.15628939970288
BA3211	9.04501990946176	9.11086746340759
BA3237	8.28311530497155	9.13342062895717
BA3130	7.29515347515493	7.51630069461518
BA3376	8.15090969693391	9.3217592552912
BA3137	8.43037965011906	9.06304565250042
BA3300	9.14833321497193	9.24242183959432
BA3375	8.63341745058943	9.39118419839355
BA3249	8.83544161006383	8.88978486658959
BA3385	7.76466876898383	8.95438322249582
BA3242	7.93658206656699	9.12586826213153
BA3446	7.38062061343463	9.08127310626888
BA3416	9.12586826213153	9.22687989289351
BA3123	8.07424285809521	8.68758550697862
