	KIT	DNMT3A
BA3295	7.63511106991273	5.68573255517546
BA3283	6.81394894542996	5.56220872440945
BA3390	2.0027706023653	4.84952562496592
BA3275	1.79218942654284	6.23486418682469
BA3136	6.65069612456278	4.44772389189131
BA3190	5.36221790332293	5.49396648422183
BA3234	4.19258206139557	4.64022476176229
BA3087	9.37087504671963	6.6100656847185
BA3454	7.38257507273258	5.62828464133832
BA3302	8.51934782702254	7.21704631455243
BA3117	9.25691151442812	6.53543485984192
BA3083	6.25491135905161	4.9696484625557
BA3266	8.20414503388581	5.7792526146876
BA3175	4.04515830056364	5.76798676791736
BA3268	7.15327818681819	6.16524477136675
BA3229	7.7045927999637	5.95520312741494
BA3353	9.01658796485945	7.19225834495813
BA3312	7.96905854853838	6.58028734101557
BA3119	7.72277870826456	6.88430660085161
BA3138	5.76293182295601	5.49101737126086
BA3219	3.36719135359718	4.50678453078849
BA3388	6.51657057172327	5.92596043186298
BA3357	7.76884228347361	7.00565090016862
BA3351	6.11161537904966	5.3154081495188
BA3208	7.46163860381834	5.9563978434584
BA3310	8.2618544484033	6.77421514705842
BA3200	6.39165195051498	6.93090952480088
BA3325	7.39829394317713	6.26203648745747
BA3146	7.13121480456278	6.20872841683922
BA3211	6.22243678568209	6.57247167015578
BA3237	7.1045805500083	6.27426778231287
BA3130	1.63950073835561	5.32375937310038
BA3376	6.96026429862309	6.44517490297706
BA3137	7.81969894849543	6.15834977750935
BA3300	7.31848514343172	6.68593691853273
BA3375	5.40039592941304	6.31585760088979
BA3249	7.85633367820174	6.80545390529169
BA3385	6.84596201012783	5.55888193371954
BA3242	7.59565623174131	6.73050676463962
BA3446	6.72238123052722	4.91685437213902
BA3416	7.9609725092348	6.96912043899967
BA3123	8.23632115552463	6.46480031307091
