	KIT	NPM1
BA2348	2.91773529558035	7.52987979374564
BA2709	6.00841658197255	8.81177412986094
BA2789	8.25344779136567	9.36480042798147
BA2694	6.30006188044534	8.92748837970555
BA2538	5.37928711694374	8.40429460371975
BA2583	7.81538872947805	9.44070228005406
BA2415	4.50065722085035	7.67493502317828
BA2722	7.10612705087253	7.0623479587219
BA2806	7.51084212363206	9.01306871894599
BA2221	4.19332061557143	7.99413751864958
BA3025	7.20800173217813	9.2389471182711
BA2514	5.86940153677441	8.62153057515291
BA2520	4.68486735962429	9.08127310626888
BA2441	7.72277870826456	7.40108920011618
BA2153	8.99906762077278	9.57909169555586
BA2479	3.64055833212888	8.22832881693221
BA2281	4.88780360986739	9.01658796485945
BA2657	4.35206524028425	8.33560901482561
BA2932	7.52657913903788	9.12210512882866
BA2123	6.19874995357892	9.57909169555586
BA2844	7.31484141146978	9.22687989289351
BA2660	5.87260128091849	9.06304565250042
BA2836	7.15078589361001	8.74800571415782
BA3027	2.43277955517649	7.63041516939983
BA2714	7.35673455123978	8.89122942781574
BA2139	1.49445405603774	6.80299244523417
BA2251	7.64135506224067	8.32671267592458
BA2952	4.05764463767079	8.16254296358662
BA2440	5.83560892628546	8.39493145233583
BA2036	5.0083041453619	8.75695672842528
BA2828	7.44544500262934	8.09804401257278
BA2292	5.99724316529864	8.98173476670244
BA2410	7.51527675972318	9.34313727945847
BA2051	5.25714318052804	7.46363654414575
BA2532	4.7790741086654	7.45571345371651
BA2986	8.01965582601105	8.95099667095566
BA2494	6.43793151264448	8.39027400222105
BA2515	6.68127929274665	8.66407371953991
BA2748	7.62437772428186	9.33883912107995
BA2970	5.98303645552473	8.8589671548512
BA2622	4.83724303208421	8.65006116973985
BA2839	7.48490734822992	8.72438748273975
BA2052	5.78192253760815	9.10713869224013
BA3011	3.98080879790434	8.50277388292747
BA2868	6.52324588492183	9.00255657247606
BA2510	6.50804753914762	9.01658796485945
BA2065	8.25974759702626	9.20696376307392
BA2691	1.42234206716286	8.11104544817006
BA2374	7.01983909137586	8.21222936163239
BA2804	5.98220791058853	8.8879736022598
BA2670	5.55778136463102	7.93824432889201
BA2675	7.92045916247849	9.08494318011795
BA2589	5.29733962996603	8.38563253120242
BA2031	4.36276075031951	8.87824586229709
BA2198	6.53495824677914	9.39118419839355
BA2066	5.94221717949707	8.28097335559112
BA2344	5.28107931681894	9.57411368730524
BA2459	5.17241204196236	9.38404554334867
BA2229	7.33250978911574	8.53473617000875
BA2559	4.47062750328023	8.68391306436784
BA2093	8.6697155276332	9.23491479941431
BA2000	7.94314055717551	8.08701091285537
BA2425	5.65372634921578	8.47600328572046
BA2905	7.50539293842063	9.22687989289351
BA2304	-0.736047992509252	7.16215175411855
BA2976	6.62737493861003	8.65285322774346
BA2386	6.41227021268222	9.09970659968869
BA2035	5.79487700443781	9.33455230246716
BA2760	5.5985184260425	8.29820901257083
BA2201	5.93777047922961	8.89776108628452
BA2355	4.98897342757444	8.59260663428802
BA2113	8.53327685252825	8.50026123971081
BA2155	7.62437772428186	8.99906762077278
BA2955	4.5391313162393	8.07971165578759
BA2502	5.85381815948029	8.05457002396872
BA2322	7.97894297933459	8.93082572022568
BA2376	3.16972930293428	6.97993778438247
BA2020	5.28216189346069	9.15245565249128
BA2226	5.88838394030345	8.81487669872437
BA2200	6.80486837491	9.30065851731011
BA2121	5.77488348222962	8.92748837970555
BA2944	6.94758145894243	9.90525526471174
BA2033	5.59251221721887	7.17761745050204
BA2867	8.57394218930808	8.66126072825912
BA2089	3.23189129338738	7.65513327960109
BA2224	8.09067732991193	8.38331776349613
BA2046	7.94314055717551	9.3217592552912
BA2972	8.02685700006077	9.160132157513
BA2978	4.44482165400227	7.85205086731265
BA2829	7.62320575204897	8.79635277497105
BA2851	8.58992566833602	8.5529001392332
BA2587	8.15284092667829	8.72438748273975
BA2461	4.86570889780568	7.94314055717551
BA2695	4.77523727497609	7.68652733200955
BA2623	7.62925234894777	9.57411368730524
BA2024	6.07479305709891	7.58759859001841
BA2426	6.97110220501606	8.88148184246882
BA2271	-0.425828695317915	7.95452812467512
BA3004	6.43437499992686	8.57129520837751
BA2579	4.6788765540465	7.85633367820174
BA3010	4.41460197309359	9.00605305286098
BA2662	5.59027419096801	8.34232080533324
BA2674	9.2429894144776	9.15245565249128
BA2280	7.13433489569232	8.50160207030541
BA2512	2.98186111032531	6.81629782268832
BA2658	5.58159000678894	9.070312190258
BA2394	6.89644993218602	8.21222936163239
BA2950	4.65477615366599	9.49651930986164
BA2981	4.87586349576247	8.63894476137773
BA2934	2.17173440950598	7.22625304922136
BA2539	4.04879675825088	7.8925772722697
BA2249	7.01472936087095	8.63894476137773
BA2034	8.61607464234973	8.94268168369866
BA2109	4.81867438751018	7.61245153291675
BA2242	4.90326139384486	8.12041880838799
BA2277	8.35358316301659	8.68676863894814
BA2727	7.28438406463884	9.83304132704525
BA2132	6.09600230844392	8.672544374331
BA2618	6.99925381802676	8.61151153389318
BA2521	6.90558799283489	8.672544374331
BA2846	7.00565090016862	9.1755941413251
BA2885	1.13209845200278	8.02142525655183
BA2639	8.95438322249582	9.04860912314158
BA2775	3.52621202722456	8.84941498844258
BA2402	6.7630173908565	9.26335235036244
BA2097	7.10771088589405	9.44070228005406
BA2786	2.25371361358042	9.34313727945847
BA2399	6.48220324595878	9.44070228005406
BA2850	6.27245301532753	8.91090509269608
BA2174	6.06843510757967	8.34232080533324
BA2004	7.08821062221174	7.48933909555342
BA3001	7.12590219224429	9.69817061599593
BA2311	4.39292391038912	7.93028682049466
BA2483	3.32807645348226	8.48343527695382
BA3040	7.90803356905227	9.00605305286098
BA2837	7.52987979374564	9.37793858616158
BA2724	4.5990180150559	8.5607551950315
BA2911	6.75946045637828	9.35176787188011
BA2256	7.01129464656936	9.43613726309062
BA2821	8.00107447892983	9.69817061599593
BA2233	6.24592732813786	9.19906475607931
BA2744	6.45401948854285	9.34313727945847
BA2880	4.97805997780333	8.34906675857089
BA2621	3.5362979263788	8.28097335559112
BA3002	2.97228864719493	8.42744390017979
BA2501	5.07976129224881	8.48407580140491
BA2993	6.26748667871903	8.84624370479657
BA2301	3.86710818348133	8.06147774301482
BA2852	4.67708963797245	8.29820901257083
BA2133	4.28927616177022	7.83554388846121
BA2866	6.35306835134338	9.19906475607931
BA2212	6.32036876736161	9.33455230246716
BA2685	5.48468121276611	9.39562360946183
BA2273	7.37675245327076	8.83362186336888
BA2477	8.57659398663682	9.29229417829056
BA2659	7.88793681406652	8.45453034732936
BA2124	6.65845499115322	9.49819442110274
BA2363	6.91665453342353	8.84941498844258
BA2369	6.92764387831615	8.79328666582968
BA2534	6.74557828155057	9.0271917203024
BA2400	8.25764420926654	9.46836798648192
BA2762	7.60044547310861	8.96117775713075
BA2312	7.8894951557827	8.79635277497105
BA2813	6.33918453468976	9.54457000922792
BA2211	5.28073246291878	9.17734760232419
BA2171	6.40503611780804	9.17171491689544
BA2746	4.63527142594282	7.89401548128851
BA2798	7.01129464656936	9.67679810675791
BA2809	9.26335235036244	9.1872873383188
BA2288	6.31720357778214	8.55505298542423
BA2801	4.13824319852488	8.32449794408229
BA3030	7.15557221270197	8.66873090783595
BA2588	7.66735491479546	9.44070228005406
BA2296	7.55867055300222	9.28397254525379
BA2300	6.90492530830845	8.69249597847146
BA2903	2.6560583580885	6.47376016789819
BA2473	5.65139228908545	9.13518361120238
BA2545	5.62868512576849	8.25764420926654
BA2840	4.79032535890257	8.5971359914493
BA2528	6.79158437688518	9.14863087419242
BA2646	7.53867754134672	8.84941498844258
BA3407	4.94668602882429	8.40429460371975
BA2240	7.7729524118183	8.25554427681065
BA2926	7.01543819204674	9.48238177689826
BA2272	6.3423350524195	8.26607857536642
BA2306	5.04621645682115	8.87501645157825
BA2765	3.98649459567883	7.08068398565122
BA2904	7.79663560293131	8.52958832512444
BA2883	5.99890598903284	9.05581138653334
BA2726	-1.00974723907371	6.49846429425474
BA2234	2.12152501264232	7.19816924570359
BA2022	6.15311168314809	8.91751782379931
BA2228	5.62043017440298	8.48906113697349
BA2037	9.4045391740165	9.49651930986164
BA2184	8.44966638628301	9.2592593958878
BA3009	5.96264354381231	9.06304565250042
BA2842	2.25911507046517	7.37484847247432
BA2442	6.41897137635364	8.86536741111737
BA2882	3.53291440511488	7.69790613813162
BA2758	2.4978306958102	8.01121552663761
BA2705	6.8576823032308	8.4594113881339
BA2663	3.17350672344865	7.58640399756741
BA2570	7.24138386390375	9.070312190258
BA2764	5.17699814732324	7.86519796261888
BA2209	7.02415111976065	8.23267071257109
BA2989	7.32679901700122	8.87824586229709
BA2855	4.85724763111666	7.70582137825133
BA2261	7.74808252538179	7.49565796423242
BA2721	6.34190143280827	8.41608983118813
BA2930	2.84242237772409	7.75371580805874
BA2728	6.63655252284443	7.74132890165977
BA2715	6.53249965977741	7.71215406681609
BA2469	5.80492505261512	7.96260346447077
BA2269	3.10489818725874	7.15633759792086
BA2098	4.7941665840707	8.09251475928632
BA2778	3.17944274470636	6.98621603600523
BA2951	6.73467335194796	9.78674968596522
BA2163	5.72978046990601	7.09568366825665
BA2379	5.43621855884092	7.31397253852267
BA2817	3.81521123693014	7.86671215518685
BA3153	5.02619905861961	7.92699657991781
BA2820	6.19646958807837	8.20414503388581
BA2723	5.3277279235139	8.22445433533228
BA2704	7.27022547665066	9.23491479941431
BA2088	5.81570333041158	8.3972661940189
BA2116	6.54042498941119	6.78491577385659
BA2584	3.43900565903568	7.87430709609213
BA3079	6.59785150913547	8.24717893447311
BA2417	1.25696002199891	8.47910806756512
BA2361	5.51462217129908	8.09067732991193
BA2450	5.06562997256811	8.75995195431454
BA2492	3.30695131155452	7.35202275514424
BA2552	5.54506701473391	9.4270458724936
BA2472	4.23625755420962	8.04060780611373
BA2994	4.69471321352097	9.04501990946176
BA2047	5.53758769155616	8.54249270039127
BA2101	7.01271335596315	8.5117153749805
BA2082	8.0179995830141	8.97829037472744
BA2879	5.92036694036748	7.48057619109315
BA2577	8.44724078411408	9.4000752436972
BA2456	0.240701063558228	8.22445433533228
BA2175	5.41173058943586	6.84399982384708
BA2824	4.91302715387873	8.58457840504288
BA2507	7.49457772487061	9.15245565249128
BA2563	3.16152901437988	9.21888429779212
BA2244	8.04591780353771	8.44966638628301
BA2470	8.74800571415782	8.66407371953991
BA2984	5.55778136463102	8.74503353869987
BA2414	8.45696872743274	9.11835064360706
BA2697	3.02935460711532	7.00782899353321
BA2079	2.04428550060962	6.63915578339387
BA2999	8.99906762077278	8.59529250724368
BA2644	6.33046496181519	8.30909856685695
BA2011	4.6706843537504	8.00619097456886
BA2217	8.64449262965366	9.35176787188011
BA2454	7.15951987646114	9.13720994130471
BA2776	5.87139334737162	9.1872873383188
BA2218	3.9200316734717	9.47302564786274
BA2135	7.52987979374564	9.53000194332933
BA2914	4.80249649532499	7.96905854853838
BA2500	5.25002967084118	7.68775219309565
BA2830	7.40017541649469	9.79819104218496
BA2406	5.17988483740919	8.13176351189552
BA3108	9.03429954865997	9.44528028465592
BA2924	6.97518866229435	8.76595984417136
BA2303	3.81737153202812	7.93352218493006
BA2160	7.32489473499785	8.82110029202306
BA2038	5.26497574003642	8.40194775982719
BA2602	5.31033947454173	8.32893113987774
BA2964	5.53350703365187	7.878761730409
BA2898	5.73858169391831	7.94635895319707
BA3003	5.15703871631077	7.88191833711993
BA2111	6.09048118374774	8.01457218763256
BA2827	5.60231976530737	8.18020169656618
BA2912	4.7189671068174	8.18217944661747
BA2437	5.57895756058083	8.21832699326225
BA2283	5.17806224044823	7.92868137841977
BA2057	5.10629601616429	7.89563066633541
BA2633	5.33399944565982	8.3603866090308
BA3034	5.34471469248409	7.97720455656684
BA2607	5.58195119803049	8.18813169577028
BA2761	5.04377519736749	8.40194775982719
BA2795	4.93540010442141	8.00271116464237
BA2182	5.4501485597404	8.19411260375688
BA2152	5.45636731851438	7.89401548128851
BA2381	8.43517613550052	9.55927298456459
BA2931	5.82897025310715	8.34456564828853
BA2040	4.10430197787171	7.72277870826456
BA2590	7.03196402344294	9.34744684153524
BA3195	7.83268389248944	9.4045391740165
BA2516	6.90032088066256	9.40177461105289
BA2353	8.40664550150058	9.62461563502098
BA3036	7.26503778677364	9.44070228005406
BA2971	8.84806156927188	8.05801802157941
BA3410	6.36512999451549	7.99739906746641
BA3118	6.67724465459247	8.8525926437112
BA3206	9.08862153045619	9.09600320401444
BA3202	4.94702787792631	8.84307877151568
BA3217	4.81514527019492	9.33455230246716
BA3405	5.70948396756837	7.61245153291675
BA3306	4.17828103107484	9.27982760161886
BA3371	6.16270217963845	8.91420804405317
BA3413	8.43037965011906	9.33027676031699
BA3411	7.23805703314362	8.88148184246882
BA3133	8.44966638628301	7.55977224878375
BA3164	5.95559861955689	8.77804587995587
BA3451	4.06401487195903	7.44242521067177
BA3286	7.00490622738367	8.50412364911741
BA3212	1.8338629705864	7.50105244518025
BA3103	7.43138197639579	8.7420670822246
BA3271	7.53974354156668	8.92748837970555
BA3152	5.91992653150053	7.13359161213086
BA3095	7.10160504306164	8.61695773628636
BA3192	8.52190108216259	9.4000752436972
BA3251	6.08621852980205	8.7420670822246
BA3362	5.42125052108752	7.81686981561798
BA3400	5.89003355654074	8.15477520582082
BA3135	6.26881149847343	9.25517667754352
BA3408	2.57836343869641	8.42321613548815
BA3187	6.4417602152858	8.65006116973985
BA3098	8.32449794408229	8.77804587995587
BA3435	9.3735473533766	9.4000752436972
BA3261	8.07426638068647	9.06667487040862
BA3203	6.97250726431014	7.19738153999511
BA3174	5.73207630464099	7.89563066633541
BA3317	8.78412431760784	9.90525526471174
BA3299	4.04672215210504	8.268195867683
BA3221	-0.38969003685215	7.54085820588458
BA3347	1.22944543113974	7.9003747386446
BA3235	1.81606762523089	6.9965338713589
BA3126	3.2401351714745	7.65148276489013
BA3380	6.34190143280827	9.05220627117217
BA3089	8.79022656584331	9.4917929010063
BA3109	5.96945929693027	7.91267481802265
BA3114	5.7641069155357	8.27456876079558
BA3418	6.62357481456438	9.1755941413251
BA3245	6.97993778438247	6.72876764999848
BA3085	7.56321071069528	9.2109276242084
BA3128	7.00991256129177	9.4045391740165
BA3423	5.53058601108242	9.59916222255831
BA3173	7.1445927897216	9.26335235036244
BA3171	9.14481502348153	7.55754763062472
BA3277	6.44947039282618	8.79022656584331
BA3210	5.28864753312789	8.24301678047805
BA3157	8.42559982560594	10.1099887487995
BA3433	5.70146183160515	8.7214605815193
BA3322	4.93470537442066	8.25554427681065
BA3374	5.53239656043462	8.92415796681604
BA3450	6.72640507458581	8.63894476137773
BA3167	8.40194775982719	9.04501990946176
BA3269	7.55189787670547	7.80392510487274
BA3110	3.17892025585561	9.20870997646767
BA3156	6.61592394796106	9.73079295605488
BA3226	7.7045927999637	9.55927298456459
BA3421	5.05080635120384	8.25344779136567
BA3232	7.12266775163133	9.03786515454843
BA3289	5.08151823941693	7.61833712147791
BA3430	2.4702039958371	7.74666982029682
BA3145	7.58759859001841	8.61695773628636
BA3399	5.58084969783205	7.84567146798846
BA3449	5.95439094102815	9.45447558148811
BA3384	7.56567805381962	8.824221356442
BA3427	7.66369633945432	7.21134659078952
BA3163	1.17134115218982	7.08148396341999
BA3158	7.45963779857083	9.2592593958878
BA3436	8.47663077360064	9.67679810675791
BA3154	-0.227067223199409	7.76749698582267
BA3162	8.49657233882556	8.60337970015667
BA3352	6.99719018449603	9.67313133431446
BA3084	6.95213438220586	8.78717245605116
BA3149	5.90555861314736	7.8210975174081
BA3169	2.62283712368534	8.24301678047805
BA3180	7.79093203959201	9.11460476788528
BA3255	6.40926123688896	8.64449262965366
BA3438	3.9216388561837	9.3735473533766
BA3345	2.02417937472789	7.67751428719864
BA3403	4.68063578286025	8.41372261793503
BA3431	5.74901581721608	7.86519796261888
BA3181	4.39774491020096	8.39960495989321
BA3341	5.75832214709053	7.99413751864958
BA3191	6.79520689964912	8.36494157515656
BA3197	5.66936167999459	8.97829037472744
BA3448	8.51679913189176	9.08494318011795
BA3453	7.12738803665014	8.80867768640892
BA3406	6.73404028171299	8.79635277497105
BA3308	7.55977224878375	9.38675693832204
BA3186	8.10894763837049	8.48399844841995
BA3334	5.02586431491849	8.7214605815193
BA3447	5.94021025458643	9.60422004710875
BA3116	5.85542200416075	8.70401585675217
BA3280	6.01005588113279	9.25110414260315
BA3185	5.6098838682387	8.5373170330564
BA3094	5.75137733831877	8.59798330037588
BA3318	7.574849932275	8.47663077360064
BA3216	6.67285627660237	8.8879736022598
BA3332	6.47025472959033	9.36916799017741
BA3214	5.9785222997962	9.51245452204643
BA3099	7.20386734649371	8.8717935877338
BA3141	7.23894729675129	9.43158515365849
BA3373	7.56206988956539	8.78108213178214
BA3319	6.19521896796153	7.51413414557592
BA3328	4.62535414272787	8.07971165578759
BA3339	-0.08887661487244	8.07425460403884
BA3240	7.69023500088856	8.97485330936457
BA3142	5.56967790109069	8.62516478231551
BA3333	6.99516443206292	8.98864564355709
BA3381	6.39210318114874	8.18217944661747
BA3290	5.14045385048919	8.25344779136567
BA3207	3.08252840570975	7.11965805588277
BA3296	4.19910119394124	7.05061628699762
BA3305	3.81612780124423	8.59260663428802
BA3434	7.19312453230448	9.18338030789918
BA3189	7.06371663624663	8.87824586229709
BA3264	7.54625616208849	8.69536777456055
BA3329	8.05115312612603	9.45616130594571
BA3417	-1.04532144447794	8.57925061313916
BA3367	0.962688765366786	7.38257507273258
BA3225	2.72493519321927	6.41555515164963
BA3183	7.48057619109315	8.88148184246882
BA3222	4.25414001013237	8.70401585675217
BA3139	6.63599137571399	7.46894970580743
BA3397	7.35390839708449	6.732801148639
BA3311	5.94099029232779	7.04704814373678
BA3422	5.54020534264446	9.02011485988608
BA3228	7.17116786854616	8.92415796681604
BA3213	7.8503248353151	8.62516478231551
BA3270	5.48358277984793	8.31787605128572
BA3415	9.88079564639631	7.56784611916855
BA3324	7.81101053195418	8.5607551950315
BA3194	6.63330728837913	8.68106286594684
BA3335	6.17773554711095	8.19211577067672
BA3199	7.59808663804993	9.4000752436972
BA3326	-0.0006124782671186	8.22036612888066
BA3285	7.78681257977187	7.61362919863888
BA3297	6.74447949059254	8.05288390011611
BA3227	7.40017541649469	8.79022656584331
BA3394	5.43546904513176	9.39118419839355
BA3412	4.96266025809675	7.81249915728454
BA3293	3.4550470720229	8.85123237146193
BA3250	7.12738803665014	7.96260346447077
BA3177	7.40108920011618	8.77199110438686
BA3315	5.33868120504246	8.34906675857089
BA3182	7.4382687261571	7.94936162159169
BA3260	4.43026354617328	7.42825345365406
BA3369	8.1073163967498	8.66407371953991
BA3078	8.74983670146495	8.96297616127633
BA3386	6.99516443206292	8.89776108628452
BA3445	2.9652424467697	8.25135474465914
BA3452	7.80094268898657	8.77199110438686
BA3176	8.42321613548815	9.21490111990201
BA3258	1.45644363841645	7.18983138735934
