	ABL1	NRAS
BA3137	0.0138572458543619	7.338924223142968
BA3138	0.0158543619322278	10.414795225560956
BA3139	0.0150522710886806	17.258314565425334
BA3141	0.0224477289113193	6.545148308037501
BA3142	0.0263806777217015	11.62836586476511
BA3145	0.0116618601297764	5.3382608758586105
BA3146	0.0169232155731795	7.364030420353738
BA3149	0.0144826964671953	10.327674636989473
BA3152	0.0138248017303532	6.224415883773808
BA3153	0.0316888968997837	27.44360959321196
BA3154	0.0201856524873828	14.516429189029612
BA3156	0.0050630857966834	10.324925459632771
BA3157	0.0243006488824801	8.482417256205652
BA3158	0.015192862292718	4.458653927751793
BA3162	0.0246665465032444	8.958259499581736
BA3163	0.0108471521268925	4.982016306725124
BA3164	0.0192736121124729	11.631327134477358
BA3167	0.0217844268204758	9.90411729888174
BA3169	0.0142862292718096	6.73132212346086
BA3171	0.0217898341744772	8.940911387748972
BA3173	0.0176514059120403	14.321521741192884
BA3174	0.0074242970439798	10.188401659367791
BA3175	0.0070782263878875	6.518598135837827
BA3176	0.0175648882480173	4.601219286047787
BA3177	0.0181578947368421	14.26827501228109
BA3178	0.018866258111031	4.48521284555252
BA3180	0.0314023071377072	12.428771527211202
BA3181	0.0079632299927901	4.941219915419416
BA3182	0.0166888968997837	11.15542930080475
BA3183	0.0248089401586157	11.593246203406302
BA3185	0.0126496034607065	14.738810883852926
BA3186	0.0253749098774333	10.255717397881012
BA3187	0.0107930785868781	9.335126507956929
BA3189	0.0150558759913482	9.162069345150764
BA3190	0.0103731074260994	13.05872274721381
BA3191	0.0097116077865897	5.316468358062226
BA3192	0.016888968997837	11.112137954174871
BA3194	0.0324909877433309	10.828521153955394
BA3195	0.0149477289113193	7.542179259494702
BA3197	0.0242429704397981	5.623701754961225
BA3199	0.025270367700072	10.069656448171594
BA3200	0.0230785868781542	8.879603470271409
BA3202	0.0192880317231434	14.616834097303377
BA3203	0.0158597692862292	12.51860281852705
BA3206	0.0162743330930064	4.97126836433337
BA3207	0.0133020908435472	10.9680351260136
BA3208	0.0090915645277577	4.628375961107932
BA3210	0.0217123287671232	12.257578542112416
BA3211	0.0179812545061283	6.274739911097059
BA3212	0.0332281903388608	10.729632605196675
BA3213	0.0166149963950973	14.944900360047685
BA3214	0.009592645998558	11.04152754633376
BA3216	0.0157137707281903	11.813560094606704
BA3217	0.0261878154289834	9.015965338213864
BA3219	0.0107354001441961	9.526912226718125
BA3221	0.0088698630136986	4.248520446905524
BA3222	0.0215771449170872	7.191689908511459
BA3225	0.0116240086517664	6.682365228577448
BA3226	0.0166204037490987	4.989312700628266
BA3227	0.0285291997116077	8.325740021180044
BA3228	0.0207173756308579	14.657568203073335
BA3229	0.0180821917808219	8.197566445110315
BA3230	0.0169899062725306	5.047592370752376
BA3232	0.0152343186733958	5.948552311154804
BA3234	0.0154217736121124	13.351688981233076
BA3235	0.0098558038932948	7.427941513129593
BA3237	0.013042537851478	5.105010099012096
BA3240	0.0435886806056236	8.485001864518697
BA3242	0.0128731074260994	4.618737403851087
BA3243	0.0143330930064888	7.010250119153248
BA3245	0.0212076423936553	16.437041039645777
BA3249	0.0218637346791636	9.07673034107761
BA3250	0.0191041816870944	11.807917234605576
BA3251	0.0130353280461427	7.936865951274602
BA3255	0.0108309300648882	5.468665962316574
BA3258	0.0105461427541456	9.275928810096453
BA3260	0.0103064167267483	9.927508771041062
BA3261	0.0220511896178803	5.343457445028463
BA3264	0.029127613554434	13.8129075471798
BA3266	0.0226856524873828	11.093631692375814
BA3268	0.0360526315789473	13.186637775176834
BA3269	0.0187328767123287	12.537869696162897
BA3270	0.0144881038211968	8.869759207665266
BA3271	0.02060021629416	10.01502505613083
BA3273	0.0321178803172314	12.725542133976614
BA3275	0.028923936553713	12.390635223713476
BA3277	0.0209318673395818	16.53161080309516
BA3280	0.020474044700793	12.712328694156614
BA3283	0.0126387887527036	13.81285525117002
BA3285	0.0137274693583273	16.388361286987642
BA3286	0.0178496755587599	5.122752447267472
BA3289	0.00443763518385	4.419617446414227
BA3290	0.012072819033886	8.727921239514222
BA3293	0.0246773612112472	9.256485545630415
BA3295	0.0183255227108868	10.66089942280696
BA3296	0.0086697909156452	7.266924124622033
BA3297	0.029592645998558	11.788319896282156
BA3299	0.0119646719538572	15.041393615511756
BA3300	0.0211211247296323	8.533297658949502
BA3302	0.0303640951694304	10.546308977569293
BA3305	0.0147007930785868	8.781551971143024
BA3306	0.0206741167988464	12.15511051235857
BA3308	0.0207624369142033	6.776324196204662
BA3310	0.0220061283345349	8.074304802194419
BA3311	0.0114113193943763	9.344402198714551
BA3312	0.0251261715933669	8.869927015479707
BA3315	0.0143006488824801	12.797313161484237
BA3317	0.0217303532804614	6.429395704391972
BA3318	0.0297746935832732	17.76097624802227
BA3319	0.0158723864455659	9.875724789545169
BA3322	0.0114095169430425	4.836542541877277
BA3324	0.0199585436193222	11.561008858355976
BA3325	0.008613914924297	9.133599465247178
BA3326	0.0136049026676279	11.84214445456833
BA3328	0.0238320115356885	10.520351351015211
BA3329	0.0240699351117519	13.90878097228534
BA3332	0.0214257390050468	20.36363506468001
BA3333	0.0258345349675558	14.353634882887071
BA3334	0.0063284066330209	3.788345304319909
BA3335	0.0219340302811824	13.484023219280386
