	NPM1	SUZ12
BA2595	727.4920774690906	1.0555265544589318
BA2597	290.60834830816805	1.2907801614554757
BA2600	1025.2452093908971	1.7661947130810205
BA2603	996.626896776356	2.8155946704489563
BA2618	1058.6337250847405	4.258299667832707
BA2619	338.3126510809452	1.4642003621084885
BA2620	1012.9845355638809	2.276156501689904
BA2621	567.4479645307254	2.6859403728874813
BA2622	923.4883389502478	2.2338655884485967
BA2623	1683.427266295269	3.939977916509368
BA2629	580.2238365580586	1.6752539559235884
BA2631	1103.702527606135	2.1276926202692947
BA2634	299.626886802143	1.6167039635701854
BA2636	794.771285538202	1.9989008373875807
BA2639	843.6370720413889	3.3107430878982425
BA2644	468.4459418954788	2.1882424011674804
BA2645	503.7044701503431	1.2158411958490996
BA2646	959.2048435967716	3.884091486222778
BA2649	1079.3861986706456	3.0636462073250943
BA2651	610.7334201495321	0.964506749711484
BA2653	479.0693402693308	1.691746912064786
BA2655	3003.6905966687755	7.552291549090876
BA2656	514.2763095411862	1.332997209740734
BA2657	669.203610686734	2.24684563200814
BA2658	820.7877083772577	2.059598620355018
BA2659	663.9202028035917	2.890816069031202
BA2660	632.6777537477633	1.062396437004348
BA2662	563.0684322375214	2.190946125583757
BA2663	383.4983388421264	2.1538776049830064
BA2667	698.1010292441762	2.1043695310812467
BA2670	555.3930685787963	1.7737751757706413
BA2674	786.7028774874713	2.314884090530913
BA2675	887.205862809971	2.465711586750538
BA2676	594.0487446493348	2.2918113776937385
BA2677	721.5664782648653	1.8137027200786924
BA2681	851.2115127826703	1.8240194298043533
BA2682	1025.0039654389466	2.167384699929073
BA2685	1395.1228150743066	2.783558196151693
BA2688	542.31391518405	0.8773687869085953
BA2691	699.0809335701197	2.47093049044301
BA2694	604.2582632975992	0.9017508335909932
BA2695	228.02306189418147	0.4854202981803165
BA2697	162.71351757245495	1.293264041883727
BA2701	403.2378313195695	1.0636164738566118
BA2704	770.3680937846327	2.932963127009856
BA2705	821.8583313871455	1.7816725179202555
BA2707	1182.3407322531991	2.3636607690353704
BA2709	641.9214397735934	1.5641886220568877
BA2712	274.531070857458	2.4647812273906164
BA2714	1088.2035228974412	2.819876501593101
BA2715	186.4053981792331	1.4313003984997237
BA2718	750.0273149040149	2.8327058281575868
BA2720	333.3011297891089	1.9187982182559091
BA2721	902.9906278348118	3.3152166812826063
BA2722	345.73765495169664	4.113914869787035
BA2723	562.7173060921087	1.7646408675179523
BA2724	491.17039401655336	1.1100152630416389
BA2726	143.18557004384326	1.215876736924184
BA2727	1172.2530557853138	1.143114227289864
BA2728	464.20429209577406	2.8353415068049355
BA2731	364.9530811398174	0.947367719964498
BA2733	513.9352604053477	0.7171956818700758
BA2735	799.3425756175093	2.9350080344728284
BA2737	263.86370775826185	1.2668460298778208
BA2742	574.2548448726058	3.1223840270769694
BA2744	386.50566353654784	0.5433691175015175
BA2746	423.074653154176	2.253463472177915
BA2747	771.2897838190694	0.9966983521150632
BA2748	1668.7576324488991	3.7927982197488688
BA2751	716.8933163852803	2.3411414671467004
BA2756	1069.0665183779606	1.7964857694361067
BA2758	371.7774084615926	1.4242182719470404
BA2760	688.0308768873967	2.4315209586360123
BA2762	747.3631063321386	1.5536895710012866
BA2764	506.734693475405	2.286265574126725
BA2765	345.8721956783816	2.590314033613814
BA2769	937.0731507376591	2.3478089285825745
BA2772	918.2200368910728	1.0268609913128877
BA2775	894.5923074490343	3.039551271515804
BA2776	787.9974145434297	2.9980635674191385
BA2778	251.36472120858272	1.684592941494171
BA2782	410.5745676029993	2.05535221293326
BA2786	1015.5002481065212	3.758660441323659
BA2787	108.04856925455596	1.2212710568734968
BA2789	1616.955979143353	2.518476318929666
BA2791	811.1306944917475	1.6218361111932325
BA2792	604.0455384453203	1.642577061323491
BA2798	1645.4384054504071	2.725656166769618
BA2801	551.8569786243695	2.0814840612191783
BA2802	233.2144021635122	2.556946214603385
BA2804	664.8175138530737	2.508968242382166
BA2806	839.1263056488103	1.7056229782411962
BA2808	469.0915221892452	1.2865005369029026
BA2809	929.151270211972	3.888553568950869
BA2811	662.5363020267387	2.2183777879221527
BA2812	748.1997015520849	2.468672733171382
