	NPM1	MYD88
BA3295	8.05972702484149	8.48656626341456
BA3283	8.2960419873451	7.91729349109161
BA3390	7.6160759273921	8.87501645157825
BA3275	8.48906113697349	7.29872623007905
BA3136	7.65276972214058	7.81385914418798
BA3190	9.28397254525379	6.40454724548096
BA3234	6.61979235879454	9.15628939970288
BA3087	7.02052497875875	7.02274319881886
BA3454	8.53473617000875	7.60395254604328
BA3302	9.56915130536806	7.15713373737018
BA3117	9.28155652487085	7.29515347515493
BA3083	7.86962495676443	7.89108706846145
BA3266	8.43277580504712	7.40200052886874
BA3175	7.8503248353151	9.27569316532541
BA3268	8.75396729152058	6.25221507266163
BA3229	8.84624370479657	8.45453034732936
BA3353	8.75396729152058	7.40609048790591
BA3312	8.50918028997297	7.33250978911574
BA3119	9.01658796485945	7.56784611916855
BA3138	8.45696872743274	7.878761730409
BA3219	6.95344802847081	9.44528028465592
BA3388	8.59260663428802	8.15284092667829
BA3357	8.78290910408921	7.67493502317828
BA3351	8.15090969693391	7.08899874190146
BA3208	8.95099667095566	6.98821538280907
BA3310	9.070312190258	7.40108920011618
BA3200	8.31128742473223	8.05457002396872
BA3325	8.57129520837751	7.25696535562506
BA3146	8.49406416345013	7.92526519111295
BA3211	8.8589671548512	7.15327818681819
BA3237	8.70112769787832	7.84883391972247
BA3130	6.67668520784891	9.3260124319477
BA3376	8.59529250724368	7.5725144548201
BA3137	8.43517613550052	8.37180321609369
BA3300	8.91122222327466	7.17275321082541
BA3375	8.53473617000875	7.88342196520891
BA3249	8.81669913828123	6.84221092467626
BA3385	8.46185834013681	7.80543655113692
BA3242	8.93752128537319	7.60641689970034
BA3446	8.44966638628301	8.2618544484033
BA3416	8.97829037472744	7.33978574457582
BA3123	9.38574669180088	7.14687001357008
