	SF3B1	TP53
BA3367	3.3419890103874423	1.8547931723671427
BA3369	6.889214099002313	11.977269448540548
BA3371	1.6825871968808783	1.575778728882254
BA3373	20.23629457544695	16.32544589028262
BA3374	1.4028629180029226	4.875487867921422
BA3375	5.380317903473276	4.179687728436753
BA3376	4.92999922447732	9.478785062539664
BA3379	7.306065575764765	10.754390475523389
BA3380	4.035790713800198	3.250882412402792
BA3381	10.188157920747663	12.256402214427588
BA3384	2.3368678919925	10.406444775902456
BA3385	6.676575573164484	6.497014294028218
BA3386	6.266920429852454	12.258859751889808
BA3388	0.8071718968828551	2.0373395330261705
BA3390	3.194429177292088	2.7604390962272407
BA3394	11.355345145608185	6.443195392242973
BA3395	1.8988592137416536	4.2761944339420985
BA3397	4.166165717031542	5.668096908764594
BA3399	0.4509431040067151	0.9948656740547308
BA3400	2.0476180809311137	3.228250134696544
BA3403	4.745064163096981	11.409542625883178
BA3405	2.728556805515639	9.666107570691675
BA3406	4.186115247232068	6.294531723364698
BA3407	1.3746311173152923	2.249300581821931
BA3408	2.693258366140984	2.022710252464818
BA3410	4.029314095808984	2.027435693949719
BA3411	6.916556580461999	11.09440814198713
BA3412	5.771902623243478	9.682942990085344
BA3413	4.533433885170942	15.174055598229884
BA3415	6.253029412077777	1.5075778560340645
BA3416	6.819673771062664	9.37795349374526
BA3417	3.8156430299519024	8.003175796747339
BA3418	0.9401166781474436	2.663966809245466
BA3421	1.1040734328739503	1.5486355505826397
BA3422	5.258116536728601	3.2350972315890703
BA3423	2.5043194788487595	2.956341602296696
BA3427	4.516365794279683	5.039461368933654
BA3430	0.4682961462605361	1.470529567249394
BA3431	0.4734616975431138	0.6644513682173385
BA3433	3.683575326821984	1.2684362494077317
BA3434	7.568311375397076	6.952150884828426
BA3435	4.923777882701434	6.96312226778798
BA3436	4.001661899483137	10.73128274253199
BA3438	8.543050533666047	6.692067349966411
BA3445	1.9600419770658173	2.8596162690741727
BA3446	4.630120548157677	6.762725766577692
BA3447	0.913590061752894	2.1685373915589192
BA3448	6.293018319062196	9.295582216231727
BA3449	3.1305215618114386	7.364819549745412
BA3450	0.5583604310081339	1.0306684467942244
BA3451	2.763490924103701	8.911989992451932
BA3452	1.593654346500492	1.828817571309321
BA3453	2.189872373297081	1.637528591477676
BA3454	6.356965189676121	18.16516241952004
