	NRAS	BCOR
BA3341	8.67627291781594	0.0313018436201518
BA3345	6.296771329649549	0.0150528645546831
BA3347	11.85538377732058	0.0360453185643602
BA3351	16.637228340222002	0.0520292735900538
BA3352	4.692528710189486	0.0210876258727578
BA3353	7.779444083765125	0.0380230263085994
BA3357	12.575867965626449	0.0417131445366432
BA3362	7.082788365589277	0.0727430880637544
BA3367	14.60793183927729	0.0143257333060355
BA3369	13.404414989690776	0.0359909931898839
BA3371	8.959550514870674	0.0176013302567472
BA3373	13.277867245531422	0.0579552475488463
BA3374	2.7100052944524693	0.0286854370474099
BA3375	6.189797044237009	0.0265854630580167
BA3376	6.555132521281164	0.0548563788280946
BA3379	8.230129068984011	0.0579145376705716
BA3380	11.833818851810252	0.0210264244450159
BA3381	10.453178169079605	0.0400685383131866
BA3384	6.472072041324632	0.0502011996937014
BA3385	5.821495536373235	0.0389675956654817
BA3386	8.354719922018896	0.0537554361803897
BA3388	5.738108007369189	0.0131568497876529
BA3390	9.523890366002677	0.0138500106009615
BA3394	8.115488982478709	0.0633444339851528
BA3395	4.880342626517226	0.033999806559773
BA3397	10.053832732131792	0.0626921196604486
BA3399	3.928691386373547	0.0272039435577118
BA3400	20.57405701514241	0.0999605105073379
BA3403	8.646476315345657	0.0834806144477627
BA3405	5.47809386344928	0.0296708528928967
BA3406	6.043252528284121	0.0793963298815242
BA3407	15.4835474476744	0.0499225601577248
BA3408	4.912950895430019	0.0330823315849639
BA3410	8.840417219687092	0.0157256704288544
BA3411	6.705633535854831	0.0370239949669111
BA3412	12.142190977600986	0.1635428741501926
BA3413	6.008969504223689	0.0281078030363194
BA3415	12.115116393939685	0.0581659462141452
BA3416	7.867724644372972	0.050004116524604
BA3417	8.509996078078553	0.0220730417182446
BA3418	12.343830242329132	0.0551348817537414
BA3421	3.168433023436222	0.0213526499125329
BA3422	18.173598552618824	0.0324774665814703
BA3423	13.745762736552717	0.0436907156705527
BA3427	8.073314731993818	0.0388656843594651
BA3430	5.917204912877103	0.0158887831626129
BA3431	7.363139704033914	0.0402927158643572
BA3433	12.089748631817251	0.0432081169122131
BA3434	7.222638519015791	0.0260554149784665
BA3435	6.94535406077345	0.0350191928405986
BA3436	4.615333195782467	0.0415840022382236
BA3438	6.824296625978215	0.072722733124617
BA3445	12.074907605420004	0.1426251004541291
BA3446	9.72879525399942	0.0352096731770899
BA3447	1.558376402101474	0.0088346355637125
BA3448	4.596813366256176	0.0380637361868741
BA3449	8.485986858644898	0.034563825074662
BA3450	14.954090632256172	0.0785059492887884
BA3451	7.710340309671539	0.0344075883941692
BA3452	7.508107568643977	0.0436567452352138
BA3453	11.655016680272896	0.0427120392680017
BA3454	12.993324189060337	0.0551553733032086
