	NPM1	GATA2
BA3295	8.05972702484149	6.94358580230343
BA3283	8.2960419873451	6.57356389506373
BA3390	7.6160759273921	3.87479759609797
BA3275	8.48906113697349	8.57394218930808
BA3136	7.65276972214058	8.1981158996604
BA3190	9.28397254525379	6.80603450730616
BA3234	6.61979235879454	3.4375681966549
BA3087	7.02052497875875	5.20013137153335
BA3454	8.53473617000875	7.54733361982974
BA3302	9.56915130536806	7.65276972214058
BA3117	9.28155652487085	7.19064975766148
BA3083	7.86962495676443	6.71212603625657
BA3266	8.43277580504712	7.75640802704286
BA3175	7.8503248353151	5.07164095305392
BA3268	8.75396729152058	9.30485684547982
BA3229	8.84624370479657	7.94145634611773
BA3353	8.75396729152058	7.18078818168097
BA3312	8.50918028997297	7.91426996698012
BA3119	9.01658796485945	9.45909303825332
BA3138	8.45696872743274	6.87971926016812
BA3219	6.95344802847081	2.03395241692527
BA3388	8.59260663428802	7.44443985803447
BA3357	8.78290910408921	9.53650854885809
BA3351	8.15090969693391	5.83800900717186
BA3208	8.95099667095566	7.35298985161002
BA3310	9.070312190258	7.19145743010941
BA3200	8.31128742473223	10.3158055322447
BA3325	8.57129520837751	7.57365573963701
BA3146	8.49406416345013	8.2874098816496
BA3211	8.8589671548512	9.66095938066438
BA3237	8.70112769787832	9.1755941413251
BA3130	6.67668520784891	0.0096330444008767
BA3376	8.59529250724368	7.75640802704286
BA3137	8.43517613550052	7.66369633945432
BA3300	8.91122222327466	7.64778904816974
BA3375	8.53473617000875	8.10917947996904
BA3249	8.81669913828123	8.97664914654451
BA3385	8.46185834013681	7.92868137841977
BA3242	8.93752128537319	7.21053357648558
BA3446	8.44966638628301	6.31068973576453
BA3416	8.97829037472744	8.95099667095566
BA3123	9.38574669180088	8.04414638908848
