	JAK2	NPM1
BA3295	7.05570452227078	8.05972702484149
BA3283	7.15557221270197	8.2960419873451
BA3390	7.34370807957505	7.6160759273921
BA3275	6.03812571980279	8.48906113697349
BA3136	6.28997086497795	7.65276972214058
BA3190	5.92432462638165	9.28397254525379
BA3234	7.71088637463883	6.61979235879454
BA3087	6.115497606055	7.02052497875875
BA3454	5.62980424436949	8.53473617000875
BA3302	6.07138778077856	9.56915130536806
BA3117	5.51276153131016	9.28155652487085
BA3083	6.56840033593867	7.86962495676443
BA3266	6.47228949068298	8.43277580504712
BA3175	7.3212161814573	7.8503248353151
BA3268	5.92753747485825	8.75396729152058
BA3229	6.95615389337193	8.84624370479657
BA3353	5.76066648810106	8.75396729152058
BA3312	5.93857356885623	8.50918028997297
BA3119	5.88444565778855	9.01658796485945
BA3138	6.59468087653905	8.45696872743274
BA3219	7.75510135803604	6.95344802847081
BA3388	6.57509033573893	8.59260663428802
BA3357	6.11421817923463	8.78290910408921
BA3351	5.67279352334088	8.15090969693391
BA3208	6.33826437905032	8.95099667095566
BA3310	5.9527582231115	9.070312190258
BA3200	6.41850564142252	8.31128742473223
BA3325	6.19299832162761	8.57129520837751
BA3146	6.47523792980687	8.49406416345013
BA3211	6.68242645093915	8.8589671548512
BA3237	6.68181953854303	8.70112769787832
BA3130	6.24546760741925	6.67668520784891
BA3376	5.69181620547997	8.59529250724368
BA3137	7.06520657071416	8.43517613550052
BA3300	5.53314032561817	8.91122222327466
BA3375	5.57190904546529	8.53473617000875
BA3249	5.94221717949707	8.81669913828123
BA3385	6.40877834877257	8.46185834013681
BA3242	6.78433325744635	8.93752128537319
BA3446	6.92898560318184	8.44966638628301
BA3416	5.84590125948166	8.97829037472744
BA3123	6.73801134139373	9.38574669180088
