	SF3B1	SRSF2
BA3283	8.83362186336888	9.47302564786274
BA3390	8.53215993801742	8.49908497066643
BA3275	8.5607551950315	9.73629770852437
BA3136	9.00255657247606	9.05220627117217
BA3190	8.50412364911741	8.51425498508966
BA3234	8.3972661940189	7.94635895319707
BA3087	8.52630444852913	9.37964346609645
BA3454	8.50664971851981	9.160132157513
BA3302	8.824221356442	9.39118419839355
BA3117	8.79205235357759	9.44696832329653
BA3083	8.43998936441936	8.9076089453561
BA3266	8.8879736022598	9.21888429779212
BA3175	8.70112769787832	8.35811493599106
BA3268	8.75995195431454	9.28397254525379
BA3229	8.46185834013681	8.70401585675217
BA3353	8.8717935877338	9.78674968596522
BA3312	8.35358316301659	9.20300948929151
BA3119	9.02011485988608	9.3561004357089
BA3138	8.52958832512444	9.04501990946176
BA3219	8.52445890903765	8.44724078411408
BA3388	8.67537853618004	8.88148184246882
BA3357	8.99390471507907	9.36650856672567
BA3351	8.49406416345013	9.54457000922792
BA3208	9.070312190258	9.65571538111022
BA3310	9.07761127342397	9.1755941413251
BA3200	9.00955709168753	9.1872873383188
BA3325	9.15628939970288	9.16398396797258
BA3146	8.84624370479657	9.15628939970288
BA3211	9.02011485988608	9.11086746340759
BA3237	8.57925061313916	9.13342062895717
BA3130	7.83554388846121	7.51630069461518
BA3376	8.80250309714617	9.3217592552912
BA3137	8.68106286594684	9.06304565250042
BA3300	8.78777487162101	9.24242183959432
BA3375	8.69536777456055	9.39118419839355
BA3249	9.05039033146768	8.88978486658959
BA3385	8.80867768640892	8.95438322249582
BA3242	8.62242404966029	9.12586826213153
BA3446	8.99558616821901	9.08127310626888
BA3416	8.82734862624236	9.22687989289351
BA3123	8.50529098735433	8.68758550697862
