	STAG2	CBL
BA3345	0.0284599121808424	14.182750124922588
BA3347	0.0297609367376809	10.11652281098674
BA3351	0.0723694909741421	14.482525472014578
BA3352	0.0318751016425435	7.590738795591744
BA3353	0.0585461050577329	11.77497091212774
BA3357	0.0736705155309806	10.085830224868022
BA3362	0.0478126524638152	26.370053847898863
BA3367	0.0439095787932997	19.219988732030867
BA3369	0.0731826313221662	24.082877386770264
BA3371	0.0513904699951211	9.708967021857225
BA3373	0.0941616523011871	18.14116975871405
BA3374	0.0305740770857049	16.39135849830603
BA3375	0.0354529191738494	11.191177146721497
BA3376	0.0535046348999837	12.671635221878171
BA3379	0.0718816067653276	17.65471111645163
BA3380	0.0260204911367702	9.79825700473177
BA3381	0.0839160839160839	29.65893985994409
BA3384	0.0502520735078874	15.617808032442866
BA3385	0.0596845015449666	17.075588488603678
BA3386	0.0616360383802244	8.629433871407384
BA3388	0.0398438770531793	15.929075308057064
BA3390	0.0260204911367702	25.72584899511252
BA3394	0.0661896243291592	16.65210809380293
BA3395	0.0422832980972515	14.510349831616637
BA3397	0.075947308505448	28.54373368180176
BA3399	0.0395186209139697	5.399209845355043
BA3400	0.0580582208489185	7.220828989759605
BA3403	0.0650512278419255	39.58742242132246
BA3405	0.0551309155960318	29.7229278062286
BA3406	0.0336640104081964	14.608055749934817
BA3407	0.0696048137908603	6.747841520333262
BA3408	0.0510652138559115	8.876684887162948
BA3410	0.0391933647747601	11.007858394409377
BA3411	0.0159375508212717	17.295302289506218
BA3412	0.0541551471784029	34.0866712567158
BA3413	0.0362660595218734	6.890379648790848
BA3415	0.0870060172385753	16.300919403212554
BA3416	0.0518783542039356	7.555974491214911
BA3417	0.0491136770206537	13.633209358823688
BA3418	0.0679785330948121	17.251234244931627
BA3421	0.0271588876240039	6.881832646826726
BA3422	0.0375670840787119	10.919546027322518
BA3423	0.019190112213368	6.393268015296255
BA3427	0.0694421857212554	20.271005239216187
BA3430	0.0300861928768905	11.504183425757294
BA3431	0.0494389331598633	19.066564794199063
BA3433	0.0406570174012034	6.831776944710548
BA3434	0.0585461050577329	22.890637814424327
BA3435	0.0600097576841762	20.26258462721019
BA3436	0.0442348349325093	11.3924681016756
BA3438	0.057570336640104	101.34982622441784
BA3445	0.0922101154659294	9.80641713971388
BA3446	0.0821271751504309	13.25626496424816
BA3447	0.0087819157586599	1.4179375458320345
BA3448	0.0455358594893478	9.846505260954372
BA3449	0.0517157261343307	5.444473132561832
BA3450	0.0696048137908603	11.41167215162546
BA3451	0.0456984875589526	24.00947006534251
BA3452	0.0913969751179053	20.553376922619734
BA3453	0.04358432265409	5.49851196033265
BA3454	0.1014799154334038	20.174219690565906
