	STAG2	JAK2
BA2288	0.0354529191738494	0.0087573230476439
BA2292	0.0400065051227841	0.0123163490359783
BA2294	0.0391933647747601	0.0173800117128174
BA2296	0.061961294519434	0.0236612583983603
BA2300	0.0894454382826475	0.0197136565405874
BA2301	0.0448853472109286	0.0242816126176288
BA2302	0.0378923402179216	0.0120392831191769
BA2304	0.0250447227191413	0.0215406467128649
BA2306	0.0469995121157911	0.0258459028583824
BA2308	0.031387217433729	0.0177807639563944
BA2309	0.0398438770531793	0.0385233241116881
BA2311	0.0343145226866157	0.0545730135447208
BA2312	0.0419580419580419	0.0343979899156123
BA2316	0.0307367051553098	0.0198704540601959
BA2322	0.050577329647097	0.0429797702360924
BA2325	0.023581070092698	0.0199201208494452
BA2329	0.0302488209464953	0.0277800237610192
BA2334	0.0221174174662546	0.0153234328018488
BA2339	0.0391933647747601	0.0117047532612655
BA2344	0.033176126199382	0.0169108474724357
BA2347	0.0538298910391933	0.0246558225017898
BA2348	0.017401203447715	0.0121386166976754
BA2350	0.0234184420230931	0.014195195608644
BA2354	0.0603350138233859	0.030289211315953
BA2355	0.0790372418279395	0.0117831520210698
BA2357	0.0222800455358594	0.0084990023383978
BA2360	0.0411449016100178	0.0199366764458616
BA2361	0.0365913156610831	0.0246305084608176
BA2363	0.017401203447715	0.0187543932411296
BA2369	0.0426085542364612	0.0211895612585372
BA2374	0.063750203285087	0.0202799647483287
BA2375	0.0609855261018051	0.0677174094272692
BA2376	0.0434216945844852	0.0595495190171999
BA2377	0.090746462839486	0.0357733327366197
BA2379	0.0629370629370629	0.0139037637065651
BA2385	0.0598471296145714	0.0076721838102715
BA2386	0.0591966173361522	0.0182874186118869
BA2387	0.0460237436981623	0.0250168947191172
BA2394	0.0660269962595544	0.0898608934702911
BA2399	0.0307367051553098	0.0134942530184323
BA2400	0.0611481541714099	0.050015044230679
BA2402	0.050577329647097	0.0225904851462654
BA2405	0.0169133192389006	0.0106296007868928
BA2406	0.0312245893641242	0.0232561269325053
BA2409	0.0452106033501382	0.0315399065174897
BA2410	0.0346397788258253	0.009761873914073
BA2412	0.0351276630346397	0.0336417729954297
BA2413	0.0304114490161001	0.0182995949860254
BA2414	0.0652138559115303	0.0316492268589878
BA2415	0.0365913156610831	0.0289810521733065
BA2417	0.0476500243942104	0.0139225089141205
BA2418	0.0178890876565295	0.0066367113621485
BA2420	0.0424459261668564	0.0236734347724988
BA2421	0.0609855261018051	0.0220903993241898
BA2423	0.023581070092698	0.0442404522006286
BA2425	0.0367539437306879	0.0294027392355779
BA2426	0.0305740770857049	0.0279830701402942
BA2427	0.0248820946495365	0.0075110070683851
BA2429	0.0583834769881281	0.0304007212685901
BA2440	0.040982273540413	0.0204886186683255
BA2441	0.094324280370792	0.0454349117794991
BA2442	0.0466742559765815	0.0188537268196282
BA2446	0.0367539437306879	0.0247420184134547
BA2449	0.0681411611644169	0.0087882446293378
BA2450	0.045373231419743	0.0170079914397953
BA2452	0.0390307367051553	0.0079139489231011
BA2454	0.0588713611969425	0.0403381379098271
BA2455	0.0213042771182306	0.0196286889473663
BA2456	0.038380224426736	0.0088710226114199
BA2459	0.0372418279395023	0.0030114629881484
BA2461	0.070743210278094	0.0624197787894612
BA2463	0.0388681086355504	0.0535178345963473
BA2464	0.0520409822735404	0.0085939566946185
BA2469	0.0630996910066677	0.0102928813178425
BA2470	0.042771182306066	0.0146974710418586
BA2472	0.0458611156285574	0.0131906447422149
BA2473	0.0565945682224751	0.0085155579348143
BA2474	0.0320377297121483	0.017216645359792
BA2477	0.0683037892340217	0.0304547672801173
BA2479	0.0260204911367702	0.0072008299587509
BA2480	0.040982273540413	0.0186406936773536
BA2481	0.0196779964221824	0.0088213558221706
BA2482	0.0456984875589526	0.036049437360726
BA2483	0.0515530980647259	0.0285449991257577
BA2485	0.0278093999024231	0.0147240134012746
BA2488	0.0590339892665474	0.0206807169919058
BA2489	0.0196779964221824	0.0087551334365049
BA2492	0.0535046348999837	0.0172828677454578
BA2494	0.0361034314522686	0.0114420533297416
BA2496	0.0271588876240039	0.019953232042278
BA2497	0.0294356805984712	0.0107002023948364
BA2499	0.0154496666124573	0.0122523162614515
BA2500	0.090746462839486	0.0392861098652876
BA2501	0.064563343633111	0.0193725578492592
BA2502	0.0494389331598633	0.0446908712334549
BA2505	0.0211416490486257	0.0205857626356851
BA2507	0.0308993332249146	0.0197092773183095
BA2510	0.0177264595869247	0.0104871692525618
BA2511	0.0175638315173198	0.0123969374069214
BA2512	0.070743210278094	0.1004839254237671
BA2514	0.0276467718328183	0.0096790959319908
BA2515	0.0297609367376809	0.0062150242998771
BA2520	0.0138233859164091	0.0129732323776624
BA2521	0.0606602699625955	0.0310232650989976
BA2523	0.0346397788258253	0.0134136646474891
BA2524	0.0299235648072857	0.0100511162050129
BA2525	0.0369165718002927	0.0054378725610001
BA2526	0.0315498455033338	0.021796777810972
BA2528	0.0237436981623028	0.023353270899865
BA2532	0.0647259717027158	0.0113305433771045
BA2534	0.0528541226215644	0.0229603158081486
BA2538	0.0219547893966498	0.0127502124723882
BA2539	0.061961294519434	0.0474296475270798
BA2540	0.0273215156936087	0.0170223574250728
BA2541	0.0356155472434542	0.0153896551875145
BA2545	0.0630996910066677	0.0400345296336096
BA2546	0.0403317612619938	0.0218133334073884
BA2552	0.049764189299073	0.0181571634516944
BA2559	0.0626118067978533	0.0111362554423852
BA2561	0.017401203447715	0.0162286500897793
BA2563	0.0413075296796227	0.0205648278169908
BA2564	0.0312245893641242	0.0340303488648682
BA2567	0.0359408033826638	0.0120558387155933
BA2570	0.0712310944869084	0.0101979269616218
BA2575	0.0294356805984712	0.0373288645328176
BA2577	0.0458611156285574	0.0193372570452874
BA2579	0.0572450805008944	0.0284975219476473
BA2583	0.0234184420230931	0.0209721488939846
BA2584	0.033176126199382	0.0473921571119691
BA2587	0.0671653927467881	0.0716749980480417
BA2588	0.0484631647422345	0.019407858653231
BA2589	0.0538298910391933	0.0069446988606438
BA2592	0.0483005366726296	0.0208728153154861
BA2593	0.0188648560741584	0.0070396532168645
BA2594	0.0404943893315986	0.0211995480215368
BA2595	0.0308993332249146	0.015145700463546
BA2597	0.0323629858513579	0.0116672628461548
BA2600	0.0292730525288664	0.0218630001966377
BA2603	0.0548056594568222	0.0283650771763159
BA2618	0.0248820946495365	0.0506619408093635
BA2619	0.0577329647097088	0.0154702435584577
BA2620	0.0512278419255163	0.038380892577357
BA2621	0.0320377297121483	0.0487565518772818
BA2622	0.0499268173686778	0.0370208770343223
BA2623	0.0678159050252073	0.0439655758949661
BA2629	0.0406570174012034	0.0286808618266718
BA2631	0.0429338103756708	0.024531174882319
BA2634	0.0193527402829728	0.0251471498793097
BA2636	0.0352902911042445	0.01655538279583
BA2639	0.0554561717352415	0.0366963339394105
BA2644	0.0502520735078874	0.0660494063857392
BA2645	0.0281346560416327	0.0109750787004989
BA2646	0.0738331436005854	0.0175268224694263
BA2649	0.0432590665148804	0.0084968127272589
BA2651	0.0372418279395023	0.0050349307062841
BA2653	0.0322003577817531	0.0149514125288267
BA2655	0.0917222312571149	0.0338669825118428
BA2656	0.0161001788908765	0.0050824078843945
BA2657	0.0463489998373719	0.0235453692234453
BA2658	0.0603350138233859	0.0658132488136313
BA2659	0.0583834769881281	0.0366985235505495
BA2660	0.0295983086680761	0.0159394077988394
BA2662	0.0447227191413237	0.0473093791298869
BA2663	0.0411449016100178	0.0428870054910106
BA2667	0.0463489998373719	0.036568268390357
BA2670	0.0652138559115303	0.0162826961013065
BA2674	0.0617986664498292	0.0497435858545993
BA2675	0.0473247682550008	0.0133849326769341
BA2676	0.040169133192389	0.0155673875258173
BA2677	0.0322003577817531	0.02744111468083
BA2681	0.0361034314522686	0.0118471847955965
BA2682	0.0180517157261343	0.016036551766199
BA2685	0.0640754594242966	0.0105059144601171
BA2688	0.038380224426736	0.0126221469233346
BA2691	0.0426085542364612	0.0371367662092373
BA2694	0.0247194665799316	0.0147571245941075
BA2695	0.042771182306066	0.0126927485312782
BA2697	0.0325256139209627	0.0496242787501016
BA2701	0.0177264595869247	0.0178966531313094
BA2704	0.0408196454708082	0.0130581999708835
BA2705	0.0513904699951211	0.0229790610157039
BA2707	0.0365913156610831	0.0315211613099343
BA2709	0.0203285087006017	0.022832250259095
BA2712	0.021792161327045	0.0180765750807512
BA2714	0.0509025857863067	0.0320399923395653
BA2715	0.0295983086680761	0.004662910433262
BA2718	0.0491136770206537	0.0274929710812182
BA2720	0.0416327858188323	0.0246117632532622
BA2721	0.0634249471458773	0.0345160687016663
BA2722	0.0559440559440559	0.024417475318543
BA2723	0.0650512278419255	0.0122832378431454
BA2724	0.0213042771182306	0.0122048390833411
BA2726	0.0265083753455846	0.0158610090390352
BA2727	0.0469995121157911	0.0205791938022682
BA2728	0.0661896243291592	0.0460409000134901
BA2731	0.0152870385428524	0.016036551766199
BA2733	0.0247194665799316	0.0115579425046566
BA2735	0.0326882419905675	0.0081557140359307
BA2737	0.0258578630671653	0.0276563374342435
BA2742	0.0562693120832655	0.0306987220040859
BA2744	0.0131728736379899	0.0043052561455174
BA2746	0.0359408033826638	0.0383709058143575
BA2747	0.0226053016750691	0.0112477653950224
BA2748	0.0484631647422345	0.0214247575379499
BA2751	0.0460237436981623	0.0363696012333598
BA2756	0.0325256139209627	0.0054544281574165
BA2758	0.0411449016100178	0.0311016638588019
BA2760	0.0551309155960318	0.0309879642950258
BA2762	0.0292730525288664	0.0122688718578679
BA2764	0.0564319401528703	0.0152472236531835
BA2765	0.0668401366075784	0.0534503838922378
BA2769	0.0305740770857049	0.0266043093897041
BA2772	0.0286225402504472	0.0086601790802842
BA2775	0.0439095787932997	0.027412382710275
BA2776	0.0639128313546918	0.0184298501462179
BA2778	0.0304114490161001	0.0292868500606629
BA2782	0.0487884208814441	0.0552111516788496
BA2786	0.0307367051553098	0.0182421310449155
BA2787	0.0400065051227841	0.0446665184851778
BA2789	0.0484631647422345	0.0202115527515241
BA2791	0.0404943893315986	0.0081413480506532
BA2792	0.0320377297121483	0.0174915216654545
BA2798	0.0413075296796227	0.0240620106419373
BA2801	0.035778175313059	0.0326725229329723
BA2802	0.0417954138884371	0.0265005965889276
BA2804	0.0258578630671653	0.010567757623505
BA2806	0.0255326069279557	0.0088213558221706
BA2808	0.0282972841112375	0.0091602649023599
BA2809	0.064563343633111	0.0369877658414894
BA2811	0.0388681086355504	0.0126243365344736
BA2812	0.0219547893966498	0.0120083615374829
BA2813	0.0227679297446739	0.0059732591870475
BA2814	0.0263457472759798	0.0201309643805809
BA2816	0.0239063262319076	0.0285737310963126
BA2817	0.0483005366726296	0.0108757451220003
BA2820	0.0510652138559115	0.038238461043026
BA2821	0.078549357619125	0.0344498463160006
BA2822	0.0450479752805334	0.0108569999144449
BA2824	0.0486257928118393	0.0170885798107385
BA2828	0.026996259554399	0.0281089460782088
BA2829	0.0787119856887298	0.0328293204525808
BA2830	0.0274841437632135	0.0217802222145556
BA2832	0.0419580419580419	0.0160531073626155
BA2836	0.0172385753781102	0.0116838184425712
BA2837	0.0370791998698975	0.0267964077132844
BA2839	0.0536672629695885	0.0129135788254135
BA2840	0.0541551471784029	0.0420889189334393
BA2841	0.0406570174012034	0.0156457862856216
BA2842	0.0458611156285574	0.0084018583710382
BA2843	0.0227679297446739	0.0152737660125995
BA2844	0.0268336314847942	0.0143232611576976
BA2846	0.0348024068954301	0.0228653614519279
BA2850	0.0299235648072857	0.0172000897633756
BA2851	0.0866807610993657	0.0602882190482711
BA2852	0.0369165718002927	0.0093236312553852
BA2855	0.0587087331273377	0.0084327799527321
BA2856	0.0500894454382826	0.0073973075046091
BA2858	0.0351276630346397	0.0137900641427891
BA2860	0.0302488209464953	0.0140958620301454
BA2861	0.0344771507562205	0.0173965673092338
BA2865	0.0377297121483168	0.0107620455582242
BA2866	0.0361034314522686	0.0173843909350953
BA2867	0.0590339892665474	0.020358363508133
BA2868	0.035778175313059	0.0276354026155492
BA2870	0.010408196454708	0.015517720736568
BA2871	0.0450479752805334	0.0323457902269216
BA2872	0.0548056594568222	0.0310563762918305
BA2876	0.0305740770857049	0.0092242976768866
BA2879	0.0557814278744511	0.0151335240894074
BA2880	0.0456984875589526	0.0248247963955369
BA2882	0.0364286875914782	0.0496639587763513
BA2883	0.0598471296145714	0.0263294330840416
BA2885	0.0492763050902585	0.0470719932393352
BA2887	0.047162140185396	0.0196905321107541
BA2889	0.0	0.0
BA2893	0.0300861928768905	0.0085133683236753
BA2901	0.0284599121808424	0.0079161385342401
BA2902	0.0226053016750691	0.0095819519646312
BA2903	0.0364286875914782	0.0467396529925629
BA2904	0.0658643681899495	0.0613290320113671
BA2905	0.0253699788583509	0.0149183013359939
BA2906	0.0526914945519596	0.0287039862565051
BA2908	0.074158399739795	0.0252542806096689
BA2909	0.033989266547406	0.0222019092768269
BA2910	0.0489510489510489	0.0104728032672843
BA2911	0.0562693120832655	0.0297394587046281
BA2914	0.064563343633111	0.037982329944919
BA2915	0.012197105220361	0.0086226886651735
BA2921	0.0221174174662546	0.0106317903980317
BA2922	0.0352902911042445	0.0090465653385838
BA2923	0.0216295332574402	0.0191451587217071
BA2926	0.0452106033501382	0.0218795557930541
BA2928	0.0346397788258253	0.0193250806711489
BA2930	0.0606602699625955	0.0423659848502407
BA2932	0.0476500243942104	0.0118140736027637
BA2934	0.0813140348024069	0.0289148297876408
BA2935	0.0278093999024231	0.0227682174845683
BA2937	0.0378923402179216	0.0232517477102275
BA2939	0.0203285087006017	0.0136410637750412
BA2944	0.0757846804358432	0.0468280385153667
BA2947	0.0265083753455846	0.0125559245376689
BA2948	0.0613107822410148	0.0388378804436002
BA2950	0.054968287526427	0.0478944325451836
BA2951	0.0349650349650349	0.0208087825409593
BA2952	0.0432590665148804	0.0363949152743321
BA2953	0.0172385753781102	0.0079945372940443
BA2955	0.0265083753455846	0.0412311788236191
BA2956	0.0196779964221824	0.0085939566946185
BA2962	0.0390307367051553	0.0146930918195807
BA2970	0.0300861928768905	0.0085133683236753
BA2972	0.0512278419255163	0.0466128157619531
BA2976	0.0617986664498292	0.0524811338297804
BA2978	0.0648885997723207	0.0782576633986631
BA2981	0.0526914945519596	0.0123329046323947
BA2984	0.0361034314522686	0.0274885918589403
BA2986	0.0404943893315986	0.0113283537659656
BA2989	0.0647259717027158	0.0117665964246533
BA2992	0.059359245405757	0.0279355929621839
BA2993	0.0204911367702065	0.0111506214276627
BA2994	0.0274841437632135	0.0105368360418111
BA2995	0.0365913156610831	0.0230618389977861
BA2999	0.0585461050577329	0.0433408424534197
BA3001	0.0531793787607741	0.0175577440511202
BA3002	0.0604976418929907	0.0349708669567705
BA3004	0.0569198243616848	0.0189718056056822
BA3006	0.0245568385103268	0.0150816676890192
BA3008	0.005204098227354	0.0014240483175615
BA3009	0.0489510489510489	0.016557572406969
BA3010	0.0125223613595706	0.0333503410933508
BA3011	0.0504147015774922	0.0044355113057099
BA3013	0.033176126199382	0.0082881588072622
BA3023	0.0460237436981623	0.0059567035906311
BA3025	0.0375670840787119	0.0154371323656249
BA3027	0.0271588876240039	0.014484437899584
BA3029	0.0222800455358594	0.0042081121781578
BA3030	0.0717189786957228	0.0413757999690891
BA3037	0.0443974630021141	0.0059401479942147
BA3038	0.0655391120507399	0.1021916084915469
BA3040	0.0361034314522686	0.0162330293120572
BA3042	0.0378923402179216	0.0134942530184323
BA3043	0.0354529191738494	0.0365164119899688
BA3049	0.0443974630021141	0.0362890128624166
BA3051	0.0310619612945194	0.0078664717449908
BA3053	0.0439095787932997	0.0165057160065807
BA3064	0.0601723857537811	0.0369799686896288
BA3067	0.0551309155960318	0.021796777810972
BA3068	0.0687916734428362	0.0168302591014925
BA3070	0.0494389331598633	0.0367194583692438
BA3071	0.0591966173361522	0.0260380011819627
BA3072	0.0609855261018051	0.0394782081888679
BA3075	0.0292730525288664	0.0085299239200917
BA3076	0.0348024068954301	0.0084018583710382
BA3077	0.0644007155635062	0.0272512059683886
BA2040	0.0422832980972515	0.0249550515557293
BA2160	0.0473247682550008	0.0352391744290161
BA2303	0.0432590665148804	0.0427401947344017
BA2353	0.0600097576841762	0.0278175141761299
BA2516	0.0126849894291754	0.0246261292385397
BA2590	0.0447227191413237	0.0092264872880256
BA2647	0.0395186209139697	0.0165366375882747
BA2891	0.038380224426736	0.0273174283540543
BA2924	0.0403317612619938	0.0178657315496155
BA2971	0.0458611156285574	0.0371864329984866
BA3036	0.0369165718002927	0.0161027741518648
BA3059	0.0417954138884371	0.011084399041997
BA3073	0.0258578630671653	0.0091911864840538
BA3078	0.0946495365100016	0.0761479997688625
BA3079	0.0359408033826638	0.0299712370544581
BA3083	0.0665148804683688	0.0455320557468587
BA3084	0.0113839648723369	0.0157947866533694
BA3085	0.0323629858513579	0.0189961583539592
BA3087	0.1299398276142462	0.0546713858305243
BA3089	0.0551309155960318	0.0233676368851425
BA3094	0.040169133192389	0.0503605221442851
BA3095	0.0396812489835745	0.0119608843593726
BA3098	0.0564319401528703	0.0552255176641271
BA3099	0.0863555049601561	0.0357149075028147
BA3103	0.0596845015449666	0.0116860080537102
BA3108	0.0478126524638152	0.0166668927484671
BA3109	0.0538298910391933	0.0189530603981268
BA3110	0.0565945682224751	0.013820985724483
BA3114	0.0536672629695885	0.0243412661698777
BA3116	0.031387217433729	0.0102288485433157
BA3117	0.0827776874288502	0.0267301853276187
BA3118	0.033989266547406	0.0234647808525021
BA3119	0.0639128313546918	0.030952663491054
BA3123	0.045373231419743	0.0334971518499597
BA3124	0.0343145226866157	0.0105843132199214
BA3126	0.0164254350300861	0.0329430200163569
BA3128	0.0365913156610831	0.0133661874693788
BA3130	0.0317124735729386	0.0284147439655652
BA3133	0.0801756383151732	0.0352082528473222
BA3135	0.0370791998698975	0.0153896551875145
BA3136	0.0580582208489185	0.03760374083848
BA3137	0.0469995121157911	0.0457119776963005
BA3138	0.0608228980322003	0.0422004288860764
BA3139	0.1018051715726134	0.0523796106401429
BA3141	0.049764189299073	0.0185291837247165
BA3142	0.0535046348999837	0.0404474582513252
BA3145	0.04797528053342	0.0185291837247165
BA3146	0.0522036103431452	0.0300683810218178
BA3149	0.0564319401528703	0.0106008688163378
BA3152	0.0601723857537811	0.0488040290553921
BA3153	0.0478126524638152	0.0268438848913947
BA3154	0.1003415189461701	0.0070727644096973
BA3156	0.0500894454382826	0.010797346362196
BA3157	0.0476500243942104	0.0133518214841013
BA3158	0.0304114490161001	0.0180931306771676
BA3162	0.061961294519434	0.0267323749387576
BA3163	0.0351276630346397	0.0248600971995087
BA3164	0.0657017401203447	0.0170885798107385
BA3167	0.0469995121157911	0.0159934538103666
BA3169	0.047162140185396	0.0212348488255086
BA3171	0.0673280208163929	0.0657557848725213
BA3173	0.0408196454708082	0.0145506602852497
BA3174	0.0515530980647259	0.0196783557366156
BA3175	0.0377297121483168	0.0522637214652279
BA3176	0.0538298910391933	0.0196143229620888
BA3177	0.0835908277768743	0.0675871542670768
BA3178	0.026183119206375	0.0188702824160447
BA3180	0.0778988453407058	0.0203065071077447
BA3181	0.0169133192389006	0.0390587107377355
BA3182	0.0704179541388843	0.091450497752017
BA3183	0.0617986664498292	0.0292559284789689
BA3185	0.0499268173686778	0.0464516390200667
BA3186	0.0835908277768743	0.049640834346518
BA3187	0.0382175963571312	0.029111307333499
BA3189	0.0660269962595544	0.0458544092306315
BA3190	0.0528541226215644	0.0175599336622592
BA3191	0.0465116279069767	0.0448707931828967
BA3192	0.0437469507236949	0.0083025247925396
BA3194	0.0245568385103268	0.0550930728927956
BA3195	0.0439095787932997	0.0294314712061328
BA3197	0.0391933647747601	0.0185104385171611
BA3199	0.063750203285087	0.0278484357578238
BA3200	0.0738331436005854	0.0388831680105716
BA3202	0.0585461050577329	0.0224127528079626
BA3203	0.0289477963896568	0.0213629143745621
BA3206	0.0424459261668564	0.0209224821047354
BA3207	0.0297609367376809	0.0916944524759855
BA3208	0.0461863717677671	0.0254363921702496
BA3210	0.0496015612294682	0.0105202804453946
BA3211	0.0483005366726296	0.0352291876660165
BA3212	0.0585461050577329	0.0239195791076063
BA3213	0.0569198243616848	0.0573770509313163
BA3214	0.0390307367051553	0.0134136646474891
BA3216	0.0307367051553098	0.0161877417450858
BA3217	0.0162628069604813	0.019434401012647
BA3219	0.0530167506911693	0.0976964436335881
BA3221	0.0432590665148804	0.038901913218127
BA3222	0.061961294519434	0.057793130452866
BA3225	0.0518783542039356	0.0690630589850265
BA3226	0.0484631647422345	0.0151644456711013
BA3227	0.0683037892340217	0.0243821745145712
BA3228	0.1040819645470808	0.0515031253227673
BA3229	0.078549357619125	0.0687485026531144
BA3230	0.05675719629208	0.0311491410369122
BA3232	0.0544804033176126	0.0221378765023002
BA3234	0.0650512278419255	0.1065121919150371
BA3235	0.040169133192389	0.0603288603672159
BA3237	0.0476500243942104	0.0312506642265497
BA3240	0.0557814278744511	0.0495436903791584
BA3242	0.0609855261018051	0.0399164508475557
BA3243	0.0735078874613758	0.0499719462748466
BA3245	0.0455358594893478	0.0150982232854356
BA3249	0.0647259717027158	0.0159106758282845
BA3250	0.0824524312896406	0.0817789319461381
BA3251	0.0242315823711172	0.0158422638314798
BA3255	0.0442348349325093	0.0243556321551552
BA3258	0.0621239225890388	0.0771525506352916
BA3260	0.088144413725809	0.0398689736694454
BA3261	0.0489510489510489	0.0241404094017416
BA3264	0.0796877541063587	0.0360328817643096
BA3266	0.0788746137583346	0.0525860749490007
BA3268	0.0273215156936087	0.0475986214208269
BA3269	0.0570824524312896	0.0201806311698301
BA3270	0.0910717189786957	0.0545355231296101
BA3271	0.0617986664498292	0.043998687087799
BA3273	0.0554561717352415	0.0083190803889561
BA3275	0.0556187998048463	0.0327487320816376
BA3277	0.0372418279395023	0.0136266977897637
BA3280	0.0187022280045535	0.008724211854811
BA3283	0.0348024068954301	0.0494200040523827
BA3285	0.1070092697999674	0.0486759635063386
BA3286	0.0570824524312896	0.0409375573104013
BA3289	0.0417954138884371	0.0055040949466658
BA3290	0.0767604488534721	0.0515009357116284
BA3293	0.0679785330948121	0.018427660535079
BA3295	0.075947308505448	0.0727314053148591
BA3296	0.0839160839160839	0.0449701267613952
BA3297	0.0860302488209465	0.0582679022339694
BA3299	0.0364286875914782	0.013157533549382
