	SRSF2	EZH2
BA3283	9.47302564786274	6.31991412295615
BA3390	8.49908497066643	4.97454697212043
BA3275	9.73629770852437	5.98958134739074
BA3136	9.05220627117217	4.64802834978993
BA3190	8.51425498508966	6.26203648745747
BA3234	7.94635895319707	4.71789490848166
BA3087	9.37964346609645	4.43857953725792
BA3454	9.160132157513	4.81025360122033
BA3302	9.39118419839355	5.57338620444232
BA3117	9.44696832329653	6.20697852343694
BA3083	8.9076089453561	5.85654635479991
BA3266	9.21888429779212	5.6533576160666
BA3175	8.35811493599106	4.48731198029739
BA3268	9.28397254525379	4.70980361858599
BA3229	8.70401585675217	5.09426584501126
BA3353	9.78674968596522	5.70643173596218
BA3312	9.20300948929151	6.84900595542396
BA3119	9.3561004357089	5.5361204470046
BA3138	9.04501990946176	5.54245080282141
BA3219	8.44724078411408	3.93885101416568
BA3388	8.88148184246882	5.29193462972356
BA3357	9.36650856672567	5.92555008265751
BA3351	9.54457000922792	5.45304161965294
BA3208	9.65571538111022	4.85230183637924
BA3310	9.1755941413251	5.83716487793583
BA3200	9.1872873383188	3.7606440049025
BA3325	9.16398396797258	4.72110255717993
BA3146	9.15628939970288	5.13692147172974
BA3211	9.11086746340759	5.88879613535989
BA3237	9.13342062895717	5.15140387829057
BA3130	7.51630069461518	5.08793311079164
BA3376	9.3217592552912	4.89591757187592
BA3137	9.06304565250042	6.01704720263967
BA3300	9.24242183959432	5.92116291399342
BA3375	9.39118419839355	5.86901047120639
BA3249	8.88978486658959	5.80028394350004
BA3385	8.95438322249582	5.36619555084966
BA3242	9.12586826213153	5.70872171926613
BA3446	9.08127310626888	5.78692047501447
BA3416	9.22687989289351	5.69646062028678
BA3123	8.68758550697862	5.07164095305392
