	CBL	ASXL1
BA3295	6.87971926016812	5.59699754908342
BA3283	6.22020638596937	6.25584067626589
BA3390	7.26424108951115	5.62270762074318
BA3275	6.60579006500373	6.02537342172354
BA3136	6.82309107200081	5.53649114497573
BA3190	5.63166253168885	6.27784077147234
BA3234	6.7513352539061	5.36902005012398
BA3087	6.33872181034159	5.96823920514463
BA3454	6.0515207109664	5.76141008187331
BA3302	6.61275930528802	6.2796317403598
BA3117	5.87965665517008	6.37215716750202
BA3083	6.50200644713267	5.75568831379393
BA3266	6.47571845442986	5.94641278080618
BA3175	6.58727608652663	5.63513768849615
BA3268	5.69566002369261	6.40454724548096
BA3229	6.70809549173072	5.78774237354263
BA3353	5.76798676791736	6.22545256194412
BA3312	6.6892157543699	6.09515830888203
BA3119	6.12991458455326	6.26118056372206
BA3138	6.61979235879454	5.71478675399189
BA3219	6.5242368874556	5.63016664038851
BA3388	6.59622051144561	5.74861209266001
BA3357	5.34794466566604	6.12180366530222
BA3351	5.99766898141236	6.31068973576453
BA3208	5.78002501253586	6.25584067626589
BA3310	6.3208153422885	6.10787715288174
BA3200	6.53744053114805	6.16824009925269
BA3325	5.92513526908082	5.98097884801574
BA3146	6.34052654914622	5.67127118896803
BA3211	6.35069815914233	4.9207439830005
BA3237	5.81482124558208	5.78970451035009
BA3130	6.47477154385912	5.79282325358751
BA3376	5.90117839370987	6.00093229876932
BA3137	6.64579190444665	5.84508987578304
BA3300	6.33418865159932	6.27603504625168
BA3375	6.47182200391892	6.20098661255903
BA3249	6.78618260321054	6.26033254809805
BA3385	6.50748244706823	5.88643954120856
BA3242	6.71723697861596	5.94641278080618
BA3446	6.30235584618443	6.11760662803549
BA3416	5.0970902563776	6.17209130162237
BA3123	6.47182200391892	6.12904074966952
