	CBL	JAK2
BA2276	6.5679039967091	6.02937141783307
BA2348	6.19077861638542	6.82851443258156
BA2709	6.40549948389557	6.86903485569995
BA2789	6.5145040049866	5.99072677808467
BA2694	5.95848988053113	6.26338772089894
BA2538	6.75771576783705	5.79321150053106
BA2583	6.36840696799515	6.64247138255774
BA2415	7.12422017929786	7.09047728148948
BA2722	7.97894297933459	6.31022816211408
BA2806	5.90555861314736	5.72213373131707
BA2221	6.68477667416407	6.72582978047913
BA3025	6.03566200297907	5.87851415939896
BA2514	5.53314032561817	6.08490728340658
BA2520	6.19822146547957	5.56477795201106
BA2441	6.96975356458038	5.93816710389573
BA2153	5.69333061318898	6.22989744594561
BA2479	5.80651617633479	5.30597429477844
BA2281	6.62578562632488	5.42125052108752
BA2657	5.99395843173589	6.24956354515351
BA2932	6.60051001058414	5.53058601108242
BA2123	4.06363054666438	5.56596083132182
BA2844	5.44790183156178	6.23969161748368
BA2660	7.04704814373678	6.65069612456278
BA2836	6.45847746962255	6.24592732813786
BA3027	6.15101372135618	6.4243136710677
BA2714	7.08148396341999	6.71155130794723
BA2139	6.732801148639	7.48490734822992
BA2251	6.03404286985942	6.21013178100069
BA2952	7.78816074108162	6.74039110508618
BA2440	6.29962436721057	6.35211013226828
BA2036	6.68070832768596	6.2787278602742
BA2828	6.57509033573893	6.99030175438279
BA2292	4.49200541523704	5.80891216118178
BA2410	5.50870400018428	5.65448355973944
BA2051	6.39259211057253	6.42575430557831
BA2532	6.25990865941117	5.66778894823137
BA2986	6.36930495814156	5.47397012091034
BA2494	4.96547907948064	5.70182427600488
BA2515	5.78229337378321	5.65599688789121
BA2748	6.4059839800287	6.1036718931718
BA2970	5.67772909120233	5.71100608100859
BA2622	7.14921380328589	6.79404595569359
BA2839	5.95765278561263	5.66361114365051
BA2052	5.83841841477399	6.08362235286883
BA3011	5.76722856076773	4.84562521936661
BA2868	6.38694021270264	6.22503632366675
BA2510	6.75771576783705	6.05237874936092
BA2065	6.65572341906315	6.06468755944282
BA2691	7.05132427456444	6.88299295533337
BA2374	6.08318959151969	5.79758031043752
BA2804	6.3208153422885	5.92833030401015
BA2670	6.34832965907228	6.12302701419306
BA2675	6.06596741795533	5.83602224066433
BA2589	5.50870400018428	5.43221485285193
BA2031	6.7472714933791	6.62521439483861
BA2198	6.65792194443728	6.20481541845022
BA2066	6.95960331595656	7.10006965724524
BA2344	5.77409344818299	6.01664395833904
BA2459	5.99520828398439	5.03358349696303
BA2229	5.92274484517742	5.68079307995248
BA2559	5.15922305350231	5.76218019652153
BA2093	6.74962731666034	5.28216189346069
BA2000	6.1368245443414	6.36792449266188
BA2425	5.61586637721502	6.80239867331755
BA2905	6.45599883472476	5.6590072041356
BA2304	6.74039110508618	6.82970946742006
BA2976	6.03812571980279	7.05796014084047
BA2386	5.66700121364047	5.84508987578304
BA2035	6.51004595939563	5.57338620444232
BA2760	6.57095981156775	6.54928934120065
BA2201	6.89968682755392	6.97450183109637
BA2355	4.87201227243281	5.39854887648757
BA2113	6.98756290986723	6.46286097671524
BA2155	5.13976221148527	5.6571193282783
BA2955	6.78802478417111	7.87120844454502
BA2502	6.99377561399407	7.16215175411855
BA2322	5.91045865628191	6.59785150913547
BA2376	6.67668520784891	7.550843282623
BA2020	5.14508451414971	6.2445717796939
BA2226	6.67837784799198	6.67894286315779
BA2200	5.84631034661227	5.67963455085071
BA2121	6.83780188259357	6.05279557201734
BA2944	6.11118909883084	6.18463805749781
BA2033	5.46734103839207	6.93558317816731
BA2867	5.90514668195897	5.83331901871842
BA2089	6.52630500155159	6.75887216800442
BA2224	6.78255354390321	6.32729837510952
BA2046	5.45162820453411	5.39854887648757
BA2972	5.8972652873143	6.19690129645258
BA2978	6.88993208075706	7.11517726354172
BA2829	6.24314863798514	5.8395569214379
BA2851	6.38023120196824	5.91798611999628
BA2587	6.55863333147361	6.99925381802676
BA2461	6.62466206493959	6.78009238710876
BA2695	6.79100301901869	6.28139967131455
BA2623	6.3037231448191	6.6601420957489
BA2024	6.96975356458038	7.14221254704718
BA2426	6.2290430058542	6.82550917357801
BA2271	6.56685915377229	5.98054442725547
BA3004	6.10621461216555	5.66014078206684
BA2579	6.40688318423783	6.50248754607679
BA3010	6.38837422038712	6.71501245136813
BA2662	6.26927993913723	6.6897450758778
BA2674	6.04066918000608	6.4369045674542
BA2280	6.31675170697475	5.94221717949707
BA2512	6.65403117957095	7.0168789681798
BA2658	6.50748244706823	6.92174677642902
BA2394	6.47571845442986	7.33890799019329
BA2950	6.32729837510952	6.31205444786469
BA2981	5.26459476589721	5.69992958447881
BA2934	6.31539551726359	6.09808877325888
BA2539	6.38550593619779	6.90423057855148
BA2249	6.43929618119963	6.62086223855277
BA2034	5.48394657614029	6.09980072152953
BA2109	6.24682640662524	6.45249909303564
BA2242	5.56705100056312	6.29606229973496
BA2277	6.27289277243206	7.01759724929549
BA2727	6.16950493399515	5.64425897367774
BA2132	5.79603390583248	6.48655837104488
BA2618	5.94473215258657	6.74612605168156
BA2521	6.20356343645269	6.436391484782
BA2846	6.10234706288177	6.18549348202673
BA2885	6.90096747490557	6.87847286019697
BA2639	6.66232694076894	6.60634523087502
BA2775	5.99929451210714	6.26652649814407
BA2402	6.28908084563445	6.19966591698805
BA2097	5.96823920514463	6.00680494194609
BA2786	7.01271335596315	6.03523832777957
BA2399	5.38622445069567	5.37564857832482
BA2850	5.21397119518206	5.77107077621508
BA2174	6.32959875231621	7.42825345365406
BA2004	7.02125424605895	6.67837784799198
BA3001	6.28823715765654	5.92959760650397
BA2311	6.86903485569995	7.71215406681609
BA2483	6.42189529871828	6.50103892537921
BA3040	5.51092026987085	6.21630928183059
BA2837	6.34322095252985	6.25896920678185
BA2724	6.03193635166747	6.42672024198766
BA2911	6.25896920678185	6.14800492227439
BA2256	5.72137751467021	5.26850269480577
BA2821	6.40454724548096	5.98627491229184
BA2233	6.14026668002857	5.92432462638165
BA2744	5.47763005492427	5.77808284388984
BA2880	6.89839628157059	6.60743103833352
BA2621	7.00924527251429	7.31665510949842
BA3002	7.00490622738367	6.6897450758778
BA2501	6.06345159600226	5.83716487793583
BA2993	5.78501009572694	5.98835302463094
BA2301	6.46528423305325	6.76898394569665
BA2852	5.0417365543682	5.6765932151773
BA2133	5.7683712705426	6.49504433110095
BA2866	6.0158165147387	6.10747462593212
BA2212	5.69796250727745	5.90436368867117
BA2685	4.69855961142677	5.4219819546052
BA2273	5.06174326636484	5.97440821051446
BA2477	6.32868471625961	6.12637853560869
BA2659	6.44710159988793	6.76359470107912
BA2124	5.85893495391356	5.76568700898176
BA2363	6.38694021270264	7.22705513643141
BA2369	6.17121351437265	6.55763968463611
BA2534	6.14325138176865	5.81482124558208
BA2400	5.65448355973944	6.44802101478473
BA2762	5.67849879072138	5.94139776988852
BA2312	6.16092602046833	6.76594892950594
BA2813	5.44354227055874	5.32629384115804
BA2211	5.55025760092161	5.4113491881704
BA2171	5.88127605322844	5.69370906216796
BA2746	6.85962983110872	7.10612705087253
BA2798	5.53239656043462	6.39121229400113
BA2809	6.32959875231621	6.49897356885038
BA2288	5.0487198592787	5.77182174756257
BA2801	6.33691799113473	6.84596201012783
BA3030	6.82851443258156	6.50904089235684
BA2588	6.11633596300958	6.30142372411484
BA2296	6.50248754607679	6.14630933784289
BA2300	7.69666948274062	5.65258967329686
BA2903	6.92432887364054	7.65022254150033
BA2473	4.92698857880871	5.28216189346069
BA2545	6.88232132236019	6.72757025712009
BA2840	3.82818188872895	6.34783039381028
BA2528	6.33826437905032	6.11717160296269
BA2646	6.16309999506727	5.68685508446053
BA3407	5.81916047874321	5.35378122072143
BA2240	6.2886543814572	6.00800870736247
BA2926	5.88368970993683	6.21887740590051
BA2272	6.27468820513848	7.55754763062472
BA2306	7.15327818681819	6.53495824677914
BA2765	8.45696872743274	7.09710413510838
BA2904	6.3811905938473	7.33618294917006
BA2883	6.36982886713941	6.42479012495369
BA2726	6.97383568837724	6.16739291737488
BA2234	6.45198017318936	6.55863333147361
BA2022	6.06387711588008	5.46734103839207
BA2228	5.94263228316548	5.616270357549
BA2037	6.14149524736616	5.95316910567884
BA2184	6.30187774864901	5.98343537244457
BA3009	5.95076318092024	5.97812067314416
BA2842	6.00051445317703	5.97321758321267
BA2442	6.34145730932297	6.0158165147387
BA2882	6.93292476022611	7.49256176412129
BA2758	6.801788717217	6.92369940347749
BA2705	6.1821095995856	6.33191637769617
BA2663	6.49555684686711	7.21542521128511
BA2570	6.62413100331839	5.69757983119209
BA2764	5.59289705404599	5.95600036566632
BA2209	6.48952236006017	6.03612422779332
BA2989	6.08966256500214	5.34151860321391
BA2855	6.48756519390035	5.55474564087748
BA2261	5.78856545869923	6.389795387917
BA2721	6.89058644352535	6.68298551627202
BA2930	6.9462008471637	7.03196402344294
BA2728	6.94358580230343	7.20712924024302
BA2715	5.86298515288613	5.88248029384315
BA2469	6.49555684686711	5.83678289113702
BA2269	5.98792432171399	6.33826437905032
BA2098	6.13984081619634	6.22462023570249
BA2778	6.43289690445385	6.91326402535282
BA2951	6.1821095995856	6.3764431266369
BA2163	6.3548930381601	6.20697852343694
BA2379	6.40170617544637	6.10703701818297
BA2817	6.25854276374572	5.77331420543403
BA3153	5.48092950225755	5.82076176816399
BA2820	6.89180239315318	6.92174677642902
BA2723	6.22989744594561	5.35814543619648
BA2704	6.08923274175156	5.33791952921801
BA2088	5.42530018626189	5.7725785925433
BA2116	6.56633757408764	6.69408720379773
BA2584	6.87150487669772	7.16876088952225
BA3079	6.32779672565029	6.94421494122577
BA2417	6.14800492227439	6.33280116885594
BA2361	6.39979504855395	6.49454808629482
BA2450	6.04525873101195	5.88961440143981
BA2492	6.48120572889895	5.94641278080618
BA2552	5.40185770956234	5.43258320293738
BA2472	5.30886708091399	5.63243748418652
BA2994	5.80340144842646	5.70032456019922
BA2047	6.03024497150621	6.04647904010288
BA2101	6.07138778077856	6.49406704275497
BA2082	5.64618047026692	6.34457703412125
BA2879	5.81242563536261	6.04401665671066
BA2577	5.76526823165432	5.91437229465113
BA2456	6.37358566074055	5.88085174617523
BA2175	5.1280622240178	6.57670086749662
BA2824	5.97812067314416	5.46520959762875
BA2507	6.15608719552673	6.0921968661524
BA2563	6.07391847012236	5.31682531575163
BA2244	6.63707820351379	7.27898774790875
BA2470	6.47715255483626	5.95983280142242
BA2984	6.13165710493441	6.17686048502122
BA2414	6.0506842235686	5.87965665517008
BA2697	6.89441914208329	7.51191595859432
BA2079	6.64742815938269	7.24647814947882
BA2999	6.14067117674287	6.44128835620157
BA2644	6.28997086497795	7.44741351807287
BA2011	5.41501101930325	6.90096747490557
BA2217	6.00599295147661	5.80299550783759
BA2454	6.56170699951925	6.4417602152858
BA2776	5.89003355654074	4.99354110892251
BA2218	5.29910819649826	5.25497927017155
BA2135	5.47763005492427	6.1167480511433
BA2914	6.79754404909056	6.78194925141946
BA2500	6.19345543409726	5.93735639042332
BA2830	6.01125817232664	6.11847233502019
BA2406	6.38550593619779	6.45648309857568
BA3108	6.20740227072508	5.57935496877716
BA2924	6.22067774239525	5.77728199716427
BA2303	6.82430487390793	7.25611345915688
BA2160	6.28373604828764	6.50152491798344
BA2038	5.616270357549	4.74673296350921
BA2602	5.45966163922215	5.04444275985059
BA2964	6.52938873500607	5.48241842021019
BA2898	6.6952290990594	6.59418114772064
BA3003	6.79520689964912	6.22945844028102
BA2111	6.48902852435197	6.20697852343694
BA2827	6.47426873472503	6.5851771545889
BA2912	6.65242333740906	5.9785222997962
BA2437	6.24365480544028	6.14502031934272
BA2283	6.57974013566299	6.52630500155159
BA2057	6.50200644713267	6.27158031478995
BA2633	6.36555750928785	6.13853683580785
BA3034	6.81811142246577	6.28908084563445
BA2607	6.0844698592588	6.24819820835326
BA2761	6.36086030376613	6.11161537904966
BA2795	6.40503611780804	6.49248354368901
BA2182	6.73745939965324	6.29410623448101
BA2152	6.68810200399149	6.41274177487418
BA2381	5.91320591729895	5.57747658361311
BA2931	6.47182200391892	6.31115381839613
BA2040	6.09808877325888	6.68810200399149
BA2590	6.2877927663973	5.23746872667208
BA3195	6.54822006852651	6.54096638153352
BA2516	6.82908216215166	5.98386136715206
BA2353	6.67112647924208	6.25534556152395
BA3036	6.29962436721057	6.03732004077161
BA2971	6.00051445317703	6.98137959105818
BA3410	6.1725191860544	6.71325528813671
BA3118	6.33235435623274	6.58253832351054
BA3206	6.77775850085893	6.10662293034719
BA3202	4.98055399385871	6.08794135772437
BA3217	5.99929451210714	6.0072209431505
BA3405	6.98821538280907	7.62806217739621
BA3306	5.49289037233673	5.22065849428954
BA3371	5.98428829955698	5.53534040119425
BA3413	5.77884237694475	5.96585962161822
BA3411	6.6441169206914	6.13165710493441
BA3133	6.43046914091516	6.17121351437265
BA3164	6.14889515620208	5.25926318349682
BA3451	7.1045805500083	7.19903013947942
BA3286	6.63170598568284	6.68698956921182
BA3212	3.29595206047076	6.05912302323741
BA3103	5.82781183106441	5.70986425222156
BA3271	6.67231936736834	6.70809549173072
BA3152	6.7270321335196	7.00853195755675
BA3095	6.38599164256093	5.50942414006277
BA3192	5.83800900717186	4.88537399325768
BA3251	6.34367856158157	6.09345357181028
BA3362	7.07770710445007	6.12385981288499
BA3400	5.42383455525135	5.63782453216305
BA3135	5.76293182295601	5.72328663310628
BA3408	5.88798351527577	6.15187477635529
BA3187	6.34099882607851	6.65737778697747
BA3098	7.62320575204897	7.34547705030654
BA3435	7.02125424605895	6.32729837510952
BA3261	5.8546289142141	6.16141096550525
BA3203	4.92875656907511	6.56532526138634
BA3174	6.5518017021576	6.33002794213348
BA3317	6.39359148087619	5.33173488154361
BA3299	5.78229337378321	6.01623506432676
BA3221	6.63008743018599	7.01200936090574
BA3347	6.47182200391892	6.29137386576201
BA3235	6.88932432366148	7.62320575204897
BA3126	6.90032088066256	6.51657057172327
BA3380	5.95439094102815	5.98180577093432
BA3089	6.22761949631351	6.16824009925269
BA3109	6.51402356062823	6.4204445396971
BA3114	5.8649508957416	6.5272776299756
BA3418	6.44275689894875	5.87139334737162
BA3245	5.32810180055979	5.67089201714434
BA3085	6.36039084913799	6.00513768153823
BA3128	5.87015044982701	5.55924075077695
BA3423	5.64240286737973	5.35265544520885
BA3173	6.12342757436463	5.83602224066433
BA3171	7.11072300969941	7.23310611857777
BA3277	5.44717957482301	5.73207630464099
BA3210	6.17379906817959	5.60803848500502
BA3157	6.13941173642868	5.50353774574014
BA3433	5.30199591850581	5.53426887614694
BA3322	6.41897137635364	5.72941496772039
BA3374	7.34082017175962	6.98137959105818
BA3450	6.43046914091516	5.63398998851589
BA3167	6.35260588947101	6.40549948389557
BA3269	6.15921420802907	6.22719727634407
BA3110	5.51015899119849	5.83640380634386
BA3156	4.54878748959104	5.73627139725326
BA3226	6.19521896796153	5.81122081776697
BA3421	6.36695225743452	6.33963983784712
BA3232	6.27064006981264	6.1188645712048
BA3289	6.35306835134338	5.80028394350004
BA3430	6.75251712721233	6.15059869214172
BA3145	6.47329372187665	6.08192723673296
BA3399	5.86901047120639	6.24592732813786
BA3449	5.64956635618765	6.13249003882685
BA3384	6.68423874907307	6.26972531039322
BA3427	6.54204262926234	6.65242333740906
BA3163	7.25976697827341	6.801788717217
BA3158	6.59895239127683	6.37031994316104
BA3436	6.04113685727626	6.37595873118392
BA3154	6.54204262926234	4.79068369995582
BA3162	6.58673582096521	6.4338606092369
BA3352	6.08318959151969	5.15632938242022
BA3084	6.39551228028091	5.90720734250747
BA3149	6.60315866621686	5.79160717030847
BA3169	6.40217435211346	6.55863333147361
BA3180	6.37454386361439	5.58682786591739
BA3255	6.44128835620157	6.19299832162761
BA3438	9.21888429779212	5.77488348222962
BA3345	6.2290430058542	7.42928783450574
BA3403	7.11661408634118	6.95411223232461
BA3431	6.82369230677028	6.43046914091516
BA3181	6.44078936377997	6.95085389521077
BA3341	5.12596382526423	5.52461336373262
BA3191	6.68593691853273	7.17275321082541
BA3197	6.64072538795855	5.90799934087277
BA3448	6.10829331712153	5.93982972127244
BA3453	5.68455719692803	5.51950702685712
BA3406	6.31539551726359	6.50649211862862
BA3308	6.62086223855277	6.3129901827468
BA3186	5.43585497001994	6.61224021519215
BA3334	5.60617377123055	6.14235074085009
BA3447	4.71824544190638	6.52120608932454
BA3116	5.69838933100617	5.69566002369261
BA3280	5.5116799396294	5.52576079897821
BA3185	5.68910215065219	6.70422977407013
BA3094	7.48695721637732	7.2588778562729
BA3318	6.50446999422617	5.46337307822737
BA3216	5.54988252588324	6.2171644897831
BA3332	4.76286314942469	5.91677233397116
BA3214	5.87890505700567	5.21114894759575
BA3099	6.3129901827468	6.0506842235686
BA3141	5.93777047922961	5.41282200225543
BA3373	6.15101372135618	5.43585497001994
BA3319	6.67112647924208	7.67493502317828
BA3328	6.68355614720783	6.41128456721012
BA3339	6.52020957672534	5.94431286144935
BA3240	6.40785243829132	6.67612658139253
BA3142	6.41510646424492	6.22807535432375
BA3333	5.89918966262517	6.1058059803294
BA3381	6.8036454676491	6.79813530726845
BA3290	6.54150806703429	6.64358377452482
BA3207	6.25807759133934	7.25008508374438
BA3296	6.87337102503918	6.64131489127646
BA3305	6.73637438056	6.39359148087619
BA3434	6.86209164981008	6.57613558769718
BA3189	6.53347844553203	6.38261014012489
BA3264	6.26836425592886	6.10872354813756
BA3329	4.35610894196015	5.74548824228958
BA3417	6.11593110685268	6.45750445904916
BA3367	6.67502657403681	6.55131094202148
BA3225	6.52170608095191	7.32583087724775
BA3183	6.27289277243206	5.89960125866496
BA3222	7.26938021173089	7.08368088883067
BA3139	5.79678897670541	6.23394092312001
BA3397	6.78739149461742	6.04113685727626
BA3311	7.50647222464875	7.11661408634118
BA3422	5.48358277984793	5.37638785070633
BA3228	6.61484329859941	6.41993290039897
BA3213	6.51154576024005	6.97450183109637
BA3270	6.57456923029337	6.92174677642902
BA3415	6.13808979720021	6.40025463094879
BA3324	7.63041516939983	6.11161537904966
BA3194	6.70531293865616	6.47764595644109
BA3335	5.11991931002217	5.66090400314826
BA3199	6.01005588113279	5.74510782456024
BA3326	6.85962983110872	6.47182200391892
BA3285	6.02857515716086	6.26972531039322
BA3297	6.70531293865616	6.7037023558772
BA3227	6.24726489639171	5.38984631837511
BA3394	6.50854787129231	6.33780634376445
BA3412	7.26238233832031	6.54307132156237
BA3293	5.74782936628199	4.64271832053246
BA3250	6.71095851013656	7.54733361982974
BA3177	6.22329037773919	6.75483486169623
BA3315	6.76476869070353	5.49981147623839
BA3182	6.82734034498185	7.41795204933222
BA3260	6.97794904447586	6.46333894051768
BA3369	6.59622051144561	7.43037850226792
BA3078	6.14846279197281	7.10612705087253
BA3386	5.1280622240178	5.62490937512472
BA3445	5.80853079818309	6.16524477136675
BA3452	6.73745939965324	6.89180239315318
BA3176	6.23342882640082	5.99436956978052
BA3258	6.75018333539215	7.53867754134672
BA3295	6.87971926016812	7.05570452227078
