	ABL1	WRN
BA3317	0.0217303532804614	2.827016908305102
BA3318	0.0297746935832732	3.705161482933927
BA3319	0.0158723864455659	1.4660764889097373
BA3322	0.0114095169430425	3.987913329033392
BA3324	0.0199585436193222	2.966552151055411
BA3325	0.008613914924297	3.7445547075989207
BA3326	0.0136049026676279	0.7107891198327447
BA3328	0.0238320115356885	6.074765859036405
BA3329	0.0240699351117519	7.04429426301025
BA3332	0.0214257390050468	4.351245843521515
BA3333	0.0258345349675558	7.086566224552218
BA3334	0.0063284066330209	0.2687540573471413
BA3335	0.0219340302811824	4.293546660442365
BA3339	0.0081434751261715	2.443808524402304
BA3341	0.0315843547224224	7.647982163756664
BA3345	0.0086535688536409	1.9633904715022288
BA3347	0.0091204037490987	1.0984757661744071
BA3351	0.02288752703677	5.08461993308024
BA3352	0.0120475847152126	2.7891397949636936
BA3353	0.0246917808219178	9.595567126792584
BA3357	0.0200486661860129	3.735788550529824
BA3362	0.0155894015861571	2.280357990072049
BA3367	0.0081957462148521	0.8298984712201656
BA3369	0.0196160778658976	3.640095384583054
BA3371	0.0122458543619322	1.5891899452975276
BA3373	0.0306218457101658	5.7213897255474375
BA3374	0.0103550829127613	3.0321418277891428
BA3375	0.0152433309300648	3.595115895149286
BA3376	0.0162545061283345	4.712716539109982
BA3379	0.0181542898341744	3.625478005530377
BA3380	0.0142591925018024	3.154297134312611
BA3381	0.0167501802451333	2.085874055369825
BA3384	0.0072999279019466	2.362045041407366
BA3385	0.0116690699351117	1.8051982916293376
BA3386	0.0239509733237202	4.889463270835393
BA3388	0.0093096611391492	1.833878670970531
BA3390	0.0079866618601297	0.4449804289818093
BA3394	0.0117916366258111	3.124960521596871
BA3395	0.0144935111751982	1.6610108200914695
BA3397	0.0168493150684931	1.8736253381599808
BA3399	0.0047422494592646	1.5955268567836665
BA3400	0.0321106705118961	3.935550686943448
BA3403	0.0235742609949531	4.180809302475799
BA3405	0.0131092285508291	1.6981429967094863
BA3406	0.0152865897620764	2.5424504576080587
BA3407	0.0167718096611391	2.375285295812229
BA3408	0.0113987022350396	1.8297256806606932
BA3410	0.015310021629416	1.6064207183620391
BA3411	0.0167411679884643	3.243486539344099
BA3412	0.0209841384282624	2.3589251947493084
BA3413	0.0226099495313626	4.751400349422599
BA3415	0.0468709444844989	8.333811717666405
BA3416	0.0243979812545061	5.461980917388638
BA3417	0.0155136986301369	2.186030020843504
BA3418	0.0136211247296322	1.91434498077695
BA3421	0.0068943763518385	0.6883474697026009
BA3422	0.025726387887527	2.841821099392518
BA3423	0.0239113193943763	2.108689081063542
BA3427	0.0089401586157173	1.970404935707493
BA3430	0.0045998558038932	0.4096185255201116
BA3431	0.0114131218457101	1.0058820587277018
BA3433	0.0253460706560922	7.400677279937192
BA3434	0.0106434751261715	2.7156183150248747
BA3435	0.0162527036770007	3.137375253339658
BA3436	0.0194935111751982	5.228519985209855
BA3438	0.026249098774333	4.30038939323841
BA3445	0.0117375630857966	3.006478424814073
BA3446	0.0113987022350396	4.235161597303619
BA3447	0.0030984138428262	2.225611859062462
BA3448	0.0086860129776496	3.444100801327942
BA3449	0.0130155010814708	4.457308025123556
BA3450	0.0171034607065609	5.047665516266598
BA3451	0.0128244412400865	1.1182877769404185
BA3452	0.0115663302090843	1.929697899892933
BA3453	0.0135562364816149	4.260663319876775
BA3454	0.0264077144917087	6.499377602323834
