	CBL	STAG2
BA3345	14.182750124922588	0.0284599121808424
BA3347	10.11652281098674	0.0297609367376809
BA3351	14.482525472014578	0.0723694909741421
BA3352	7.590738795591744	0.0318751016425435
BA3353	11.77497091212774	0.0585461050577329
BA3357	10.085830224868022	0.0736705155309806
BA3362	26.370053847898863	0.0478126524638152
BA3367	19.219988732030867	0.0439095787932997
BA3369	24.082877386770264	0.0731826313221662
BA3371	9.708967021857225	0.0513904699951211
BA3373	18.14116975871405	0.0941616523011871
BA3374	16.39135849830603	0.0305740770857049
BA3375	11.191177146721497	0.0354529191738494
BA3376	12.671635221878171	0.0535046348999837
BA3379	17.65471111645163	0.0718816067653276
BA3380	9.79825700473177	0.0260204911367702
BA3381	29.65893985994409	0.0839160839160839
BA3384	15.617808032442866	0.0502520735078874
BA3385	17.075588488603678	0.0596845015449666
BA3386	8.629433871407384	0.0616360383802244
BA3388	15.929075308057064	0.0398438770531793
BA3390	25.72584899511252	0.0260204911367702
BA3394	16.65210809380293	0.0661896243291592
BA3395	14.510349831616637	0.0422832980972515
BA3397	28.54373368180176	0.075947308505448
BA3399	5.399209845355043	0.0395186209139697
BA3400	7.220828989759605	0.0580582208489185
BA3403	39.58742242132246	0.0650512278419255
BA3405	29.7229278062286	0.0551309155960318
BA3406	14.608055749934817	0.0336640104081964
BA3407	6.747841520333262	0.0696048137908603
BA3408	8.876684887162948	0.0510652138559115
BA3410	11.007858394409377	0.0391933647747601
BA3411	17.295302289506218	0.0159375508212717
BA3412	34.0866712567158	0.0541551471784029
BA3413	6.890379648790848	0.0362660595218734
BA3415	16.300919403212554	0.0870060172385753
BA3416	7.555974491214911	0.0518783542039356
BA3417	13.633209358823688	0.0491136770206537
BA3418	17.251234244931627	0.0679785330948121
BA3421	6.881832646826726	0.0271588876240039
BA3422	10.919546027322518	0.0375670840787119
BA3423	6.393268015296255	0.019190112213368
BA3427	20.271005239216187	0.0694421857212554
BA3430	11.504183425757294	0.0300861928768905
BA3431	19.066564794199063	0.0494389331598633
BA3433	6.831776944710548	0.0406570174012034
BA3434	22.890637814424327	0.0585461050577329
BA3435	20.26258462721019	0.0600097576841762
BA3436	11.3924681016756	0.0442348349325093
BA3438	101.34982622441784	0.057570336640104
BA3445	9.80641713971388	0.0922101154659294
BA3446	13.25626496424816	0.0821271751504309
BA3447	1.4179375458320345	0.0087819157586599
BA3448	9.846505260954372	0.0455358594893478
BA3449	5.444473132561832	0.0517157261343307
BA3450	11.41167215162546	0.0696048137908603
BA3451	24.00947006534251	0.0456984875589526
BA3452	20.553376922619734	0.0913969751179053
BA3453	5.49851196033265	0.04358432265409
BA3454	20.174219690565906	0.1014799154334038
