	PTPN11	STAG2
BA2169	30.814991909118284	0.033176126199382
BA2275	31.218741695811683	0.1136770206537648
BA3318	31.470847071104163	0.0338266384778012
BA3153	31.543536116768177	0.0478126524638152
BA2020	31.59595324254756	0.0865181330297609
BA3381	31.6022929834454	0.0839160839160839
BA3297	31.61271538032367	0.0860302488209465
BA2839	31.642496415707715	0.0536672629695885
BA3042	31.91703970845472	0.0378923402179216
BA2228	31.927487025931413	0.0852171084729224
BA3438	32.097233187234345	0.057570336640104
BA2623	32.422525972432204	0.0678159050252073
BA2163	32.49912164853597	0.0496015612294682
BA3418	32.63184933979395	0.0679785330948121
BA3068	32.6958892019907	0.0687916734428362
BA2123	32.82053187434948	0.0494389331598633
BA3117	32.99850340543902	0.0827776874288502
BA2240	33.17334597209446	0.0757846804358432
BA2400	33.63200594550555	0.0611481541714099
BA3154	34.14570005484676	0.1003415189461701
BA3268	34.215264264099496	0.0273215156936087
BA2116	34.54667256955986	0.0713937225565132
BA3189	34.77103318446292	0.0660269962595544
BA2653	35.09770771441234	0.0322003577817531
BA3315	35.11440382264742	0.0504147015774922
BA3078	35.18664561153126	0.0946495365100016
BA3353	35.31452803631488	0.0585461050577329
BA2454	35.41917436013228	0.0588713611969425
BA3133	35.60647067572976	0.0801756383151732
BA3194	35.935356555517195	0.0245568385103268
BA2226	35.989485894319195	0.0993657505285412
BA3351	36.15111433085691	0.0723694909741421
BA2280	36.38874163228378	0.0912343470483005
BA2722	36.40377693251484	0.0559440559440559
BA3329	36.48269764177509	0.0533420068303789
BA3099	36.54224908379226	0.0863555049601561
BA3177	37.12825353716463	0.0835908277768743
BA2944	37.64703403612323	0.0757846804358432
BA3300	37.73830015271734	0.0591966173361522
BA3454	38.03237898772129	0.1014799154334038
BA3212	38.42654424973168	0.0585461050577329
BA2184	39.81395373361203	0.0910717189786957
BA3403	40.07256786518545	0.0650512278419255
BA2037	41.28393670453848	0.0796877541063587
BA2821	41.38697743446033	0.078549357619125
BA2441	41.50471871701896	0.094324280370792
BA3397	42.49803859219085	0.075947308505448
BA2300	43.71814488147894	0.0894454382826475
BA3324	43.99440756721232	0.0941616523011871
BA3222	45.00221066210596	0.061961294519434
BA3142	46.60967367517731	0.0535046348999837
BA3302	47.58395676045272	0.0961131891364449
BA2655	47.73960715416454	0.0917222312571149
BA3087	48.86803170684532	0.1299398276142462
BA3171	49.20184704080764	0.0673280208163929
BA2377	56.988741119585946	0.090746462839486
BA3415	58.24596658054627	0.0870060172385753
BA3373	59.687482235387535	0.0941616523011871
BA3139	61.89541159416133	0.1018051715726134
BA3285	62.17898985108376	0.1070092697999674
