	GATA2	WT1
BA2211	9.02190186898869	5.88486366591165
BA3293	9.06845231152446	5.9931420196416
BA3001	9.11460476788528	5.67239321044761
BA2035	9.13342062895717	4.83096192899042
BA3328	9.1410080593907	5.15886081295599
BA2220	9.160132157513	4.86534712878217
BA3237	9.1755941413251	3.64844159262785
BA2868	9.1872873383188	4.4281166894281
BA2636	9.22287720595147	-3.29429542282984
BA3037	9.22687989289351	5.89603275873882
BA3329	9.23665444981222	5.67621163724687
BA3335	9.2389471182711	6.945568125872
BA2657	9.2429894144776	0.0966736139010029
BA2589	9.2592593958878	5.03186421268284
BA2534	9.27156918109996	5.72213373131707
BA3268	9.30485684547982	4.90916379154876
BA2485	9.30657970599922	5.7175568767915
BA2162	9.31751716888528	-3.00488579996363
BA2597	9.36650856672567	6.14759404853347
BA2093	9.38234175781362	6.05912302323741
BA2386	9.44987135785787	5.64166399423883
BA3119	9.45909303825332	5.68535357501915
BA2619	9.4917929010063	4.58691244592694
BA3357	9.53650854885809	1.78295962451169
BA3025	9.53969913371194	5.54282665462534
BA3243	9.58909503454725	3.87740393249645
BA2840	9.59577094815016	5.9610279397687
BA3227	9.60929418124753	5.76218019652153
BA3285	9.61602995658446	5.32735211170593
BA2645	9.64008823387741	6.46040057966304
BA2019	9.64527993925034	3.40886684712213
BA3422	9.65571538111022	6.4204445396971
BA3211	9.66095938066438	4.49418167196418
BA2718	9.71984209806913	3.85471716317187
BA2425	9.81131500696184	0.946050220237291
BA2494	9.8991027074875	4.5237112413054
BA3186	9.9053830477262	5.14045385048919
BA2032	9.91143332054624	6.35536228255588
BA2036	9.97467175015227	5.19556313505125
BA3197	10.0139606390354	5.16179139260484
BA2865	10.0543370402648	5.13442321095142
BA3212	10.1019627568373	5.67621163724687
BA2904	10.1753003572988	5.13368956327964
BA2910	10.2053241381792	6.99719018449603
BA3200	10.3158055322447	6.43739194293564
BA2155	10.332335723606	1.81349408147165
BA2251	10.3660086756332	3.43509567116173
BA2394	10.3745587770136	0.434869386245465
BA3436	10.4540502805812	6.17945197942918
BA2454	10.5981160524102	3.75932554703006
