	ABL1	SF3A1
BA3299	0.0119646719538572	0.0403715415019762
BA3300	0.0211211247296323	0.0460612648221343
BA3302	0.0303640951694304	0.0752351778656126
BA3305	0.0147007930785868	0.0373023715415019
BA3306	0.0206741167988464	0.0688577075098814
BA3308	0.0207624369142033	0.0514367588932806
BA3310	0.0220061283345349	0.0442332015810276
BA3311	0.0114113193943763	0.0539723320158102
BA3312	0.0251261715933669	0.0556719367588932
BA3315	0.0143006488824801	0.0481541501976284
BA3317	0.0217303532804614	0.0587292490118577
BA3318	0.0297746935832732	0.0726442687747035
BA3319	0.0158723864455659	0.0567272727272727
BA3322	0.0114095169430425	0.0491897233201581
BA3324	0.0199585436193222	0.0684308300395256
BA3325	0.008613914924297	0.0313754940711462
BA3326	0.0136049026676279	0.0360889328063241
BA3328	0.0238320115356885	0.0708853754940711
BA3329	0.0240699351117519	0.0713300395256917
BA3332	0.0214257390050468	0.0601205533596837
BA3333	0.0258345349675558	0.0579347826086956
BA3334	0.0063284066330209	0.0354901185770751
BA3335	0.0219340302811824	0.0367569169960474
BA3339	0.0081434751261715	0.0474031620553359
BA3341	0.0315843547224224	0.0569229249011857
BA3345	0.0086535688536409	0.0535
BA3347	0.0091204037490987	0.0476383399209486
BA3351	0.02288752703677	0.058994071146245
BA3352	0.0120475847152126	0.0312667984189723
BA3353	0.0246917808219178	0.0648043478260869
BA3357	0.0200486661860129	0.0466640316205533
BA3362	0.0155894015861571	0.0625375494071146
BA3367	0.0081957462148521	0.0524090909090909
BA3369	0.0196160778658976	0.0498142292490118
BA3371	0.0122458543619322	0.0426086956521739
BA3373	0.0306218457101658	0.0805474308300395
BA3374	0.0103550829127613	0.0277371541501976
BA3375	0.0152433309300648	0.0349743083003952
BA3376	0.0162545061283345	0.0451739130434782
BA3379	0.0181542898341744	0.0582766798418972
BA3380	0.0142591925018024	0.0528083003952569
BA3381	0.0167501802451333	0.0696106719367588
BA3384	0.0072999279019466	0.0518181818181818
BA3385	0.0116690699351117	0.0415711462450592
BA3386	0.0239509733237202	0.057998023715415
BA3388	0.0093096611391492	0.0366185770750988
BA3390	0.0079866618601297	0.0354505928853754
BA3394	0.0117916366258111	0.0532233201581027
BA3395	0.0144935111751982	0.0340019762845849
BA3397	0.0168493150684931	0.0603320158102766
BA3399	0.0047422494592646	0.0213537549407114
BA3400	0.0321106705118961	0.078596837944664
BA3403	0.0235742609949531	0.0632806324110672
BA3405	0.0131092285508291	0.0509762845849802
BA3406	0.0152865897620764	0.041891304347826
BA3407	0.0167718096611391	0.0618596837944664
BA3408	0.0113987022350396	0.0559743083003952
BA3410	0.015310021629416	0.0546106719367588
BA3411	0.0167411679884643	0.0505415019762845
BA3412	0.0209841384282624	0.0602114624505928
BA3413	0.0226099495313626	0.0448537549407114
BA3415	0.0468709444844989	0.1003379446640316
BA3416	0.0243979812545061	0.049393280632411
BA3417	0.0155136986301369	0.0478458498023715
BA3418	0.0136211247296322	0.0370039525691699
BA3421	0.0068943763518385	0.024298418972332
BA3422	0.025726387887527	0.0560296442687747
BA3423	0.0239113193943763	0.0600612648221343
BA3427	0.0089401586157173	0.0743873517786561
BA3430	0.0045998558038932	0.0221205533596837
BA3431	0.0114131218457101	0.0308517786561264
BA3433	0.0253460706560922	0.04849604743083
BA3434	0.0106434751261715	0.0558577075098814
BA3435	0.0162527036770007	0.0653458498023715
BA3436	0.0194935111751982	0.0456798418972331
BA3438	0.026249098774333	0.051594861660079
BA3445	0.0117375630857966	0.0359505928853754
BA3446	0.0113987022350396	0.0335375494071146
BA3447	0.0030984138428262	0.0121719367588932
BA3448	0.0086860129776496	0.0489683794466403
BA3449	0.0130155010814708	0.0572727272727272
BA3450	0.0171034607065609	0.1771264822134387
BA3451	0.0128244412400865	0.0508537549407114
BA3452	0.0115663302090843	0.0366422924901185
BA3453	0.0135562364816149	0.0444644268774703
BA3454	0.0264077144917087	0.076693675889328
