	SF3B1	DNMT3A
BA3322	2.9021558922236363	0.2437505266635564
BA3324	6.968018258236888	1.0050149666537604
BA3325	7.743812142556275	0.4586897833941845
BA3326	1.3067779009490268	0.8054091697962897
BA3328	9.490785619680636	0.4891718378997489
BA3329	4.566633471254719	0.6935647452452095
BA3332	1.507759522582156	1.8725763617798548
BA3333	11.637307978303612	1.1748465548673048
BA3334	0.4513920099875156	0.0874879546711472
BA3335	5.688921840999604	1.3791847557823955
BA3339	3.6418119783279423	0.6816983425548611
BA3341	2.062199914540442	0.0992171188373203
BA3345	2.438859806788409	0.1882478687325217
BA3347	1.3679641845379027	0.0793081425722057
BA3351	7.446937293669149	0.3767988798133077
BA3352	0.8842332741807212	0.2441699598087771
BA3353	9.145652997699282	1.573201875235866
BA3357	5.684862428359192	3.182234794031143
BA3362	3.3403728135202493	0.367298106114524
BA3367	3.3419890103874423	0.468206268930404
BA3369	6.889214099002313	0.7189140278030713
BA3371	1.6825871968808783	0.3911707268286983
BA3373	20.23629457544695	2.4270778986899404
BA3374	1.4028629180029226	0.1736769107583531
BA3375	5.380317903473276	0.4157910061042422
BA3376	4.92999922447732	2.587745454093571
BA3379	7.306065575764765	0.5875948555881614
BA3380	4.035790713800198	0.3636938974279577
BA3381	10.188157920747663	0.2705984129882083
BA3384	2.3368678919925	0.3928863086554694
BA3385	6.676575573164484	0.3568143983749653
BA3386	6.266920429852454	1.9497978949432675
BA3388	0.8071718968828551	0.6371076022783089
BA3390	3.194429177292088	0.1972813536342707
BA3394	11.355345145608185	0.5790544948291578
BA3395	1.8988592137416536	0.1474578939999843
BA3397	4.166165717031542	1.9169014583899533
BA3399	0.4509431040067151	0.1115975023665588
BA3400	2.0476180809311137	0.260553953633249
BA3403	4.745064163096981	0.4718327508913635
BA3405	2.728556805515639	0.7026056745282946
BA3406	4.186115247232068	0.4914363116068612
BA3407	1.3746311173152923	0.0816258011323548
BA3408	2.693258366140984	0.4422947939992025
BA3410	4.029314095808984	0.3007432512975378
BA3411	6.916556580461999	0.4276105326232634
BA3412	5.771902623243478	0.9399164494533891
BA3413	4.533433885170942	0.7761283990244846
BA3415	6.253029412077777	0.805013616849289
BA3416	6.819673771062664	1.131804859197465
BA3417	3.8156430299519024	0.4334518624957957
BA3418	0.9401166781474436	0.5450125383258861
BA3421	1.1040734328739503	0.0928301259362801
BA3422	5.258116536728601	0.7787122927717289
BA3423	2.5043194788487595	0.3137561136635265
BA3427	4.516365794279683	0.5557356852906213
BA3430	0.4682961462605361	0.0859224317649399
BA3431	0.4734616975431138	0.1980508370410119
BA3433	3.683575326821984	0.3218101173604146
BA3434	7.568311375397076	1.8010545072872437
BA3435	4.923777882701434	0.3518001604734708
BA3436	4.001661899483137	0.715050361453989
BA3438	8.543050533666047	0.6787067187657545
BA3445	1.9600419770658173	0.2083692683665713
BA3446	4.630120548157677	0.5461630899368397
BA3447	0.913590061752894	0.4979278293894679
BA3448	6.293018319062196	0.6232957528729896
BA3449	3.1305215618114386	0.1511482243319365
BA3450	0.5583604310081339	0.5264935101688636
BA3451	2.763490924103701	0.2265887147247246
BA3452	1.593654346500492	0.5440027208658725
BA3453	2.189872373297081	0.1025448915257053
BA3454	6.356965189676121	0.5503671457682342
