	SF3B1	RAD21
BA3376	4.92999922447732	8.25316147398542
BA3379	7.306065575764765	13.718532115610602
BA3380	4.035790713800198	14.386382464764022
BA3381	10.188157920747663	21.6398934611554
BA3384	2.3368678919925	8.60671952794259
BA3385	6.676575573164484	8.637224402417177
BA3386	6.266920429852454	13.73361633394758
BA3388	0.8071718968828551	6.49690010795364
BA3390	3.194429177292088	7.508740181700269
BA3394	11.355345145608185	13.257064235542837
BA3395	1.8988592137416536	9.230759413084684
BA3397	4.166165717031542	13.972882617679948
BA3399	0.4509431040067151	8.31017472359782
BA3400	2.0476180809311137	18.701201180693865
BA3403	4.745064163096981	17.029774756486663
BA3405	2.728556805515639	8.585712970021705
BA3406	4.186115247232068	8.951887951330136
BA3407	1.3746311173152923	13.284030838985226
BA3408	2.693258366140984	11.493742382432076
BA3410	4.029314095808984	13.55699891601388
BA3411	6.916556580461999	15.326829590272888
BA3412	5.771902623243478	12.11450595958844
BA3413	4.533433885170942	8.133335175416214
BA3415	6.253029412077777	33.37302607094277
BA3416	6.819673771062664	7.477042731879358
BA3417	3.8156430299519024	11.13439037268027
BA3418	0.9401166781474436	14.020175021182078
BA3421	1.1040734328739503	4.9927405123982815
BA3422	5.258116536728601	12.324814882269038
BA3423	2.5043194788487595	12.741305690841056
BA3427	4.516365794279683	14.515533344953267
BA3430	0.4682961462605361	5.528116711370857
BA3431	0.4734616975431138	8.198798717831432
BA3433	3.683575326821984	11.35149793038407
BA3434	7.568311375397076	13.904412976654964
BA3435	4.923777882701434	16.456359216436212
BA3436	4.001661899483137	7.797618267259763
BA3438	8.543050533666047	18.315792162585456
BA3445	1.9600419770658173	12.697141655262
BA3446	4.630120548157677	10.679565414453585
BA3447	0.913590061752894	3.879630029418274
BA3448	6.293018319062196	10.14220315510333
BA3449	3.1305215618114386	19.58586180915845
BA3450	0.5583604310081339	14.25697414572637
BA3451	2.763490924103701	10.80012308548918
BA3452	1.593654346500492	13.73361910891137
BA3453	2.189872373297081	8.072918830961996
BA3454	6.356965189676121	18.69279832715517
