	DNMT3A	RUNX1
BA3300	0.8155149387367185	0.3203211315178937
BA3302	1.878070338741434	0.8089436356807943
BA3305	0.3758517555929482	0.3165741663993759
BA3306	0.4678243753249521	0.4393434975518654
BA3308	0.7430298784255994	0.8613295623116871
BA3310	3.113186868014315	0.4493223787761471
BA3311	0.3413359723446273	0.3836221812068668
BA3312	1.0313266944732924	0.2361033181100383
BA3315	0.2175585040963564	0.2484026435584517
BA3317	1.3966229821769789	0.6423924956872351
BA3318	0.1434208386076261	0.3061830139235205
BA3319	0.2643805651456659	0.4062251645760432
BA3322	0.2437505266635564	0.1870056804521788
BA3324	1.0050149666537604	0.5041686634752043
BA3325	0.4586897833941845	0.3511676830534682
BA3326	0.8054091697962897	0.0946196926437193
BA3328	0.4891718378997489	0.5696664315782274
BA3329	0.6935647452452095	0.2878748850466966
BA3332	1.8725763617798548	0.4309639511858069
BA3333	1.1748465548673048	0.7898330470868123
BA3334	0.0874879546711472	0.1840161005601276
BA3335	1.3791847557823955	0.6419343830762536
BA3339	0.6816983425548611	0.1616917626721239
BA3341	0.0992171188373203	0.3174076243393825
BA3345	0.1882478687325217	0.161196937947849
BA3347	0.0793081425722057	0.2043961250789596
BA3351	0.3767988798133077	0.2277844883078007
BA3352	0.2441699598087771	0.3304688858969831
BA3353	1.573201875235866	0.4940194295257724
BA3357	3.182234794031143	0.2357294055540615
BA3362	0.367298106114524	0.2094729196922687
BA3367	0.468206268930404	0.1949590412461768
BA3369	0.7189140278030713	0.5423304068211141
BA3371	0.3911707268286983	0.226349875713049
BA3373	2.4270778986899404	0.4774971725331615
BA3374	0.1736769107583531	0.094090365428496
BA3375	0.4157910061042422	0.4729430043851663
BA3376	2.587745454093571	0.6235087840431298
BA3379	0.5875948555881614	0.3148457090256712
BA3380	0.3636938974279577	0.3662717140970948
BA3381	0.2705984129882083	0.3995621713674603
BA3384	0.3928863086554694	0.3342882991549222
BA3385	0.3568143983749653	0.396194121898357
BA3386	1.9497978949432675	0.7796296146743463
BA3388	0.6371076022783089	0.2751835808372105
BA3390	0.1972813536342707	0.1944113750647645
BA3394	0.5790544948291578	0.3032300434910894
BA3395	0.1474578939999843	0.5549256020025314
BA3397	1.9169014583899533	0.5455480797470682
BA3399	0.1115975023665588	0.144535490638782
BA3400	0.260553953633249	0.8669773811457671
BA3403	0.4718327508913635	0.2800542556398858
BA3405	0.7026056745282946	0.4900832122830341
BA3406	0.4914363116068612	0.3555937927988822
BA3407	0.0816258011323548	0.1954447978657259
BA3408	0.4422947939992025	0.0988729634042426
BA3410	0.3007432512975378	0.3685682495555111
BA3411	0.4276105326232634	0.2704176023369389
BA3412	0.9399164494533891	0.0899779089099585
BA3413	0.7761283990244846	0.23006633904582
BA3415	0.805013616849289	0.7410698910464569
BA3416	1.131804859197465	0.2221459302117749
BA3417	0.4334518624957957	0.1861777521522952
BA3418	0.5450125383258861	0.2631471556305804
BA3421	0.0928301259362801	0.1168253603124548
BA3422	0.7787122927717289	0.6446960034484137
BA3423	0.3137561136635265	0.4690401005159862
BA3427	0.5557356852906213	0.5007832987527033
BA3430	0.0859224317649399	0.0648879484956471
BA3431	0.1980508370410119	0.2236180365190641
BA3433	0.3218101173604146	0.742720604806531
BA3434	1.8010545072872437	0.66006781137165
BA3435	0.3518001604734708	0.565665550355561
BA3436	0.715050361453989	0.5688667444176033
BA3438	0.6787067187657545	0.4422330780237589
BA3445	0.2083692683665713	0.3247887731201874
BA3446	0.5461630899368397	0.197880958049616
BA3447	0.4979278293894679	0.1034714208120763
BA3448	0.6232957528729896	0.3469263687875951
BA3449	0.1511482243319365	0.2999389659404642
BA3450	0.5264935101688636	0.4257168708106206
BA3451	0.2265887147247246	0.2801380775486234
BA3452	0.5440027208658725	0.4710051611355347
BA3453	0.1025448915257053	0.2738419892276626
BA3454	0.5503671457682342	1.0195808743846482
