	RAD21	KRAS
BA2195	9.349963706871057	5.838200788758842
BA2198	10.951500923300072	4.103025938075901
BA2200	8.66317838616753	3.906002268152742
BA2201	5.432057146746553	2.44182533811413
BA2209	10.51849185881264	11.81900292593489
BA2211	9.646568993096242	5.353146364806439
BA2212	12.173442452420591	2.6751209524724606
BA2217	4.573645652451456	2.075613723782153
BA2218	4.492958654425742	2.8138905589044483
BA2220	11.27168233076358	7.379396044865156
BA2221	9.893553288678971	3.4063344135082656
BA2224	9.397529949966035	3.1364189861786773
BA2226	10.908716981211048	4.532593424972631
BA2227	8.563166687493254	2.636795016303624
BA2228	13.65711061030867	7.840004887881429
BA2229	10.125749233382871	10.085359778713071
BA2233	6.323547682627363	3.2547013461580097
BA2234	11.823723239347228	4.264432517362912
BA2235	8.606492986201966	5.236945518023253
BA2236	7.780395565488438	3.942916396323784
BA2239	6.552249451867215	2.4852062107862314
BA2240	11.228756861285458	8.12127767437851
BA2242	9.596092148295025	5.266699574897228
BA2244	5.341309648977824	3.2606905820924705
BA2245	9.699043191258031	9.019949708299915
BA2248	5.445572536474128	2.094823306896083
BA2249	6.731132320283495	4.956301122904592
BA2251	11.377710091638932	4.624605625284379
BA2256	9.18485529321266	2.540386093792922
BA2260	8.648831228976123	4.132932782016525
BA2261	13.913285434019771	2.001472965534394
BA2269	5.517119433614601	1.3774383646879156
BA2271	11.19055154461345	5.602686467078136
BA2272	9.716425007365958	3.0279527620390048
BA2273	9.913637199534788	3.2204514382156466
BA2275	13.934400427780313	5.176312047084844
BA2276	9.978364843676667	2.622741387146175
BA2277	12.040184337419634	5.25510942266259
BA2280	8.867506451898345	6.063815269855581
BA2281	16.67272759945315	4.6460796005338985
BA2282	8.901841543428535	3.8083678316586047
BA2286	13.39494709097916	3.95272350270278
BA2288	10.082944575583005	3.865914162620388
BA2292	18.590565422674203	4.075651001645991
BA2294	8.922417194971139	2.3719835412868338
BA2296	9.253808222732571	2.5047958696164496
BA2300	15.91951318108498	6.957086353480154
BA2301	7.975873603129876	4.0624889175161565
BA2302	9.987074162137658	9.348772402774848
BA2304	5.843656849489537	3.215224942617111
BA2306	11.005838226949349	2.106117448255717
BA2308	6.875562225380477	3.889581278532265
BA2309	11.791282340863557	3.305697356738754
BA2311	8.572661186048336	4.263535060623511
BA2312	7.674918446231897	4.450112420893486
BA2316	7.282340044737987	2.785383344332529
BA2322	5.18753456585531	1.363252173099543
BA2325	5.008815555223583	2.2128413526127946
BA2329	5.409638321457206	2.953980380691717
BA2334	6.602282118293289	3.829844935813441
BA2339	8.06670173891155	5.576285457288947
BA2344	10.584311463633012	2.508621366806296
BA2347	8.719695984514088	4.499805687946137
BA2348	4.327835996869017	3.4684403082470383
BA2350	4.588882690076493	2.293002458894163
BA2354	12.00451486898158	3.285287253891401
BA2355	20.65281023706665	18.031553815161907
BA2357	11.108352146056484	2.8366508715088328
BA2360	8.805045872014531	2.4203383504910594
BA2361	12.820670415669928	3.290470110493144
BA2363	3.870061482063049	1.77988745401886
BA2369	12.850566536925276	7.463597390567187
BA2374	9.087586819222311	4.18322554627598
BA2375	7.831872915187479	4.401957434008005
BA2376	8.201038447211358	3.576421768112105
BA2377	15.515745904212263	7.874521714966825
BA2379	8.82297591175788	7.354978419162167
BA2385	9.25356836754013	6.169246688786106
BA2386	10.908254139241263	7.154072385086702
BA2387	10.729442600106111	4.9579225522201975
BA2394	11.860730450178448	8.841700566289523
BA2399	9.462752231839673	2.901775492441722
BA2400	17.491428972560485	5.409835524646413
BA2402	8.029770309000423	4.974805563924786
BA2405	6.783514065467473	1.9038948004365173
BA2406	4.789139318834035	2.7399095691849715
BA2409	5.9648479891895	3.642790689054875
BA2410	12.216570162803489	2.854218939661076
BA2412	7.434423162851566	3.4683011635363665
BA2413	7.014678596936963	3.061177034477548
BA2414	7.232459983658254	3.333377691014046
BA2415	11.629542912695369	3.6031705789367305
BA2417	6.087635035150938	1.966473306958872
BA2418	5.170131502585171	1.5872432645654289
BA2420	9.57814254684074	2.293921043415803
BA2421	32.82849295268981	3.76390120697868
BA2423	7.4386621718513055	5.526169516908847
BA2425	7.4966187289404544	4.540658995903223
BA2426	5.078771875409028	1.76675593567857
BA2427	6.27947651756106	5.629532468513265
BA2429	8.178058606915211	4.885164819604847
BA2440	16.32951560083481	4.656478683032831
BA2441	8.542129804765835	5.107316346904479
BA2442	14.204882194839056	4.274273721852956
BA2446	10.364804794975528	3.526678377199216
BA2449	14.089617863871435	3.844080002176403
BA2450	6.47225667494796	6.542840496025102
BA2452	8.272702521925646	2.2229446094894514
BA2454	6.942160543769251	4.196996925207468
BA2455	7.8038560766564276	4.618681453090219
BA2456	7.882438568555351	4.84358664169528
BA2459	9.797272940458363	0.9849701015813438
BA2461	8.219969197680816	3.531901921255366
BA2463	12.690477923250375	4.45365718507862
BA2464	8.325017469373892	2.629494460813186
BA2469	6.430379507824933	4.330668779940796
BA2470	5.793494776867308	3.3487604257070145
BA2472	6.274127828022683	2.506343529310017
BA2473	10.464200233436472	4.364774675975619
BA2474	8.453590141912928	4.068396363626591
BA2477	14.454241798469251	5.2291687233797575
BA2479	8.334742963888607	4.388198691895849
BA2480	7.023019041158557	3.679131305583376
BA2481	5.147954855206522	0.950240342410004
BA2482	9.673974306294848	4.5443846369895695
BA2483	13.30799648435604	5.717204939316385
BA2485	7.764965016349434	3.731240739012421
BA2488	9.955539364023684	3.795524434418716
BA2489	9.378517373509853	3.495084976820325
BA2492	7.464666356901334	4.60482142178739
BA2494	11.2361552416597	9.557187638322572
BA2496	6.263368166361607	2.740035581224717
BA2497	11.770026231771718	3.126280701370291
BA2499	14.879974384025108	4.35302298414668
BA2500	7.521231245992113	3.764766577067442
BA2501	12.62601078055385	5.69695185588149
BA2502	9.310906556965936	3.5899907234146635
BA2505	7.223980123328793	3.524708682190093
BA2507	3.825761168013304	2.445471606779409
BA2510	10.624600112642494	3.106128214359792
BA2511	5.903836931663234	2.8010233109505887
BA2512	8.148040889126415	3.90060283765412
BA2514	9.82159563378448	5.883867358115286
BA2515	10.264101693684571	3.965624412346157
BA2520	5.918793888432724	2.777845608373538
BA2521	9.910091896864747	5.965061455171949
BA2523	8.833513249971563	2.9076088330976253
BA2524	7.699731455993478	4.3967944400825125
BA2525	8.770496731111479	9.181313291942152
BA2526	17.08355327657949	4.982559594305994
BA2528	10.95619152241139	2.9063274125973515
BA2532	17.277575819534	3.376488196760783
BA2534	8.677937913221355	3.9542145627317393
BA2538	10.913820694522553	3.061522924858036
BA2539	13.978502747180436	3.789754828010589
BA2540	4.592253604891722	2.367178974644086
BA2541	7.417264627916515	2.8473995219050803
BA2545	9.368149045066335	4.148222781045921
BA2546	6.906706856278332	3.393513765871296
BA2552	12.480830817711963	4.825482332332214
BA2559	9.529928027515686	4.0935222417812485
BA2561	6.750879843314633	1.6993347187891574
BA2563	5.624974228062305	4.028599804188247
BA2564	6.846327704749135	2.2915571135581843
BA2567	9.314424545325542	4.686061135891457
BA2570	17.334215847491553	7.716031860771869
BA2575	5.477289467005744	3.6049599889935537
BA2577	7.43704400808223	1.7864264546524835
BA2579	10.763658341093915	5.549669129729157
BA2583	9.890591627699177	4.650822098462011
BA2584	6.499434090328587	2.498962890180857
BA2587	7.206419255062711	3.1944730301033544
BA2588	7.474967556882667	2.9482311460607518
BA2589	9.229416269372235	14.373385488847298
BA2592	19.169117856989924	6.041558832251639
BA2593	0.5499673904738163	0.2793411558252956
BA2594	9.139083579125286	2.002620464581047
BA2595	6.547667946907218	3.0622199092217754
BA2597	4.217510422821092	5.268032257893723
BA2600	9.353896237028234	3.043265721729626
BA2603	9.768311999403744	3.400519555275657
BA2618	15.46445402601978	4.847376827625396
BA2619	10.24348484377864	4.669344395559936
BA2620	10.216901742287613	5.410937505524276
BA2621	7.688498948557723	3.331895635511968
BA2622	11.856726789983709	5.700385710148895
BA2623	13.446594472046977	4.687635763119201
BA2629	8.594657614716793	4.220743627976956
BA2631	8.41576670737534	3.324070000746336
BA2634	5.922645896258479	3.807489429482482
BA2636	7.065038505416176	3.128960487704368
BA2639	10.010161068121263	4.213357199938989
BA2644	5.2597819078544354	2.393728396337298
BA2645	9.463742795285215	10.408685462253883
BA2646	10.03274456794311	3.9355585272575673
BA2649	8.712169545197561	2.5988463660051835
BA2651	5.018140227249536	2.970509296190779
BA2653	9.771089494494756	5.098207134603287
BA2655	30.556439747727115	9.623754754392728
BA2656	5.318476119902994	1.8601716498988876
BA2657	13.558121784268703	4.548592004798873
BA2658	4.654695657476833	3.2523433873784997
BA2659	16.718520678385307	3.5835484156353115
BA2660	7.836327552343412	3.300668694192399
BA2662	5.873299561545402	1.636341335905445
BA2663	8.080320855742233	3.524975217313402
BA2667	7.957563016351409	3.85679667747493
BA2670	10.815173782482145	10.226227798665136
BA2674	5.586960032133701	2.5333257133250093
BA2675	8.80433163554737	3.6731049499312713
BA2676	14.295097086991808	3.0098471887347875
BA2677	7.976881058970531	3.882687295225639
BA2681	8.780910687229923	2.8767867894954944
BA2682	7.710059959218154	4.221148529623751
BA2685	15.721198305823696	4.43315438996534
BA2688	9.136700966465709	5.7155639489306855
BA2691	9.81666764700157	7.358674866434381
BA2694	6.213926440467708	7.191110081874109
BA2695	3.385600384087774	2.111844275522096
BA2697	3.914813236169825	2.820457991863271
BA2701	6.208919627119961	2.40282017119087
BA2704	7.709101855865436	2.927115594886616
BA2705	7.11128981908457	8.750051209172401
BA2707	7.130671220290234	10.67258756535924
BA2709	6.946880022044021	2.432193691661744
BA2712	8.715074617421482	3.037494483285136
BA2714	11.947381290035214	8.66762994741118
BA2715	7.9908424818815	4.204020647117541
BA2718	8.743801897061989	3.211491167613993
BA2720	12.623245416287624	6.890859909853237
BA2721	7.824177092542211	8.15125574652858
BA2722	21.156102406265585	8.229739643225187
BA2723	10.375714600574018	7.151826067165194
BA2724	5.450778898354078	2.784944539455072
BA2726	9.224656526294682	4.361903416807809
BA2727	7.2063798654766975	6.321364769685872
BA2728	11.6589570980474	7.9648433967757635
BA2731	3.825267336455325	1.7722679146604223
BA2733	5.937480129183587	4.024583240227743
BA2735	8.716166676984766	2.731444327315706
BA2737	8.059068369130218	4.229188217803424
BA2742	9.60144734897058	5.036593528652168
BA2744	3.4684355266186118	0.8126549723840483
BA2746	7.599745388967682	2.9041910177817147
BA2747	7.651377512409418	1.8763378679995653
BA2748	12.55875252888568	2.8162460026576808
BA2751	6.631137259735903	4.76076973681974
BA2756	8.313613699099756	1.111935570238528
BA2758	8.358962769112686	6.062618917320017
BA2760	13.39521223098779	8.539751728962072
BA2762	6.784312013608401	3.5909642105886346
BA2764	15.078263588638512	2.5915086660715163
BA2765	7.699253392049299	7.700654472918215
BA2769	9.361756841663468	3.676902735522297
BA2772	5.990000228879067	2.120075486147443
BA2775	11.231430347123924	5.812760930604475
BA2776	6.300427536036851	4.4488934839978524
BA2778	4.436186959369814	3.240793912197436
BA2782	8.015532388218636	4.7248443208520605
BA2786	8.750798721553965	2.8206943341122037
BA2787	8.772402732286627	2.066862180946478
BA2789	12.690204036147708	4.500457340382659
BA2791	10.013093916294787	1.5544306048272218
BA2792	9.349854225229196	2.2792448121159423
BA2798	11.320668917283385	5.91550464000847
BA2801	12.300105653747424	3.8694395842404994
BA2802	11.674453813334097	4.931508671554627
BA2804	9.948183462781904	3.589438287733232
BA2806	9.239625565942395	3.401415561281073
BA2808	6.253328628485094	0.819064482576983
BA2809	9.480771579524577	5.328799203342974
BA2811	7.8572391190129185	3.4074422496398213
BA2812	9.580850470658854	2.51465628861175
BA2813	6.871862217728357	1.972065667664031
BA2814	10.50067506991098	3.700862782404347
BA2816	7.879227320258685	3.515171700617542
BA2817	8.567011899482022	9.31293008506607
BA2820	7.037460506740012	4.846588130075457
BA2821	17.60763100096741	5.077237519978352
BA2822	10.567069438748083	3.126246711724653
BA2824	4.683691483393542	3.815565072493221
BA2828	9.433810687478156	5.866666273141892
BA2829	7.568162408320408	4.412533121502556
BA2830	5.473336416357746	1.6191667403234706
BA2832	9.992879451805464	2.749069369981953
BA2836	6.428689543614687	4.618965161186066
BA2837	7.69629748433335	5.744869449535215
BA2839	10.702870709793087	4.354311439221131
BA2840	14.098907636349963	4.099946945684317
BA2841	10.86633082856018	3.792521694833046
BA2842	8.122653245216734	4.233499753894433
BA2843	9.97163363501163	2.862490859764802
BA2844	9.285825149104296	2.977508842935708
BA2846	7.114886095215292	3.580528100094352
BA2850	5.097039701059529	2.921987811842809
BA2851	7.930079634666398	3.902461648473896
BA2852	10.733105482199862	4.085427724822098
BA2855	10.412020171563372	6.025173019281862
BA2856	8.123417456297645	6.161656320919922
BA2858	11.732022768469532	3.630395410097828
BA2860	9.580156560415908	2.546393016914249
BA2861	5.739678316914184	2.5337914004570834
BA2865	6.786711420764503	4.257434320541161
BA2866	13.570153734926146	2.9389008838841657
BA2867	6.5776794410019725	5.641646527484107
BA2868	9.41411842427432	5.964604552568509
BA2870	15.218174085191572	3.836261463527445
BA2871	8.517910766576021	3.5250437921854045
BA2872	12.738415912342797	4.26359661627193
BA2876	7.948332469106371	7.261962142224723
BA2879	8.7832317062327	7.596005217099052
BA2880	14.20169997994761	3.159207686119105
BA2882	7.158452857080666	3.300934826843552
BA2883	13.323673284159556	11.775412944537448
BA2885	9.1437329828171	3.907464597219572
BA2887	10.013956036977431	3.146872952406261
BA2889	0.0526682049279554	0.0498731079218884
BA2893	7.428524101497821	2.336482779603907
BA2901	6.693510757997804	1.9424594081937123
BA2902	9.897790129229035	2.4312505625627203
BA2903	8.231738411041828	3.6921945453996257
BA2904	10.079079666847052	6.01053790362872
BA2905	11.079928175686486	5.2309590444961005
BA2906	9.756131041333148	5.80146459475505
BA2908	12.743765720614595	4.012735325325014
BA2909	6.922166908194905	4.958228873792411
BA2910	9.025651262817592	3.8606897513758622
BA2911	11.157070639231096	4.872319965407722
BA2914	6.029033683775086	5.074687321245269
BA2915	2.432698412466443	1.2078195904386648
BA2921	4.687694470296719	5.121433273005455
BA2922	10.563641838224775	3.0565970484631064
BA2923	4.43442129730587	4.042348232204146
BA2926	10.404461026625832	3.007893611642617
BA2928	10.11643727364132	4.274176588505172
BA2930	12.815465943706217	7.472293214663799
BA2932	10.837366964790483	4.767341634309132
BA2934	8.544368841382356	3.1170830838869232
BA2935	6.18957415651764	1.4086911080693234
BA2937	7.9631102781870515	3.4582205224568563
BA2939	4.814820204236246	2.785032968374947
BA2944	10.064472511470012	2.851004674538254
BA2947	6.492174850950838	3.095940444457899
BA2948	16.64618729092987	5.163778294194287
BA2950	7.245089154829005	2.8913800203410185
BA2951	5.174473590117093	2.3216460900296405
BA2952	16.129897557537284	6.03488446143655
BA2953	5.61233345548178	1.818548601040591
BA2955	4.626903249324755	2.255907059828389
BA2956	5.528563793050033	3.360693070237612
BA2962	10.754058816270438	2.785922003031013
BA2970	7.655852368698684	2.9196811894918704
BA2972	4.875855602823917	1.7120661270914692
BA2976	6.668422614850322	0.87167947244554
BA2978	6.517289850731646	5.1081671668546775
BA2981	6.277416724940326	1.274137864358842
BA2984	4.623263901162467	2.267118229147408
BA2986	10.61649522660097	5.357700398436639
BA2989	10.501458838357118	4.289501979920624
BA2992	11.530571617754989	5.991612638326476
BA2993	6.377924762484255	2.5529658234579435
BA2994	7.09209433756163	3.492224342562355
BA2995	7.927022872959648	4.790563516597835
BA2999	5.533919986013618	3.601013405149621
BA3001	8.967662310686702	3.5275293017384137
BA3002	16.7972457877744	9.019752117043806
BA3004	7.085755351782302	4.35634152728715
BA3006	7.136737262954476	2.652376103731922
BA3008	0.2984697073842119	0.199879745930379
BA3009	6.894381047571565	2.681695563471374
BA3010	5.412972758144391	1.1623502273439763
BA3011	19.55809814346926	2.398829348580604
BA3013	9.247982876855191	2.810748531114694
BA3023	4.0703173877139145	4.318009680827968
BA3025	4.821452582837324	3.619626705844733
BA3027	8.311939681222812	5.834669199458067
BA3029	5.9919030611137964	5.010356662328836
BA3030	11.048257548925138	4.38479156773952
BA3037	7.5162662118315	5.63800106285749
BA3038	13.281945296374737	7.296101706545303
BA3040	14.055834341442273	2.2498752964790736
BA3042	10.083466709865757	3.7988343481337097
BA3043	7.858543977921846	3.6132582916833034
BA3049	12.85756735103648	2.244571785696069
BA3051	10.971059465533544	2.489943377637812
BA3053	13.537613702438962	9.08429912362472
BA3064	6.173738741923538	4.043156636482997
BA3067	7.462077652141978	5.901384252800535
BA3068	10.92123400166833	6.452654746357529
BA3070	7.295000725895216	4.567287575858389
BA3071	10.52390611206101	7.397138261132724
BA3072	8.537634657826874	5.590209267134697
BA3075	5.0177523164792746	4.484482095456577
BA3076	6.436084135633871	4.782315004947172
BA3077	16.521622849251806	9.982110185032276
BA2040	10.369023486536902	5.154296683439623
BA2160	9.025528918383657	4.730697802590289
BA2303	8.486958621868874	5.247483689449449
BA2353	9.912825000169375	5.99395595912219
BA2516	12.22145040127422	4.658620293832935
BA2590	11.020519906011817	6.263800261145639
BA2647	14.01612973269423	6.220445405608574
BA2891	6.276369361840032	4.287411787386368
BA2924	17.079325553908557	7.834336738364445
BA2971	8.74346075786503	9.256789497897058
BA3036	6.274789637985522	5.3220575155127126
BA3059	15.366874484849632	9.516234159787691
BA3073	12.639113852233436	5.017396912472017
BA3078	16.694293404719758	9.197906119533414
BA3079	8.381004427762392	2.060022186627446
BA3083	14.810650623264374	5.951659660498906
BA3084	8.931039707541247	4.521240255815035
BA3085	10.595121842708444	5.00007900069415
BA3087	18.36457240150483	9.144753877174908
BA3089	10.809715902166948	8.891346760242428
BA3094	8.270966085411256	5.705742843077889
BA3095	12.881896387377646	5.296395227399311
BA3098	9.590542634787692	7.188212791793329
BA3099	15.955877745803877	6.626191371311687
BA3103	12.263914273744836	4.504931325367331
BA3108	20.79246823882168	5.323437790100341
BA3109	8.027688129345798	20.28004238581594
BA3110	8.592635501023473	7.8660960481279165
BA3114	10.589312921282527	6.105203524533998
BA3116	6.607313984515323	4.747270306856226
BA3117	16.365237048266398	4.300068495441089
BA3118	12.705569947122092	6.872628563773899
BA3119	12.810425741677957	5.060841363188459
BA3123	6.382645609230425	3.898932958332124
BA3124	9.284977057831163	4.211257624532631
BA3126	11.412819087950716	3.981409031603605
BA3128	8.810140240962603	6.460443952708552
BA3130	8.426457892847933	7.511453674234083
BA3133	16.356477365148123	8.499158140092135
BA3135	9.496110992875614	8.522189846766814
BA3136	11.243952690380354	6.441042423436487
BA3137	9.02747316791148	3.4021475292946715
BA3138	11.423077315635409	5.840394730148105
BA3139	21.45425266023014	4.359850216478632
BA3141	12.966304139588166	5.15881194479065
BA3142	14.091857300176931	3.228721815449189
BA3145	10.354261631048317	5.807409934417001
BA3146	7.933065611315002	4.117694704120277
BA3149	6.029497936530812	5.924088560379679
BA3152	14.817160210145763	6.029652874868258
BA3153	11.934807261655983	15.270104644434229
BA3154	10.37847228212452	17.05706932733878
BA3156	20.914478818740264	4.160158867385534
BA3157	10.776595378268189	3.5715714761399338
BA3158	10.1711382617597	2.9313230726556228
BA3162	11.237044105692334	4.290860343564755
BA3163	8.312243991569263	4.805087802604695
BA3164	14.73226368307242	14.50489880003908
BA3167	7.282263747764319	4.0482769121637
BA3169	16.814891128842294	4.741973470092588
BA3171	19.46649574711684	8.61686780946633
BA3173	13.476480334718383	4.759635918289058
BA3174	9.1782654338674	7.390541200910023
BA3175	5.595467776707004	3.312143711293571
BA3176	10.516834615247337	3.239196719653312
BA3177	19.33996055650852	9.57332742669242
BA3178	11.331439290758995	3.097280675060638
BA3180	14.02641990095722	7.177854576489217
BA3181	9.503419985420877	3.618457608293061
BA3182	14.978060789083155	8.177361755186574
BA3183	14.519903017517604	5.602880323105434
BA3185	12.291302372484742	13.780098300668916
BA3186	14.913191470830974	7.705085424669186
BA3187	11.349434096297829	4.573337273722364
BA3189	11.932120982129211	10.150607509403846
BA3190	19.097652187768876	6.994924120150022
BA3191	8.862948952022187	5.293425639782923
BA3192	19.90767000833373	6.040556651086022
BA3194	15.667454413013024	7.046636242563006
BA3195	8.708910526307639	4.73927685129155
BA3197	8.465826631517633	4.623224688099745
BA3199	19.909073905218158	4.474964745353582
BA3200	10.909278309870528	4.638225387075532
BA3202	16.823737521829127	8.109545436047824
BA3203	19.44197628482391	4.630713738190288
BA3206	8.41819053439068	4.345930184396738
BA3207	18.366640693630632	8.487468336179221
BA3208	6.102771587580501	3.357682561334285
BA3210	14.175531101627	8.918265321579543
BA3211	8.689275557787132	3.482211773791408
BA3212	18.35884200611968	8.439200740205377
BA3213	13.56965681003816	4.701258300814342
BA3214	10.371187620116046	4.753128775728115
BA3216	9.438854222222687	4.570875061083815
BA3217	11.88035751769358	3.5272767413174075
BA3219	11.093733857751708	6.7697119099296525
BA3221	8.869172543186263	4.68195419415222
BA3222	23.17656100981065	7.356868087314
BA3225	11.151218427400725	5.57349571253324
BA3226	9.794689013130396	4.368823703780882
BA3227	9.959340799942916	4.6938712842012125
BA3228	16.46223049863661	8.16885112768402
BA3229	14.888690691276398	7.14863337016497
BA3230	10.88702275122798	2.601041897898744
BA3232	10.619888613709852	5.273816316043103
BA3234	13.592360891893474	6.84080111372545
BA3235	7.74587284666574	5.744575020480072
BA3237	9.877675574769016	3.867351128900715
BA3240	18.87188791833453	6.688671407295836
BA3242	5.801530323141875	2.1328306165285422
BA3243	7.550988075131212	4.237595034091462
BA3245	10.676015899769338	7.741862667336584
BA3249	6.683662417446377	3.873134402727617
BA3250	11.761587752013284	8.624428707918842
BA3251	7.336191837077552	3.379874967891091
BA3255	10.457541463274575	5.867164642055073
BA3258	13.18937285519026	4.956553435856382
BA3260	20.570341633841405	9.314008794527496
BA3261	10.313149155349263	4.267873701885583
BA3264	17.167519551517515	7.534090095177429
BA3266	15.986410426489345	9.594244881613864
BA3268	33.269145031387254	5.97757853191581
BA3269	9.949139208808512	11.987051389637656
BA3270	17.86849096029282	6.758984854086662
BA3271	13.764132629312732	6.534386432089192
BA3273	7.8145711334608	10.541882279903747
BA3275	14.962094263120866	7.75808248633983
BA3277	10.81707913018485	16.25122057055359
BA3280	8.696961129621478	4.552683533896225
BA3283	12.250071841697912	4.584475585133008
BA3285	25.58677903338585	3.8633582951325938
BA3286	9.58094773570941	5.092828133963098
BA3289	5.473680908679123	2.885983483306348
BA3290	18.14242124639833	5.88628664754098
BA3293	16.07744382884652	9.136056625290012
BA3295	14.657653131414444	7.878679835971935
BA3296	16.831911144316937	6.043318631790028
BA3297	16.19473077928634	8.124776290809791
BA3299	8.700308143455324	6.692850755716531
BA3300	8.41754525873113	4.238831267343383
BA3302	17.931316082994414	5.651492299353946
BA3305	13.210384284552964	4.211740493237931
BA3306	11.499892572410136	7.910169922402488
BA3308	13.816117444757213	3.2308133713821383
BA3310	7.100560037626962	3.255793814582394
BA3311	14.976188771036478	10.743162486383795
BA3312	19.56142930717515	5.508115150126132
BA3315	36.35478052805157	5.745285853628462
BA3317	11.16052886825041	4.260046421519901
BA3318	27.032917147356	10.105332372359085
BA3319	15.667229116628087	8.428098329023237
BA3322	12.591249945719875	5.683721734157559
BA3324	18.160367263148338	11.844666182431672
BA3325	6.980786815663781	4.368456182733874
BA3326	13.32551613432835	4.93600614432353
BA3328	16.533021042745304	7.098309397261654
BA3329	15.802833118921944	6.746508359690237
BA3332	15.290522516662271	4.649296257404249
BA3333	11.232635186040444	7.547132476041092
BA3334	9.617271313844697	3.528274362727172
BA3335	9.93084257211786	7.091580570767574
BA3339	11.679638650782366	7.019589248692965
BA3341	10.240655098975587	8.663813855542353
BA3345	9.919192049605591	3.7714062294803874
BA3347	6.208006682575883	2.9348124064358347
BA3351	13.581704757796958	6.775407552184414
BA3352	6.888519922529282	3.62868149746901
BA3353	14.586040996840996	4.93549943076808
BA3357	11.209355070417873	4.681987493703068
BA3362	8.905632409862548	5.68418666505324
BA3367	10.039284949472163	5.68926974100486
BA3369	16.31057767629538	9.585296101673013
BA3371	18.356492926805508	4.375848646867501
BA3373	19.10898852239754	10.96786907577842
BA3374	7.641555016365422	2.549977047000934
BA3375	7.289816251366465	3.385836344803532
BA3376	8.25316147398542	3.90829600128676
BA3379	13.718532115610602	3.738245720697547
BA3380	14.386382464764022	6.100530741961105
BA3381	21.6398934611554	7.051428679054405
BA3384	8.60671952794259	5.239911858253687
BA3385	8.637224402417177	4.315796105272946
BA3386	13.73361633394758	6.514890193989474
BA3388	6.49690010795364	3.953201252514012
