	STAG2	PTPN11
BA3347	0.0297609367376809	12.895248893688454
BA3351	0.0723694909741421	36.15111433085691
BA3352	0.0318751016425435	11.602828493127593
BA3353	0.0585461050577329	35.31452803631488
BA3357	0.0736705155309806	23.394936659638905
BA3362	0.0478126524638152	21.929829281753584
BA3367	0.0439095787932997	15.08460695321988
BA3369	0.0731826313221662	30.111459179936265
BA3371	0.0513904699951211	16.57214863696018
BA3373	0.0941616523011871	59.687482235387535
BA3374	0.0305740770857049	14.286142079384424
BA3375	0.0354529191738494	14.986029961281671
BA3376	0.0535046348999837	18.460625960877035
BA3379	0.0718816067653276	28.28338708702801
BA3380	0.0260204911367702	15.395065123545448
BA3381	0.0839160839160839	31.6022929834454
BA3384	0.0502520735078874	15.82572118593314
BA3385	0.0596845015449666	18.844695554238974
BA3386	0.0616360383802244	23.83686331483464
BA3388	0.0398438770531793	14.160480378577368
BA3390	0.0260204911367702	12.885807017959875
BA3394	0.0661896243291592	25.0992123120214
BA3395	0.0422832980972515	26.164953144487377
BA3397	0.075947308505448	42.49803859219085
BA3399	0.0395186209139697	9.217550243661025
BA3400	0.0580582208489185	20.49932304808881
BA3403	0.0650512278419255	40.07256786518545
BA3405	0.0551309155960318	18.77385346724309
BA3406	0.0336640104081964	22.99494518688369
BA3407	0.0696048137908603	25.57381689341782
BA3408	0.0510652138559115	16.372140642588597
BA3410	0.0391933647747601	20.956953686492668
BA3411	0.0159375508212717	23.686174665300918
BA3412	0.0541551471784029	30.806279236788768
BA3413	0.0362660595218734	20.1099448245558
BA3415	0.0870060172385753	58.24596658054627
BA3416	0.0518783542039356	19.695638462196776
BA3417	0.0491136770206537	22.196288192458372
BA3418	0.0679785330948121	32.63184933979395
BA3421	0.0271588876240039	7.884860177730484
BA3422	0.0375670840787119	16.531991048470882
BA3423	0.019190112213368	22.056976272015444
BA3427	0.0694421857212554	24.97543818115768
BA3430	0.0300861928768905	9.925872127763904
BA3431	0.0494389331598633	16.4322603052081
BA3433	0.0406570174012034	16.497331140038252
BA3434	0.0585461050577329	19.549469421478744
BA3435	0.0600097576841762	26.26993630818124
BA3436	0.0442348349325093	18.030821688180044
BA3438	0.057570336640104	32.097233187234345
BA3445	0.0922101154659294	21.016117689995312
BA3446	0.0821271751504309	11.215195744897262
BA3447	0.0087819157586599	3.2625258891737285
BA3448	0.0455358594893478	20.46619821409374
BA3449	0.0517157261343307	27.228714859707505
BA3450	0.0696048137908603	26.141088273719884
BA3451	0.0456984875589526	19.54939345148004
BA3452	0.0913969751179053	20.50716139930494
BA3453	0.04358432265409	14.797701231567332
BA3454	0.1014799154334038	38.03237898772129
