	IDH2	PTPN11
BA3295	8.38100696139026	6.75483486169623
BA3283	8.01965582601105	6.38023120196824
BA3390	7.18154554634955	6.2171644897831
BA3275	8.68106286594684	6.96156655492073
BA3136	7.50539293842063	6.70476093745623
BA3190	8.03197078783115	6.24185782368877
BA3234	7.45963779857083	6.17903573796561
BA3087	8.67155422607777	7.23894729675129
BA3454	8.23886821722062	6.87337102503918
BA3302	9.01306871894599	7.47952389617521
BA3117	9.1314039045803	6.96703229824418
BA3083	7.77846043065093	6.66342584742563
BA3266	8.04934885751887	6.837182643361
BA3175	7.73200199894925	6.76476869070353
BA3268	8.48407580140491	6.92625028034322
BA3229	8.03197078783115	6.81329812446179
BA3353	8.68106286594684	7.29077391107671
BA3312	9.36044459889599	6.76777472760262
BA3119	8.78717245605116	6.72062167573975
BA3138	7.65513327960109	6.30235584618443
BA3219	6.87788091401863	6.01745471553114
BA3388	7.6160759273921	6.64358377452482
BA3357	8.72037345844597	6.54766219361137
BA3351	8.41846114844672	7.06807720975175
BA3208	7.31039812260742	7.05647487229206
BA3310	9.04860912314158	6.8005248227196
BA3200	8.33560901482561	6.65737778697747
BA3325	7.62683244469809	7.07626127790368
BA3146	8.05801802157941	6.99030175438279
BA3211	9.04501990946176	6.85271739062875
BA3237	8.28311530497155	7.45053981568106
BA3130	7.29515347515493	6.18074633883084
BA3376	8.15090969693391	6.70026474055664
BA3137	8.43037965011906	6.81145766315316
BA3300	9.14833321497193	7.84883391972247
BA3375	8.63341745058943	6.8446685918264
BA3249	8.83544161006383	7.31579076602089
BA3385	7.76466876898383	6.85580435382138
BA3242	7.93658206656699	7.01759724929549
BA3446	7.38062061343463	6.25179190765508
BA3416	9.12586826213153	6.79989991305165
BA3123	8.07424285809521	6.83151108322253
