	TP53	IDH1
BA3283	4.76674888665219	4.52802366345833
BA3390	5.34118303710199	6.48606087387678
BA3275	6.32590234144832	5.95983280142242
BA3136	6.5835484694239	6.95277524354107
BA3190	4.91158461915654	3.77167081659145
BA3234	5.9027386298111	7.38666974161584
BA3087	7.42202383501609	7.023488210081
BA3454	7.2925108116234	7.90342171341614
BA3302	7.58759859001841	6.22020638596937
BA3117	7.35390839708449	6.29962436721057
BA3083	6.26033254809805	7.1646982323911
BA3266	6.52120608932454	7.13433489569232
BA3175	5.8625242189267	6.58201675131977
BA3268	7.34370807957505	6.01912446509313
BA3229	6.73467335194796	5.89918966262517
BA3353	7.34734759358865	6.21363363803942
BA3312	7.11817234858432	7.07025966230358
BA3119	7.49457772487061	5.61255399082521
BA3138	4.92243921737633	4.09314534792602
BA3219	6.14458786712028	7.40510623344956
BA3388	5.34047969998426	4.60437364883205
BA3357	6.87403385388121	5.97400576389771
BA3351	6.44710159988793	6.82369230677028
BA3208	6.7831717134386	6.47077724815555
BA3310	6.02657524046515	5.16463165990358
BA3200	7.51299557490928	6.14502031934272
BA3325	4.95195453348281	5.51500276467509
BA3146	6.79754404909056	7.13831231065164
BA3211	7.07770710445007	6.45249909303564
BA3237	5.46883804276646	4.78751391876221
BA3130	5.8309436081772	6.78491577385659
BA3376	7.06885426902192	7.68775219309565
BA3137	6.3931237186825	6.43000064848533
BA3300	7.25440312060941	5.75454478360845
BA3375	6.90161368403515	6.3544519231975
BA3249	5.51912136607038	5.2440093257159
BA3385	6.72296106322052	7.09119041085949
BA3242	6.60579006500373	5.9610279397687
BA3446	6.00513768153823	6.49002795768883
BA3416	7.48382605156173	6.56633757408764
BA3123	6.52477924694933	5.05648239319286
