	KRAS	PTPN11
BA3390	5.8942267048754005	12.885807017959875
BA3394	8.033118159006722	25.0992123120214
BA3395	3.769186565427852	26.164953144487377
BA3397	4.759826568726875	42.49803859219085
BA3399	6.278301139417368	9.217550243661025
BA3400	19.501331024206024	20.49932304808881
BA3403	8.49933292625693	40.07256786518545
BA3405	5.624198103793235	18.77385346724309
BA3406	5.206971668475203	22.99494518688369
BA3407	4.594359143394704	25.57381689341782
BA3408	8.682353907231443	16.372140642588597
BA3410	5.336359935729547	20.956953686492668
BA3411	4.18334896658688	23.686174665300918
BA3412	4.603360873193132	30.806279236788768
BA3413	3.276697919196609	20.1099448245558
BA3415	7.341235630068831	58.24596658054627
BA3416	2.9388501552809694	19.695638462196776
BA3417	5.202706457426862	22.196288192458372
BA3418	7.988219236730867	32.63184933979395
BA3421	3.598886171372159	7.884860177730484
BA3422	6.756364609592079	16.531991048470882
BA3423	5.94736229936981	22.056976272015444
BA3427	7.427216422534402	24.97543818115768
BA3430	1.9432698018229484	9.925872127763904
BA3431	4.571186102498228	16.4322603052081
BA3433	9.418955023961924	16.497331140038252
BA3434	5.307277294285972	19.549469421478744
BA3435	4.544835648514731	26.26993630818124
BA3436	3.3148311019687493	18.030821688180044
BA3438	4.415185073931623	32.097233187234345
BA3445	5.371888209944228	21.016117689995312
BA3446	4.274369803895466	11.215195744897262
BA3447	0.9133425859942574	3.2625258891737285
BA3448	4.072852280864554	20.46619821409374
BA3449	7.284469621586869	27.228714859707505
BA3450	12.601859619236812	26.141088273719884
BA3451	7.728148285995978	19.54939345148004
BA3452	7.37975442395452	20.50716139930494
BA3453	8.72789477373948	14.797701231567332
BA3454	9.607669797555328	38.03237898772129
