	SMC1A	NRAS
BA3283	5.43005944446936	8.04414638908848
BA3390	5.6705066725732	7.48695721637732
BA3275	6.62245620960063	7.32217874930828
BA3136	6.58727608652663	7.12340588419214
BA3190	5.04068213537324	7.66132793104992
BA3234	6.29503336143835	7.18320770184298
BA3087	6.91521402329812	7.03474280183588
BA3454	7.21300808308282	6.88364306076419
BA3302	6.68698956921182	7.00642277827321
BA3117	6.8194770973329	7.25976697827341
BA3083	7.42202383501609	6.76898394569665
BA3266	7.01271335596315	6.95411223232461
BA3175	6.25354722820146	7.40609048790591
BA3268	7.01472936087095	7.09119041085949
BA3229	6.42624085513256	6.69247942029726
BA3353	6.67058412961645	6.70809549173072
BA3312	7.32880266743386	6.69465878054587
BA3119	7.09190952990899	6.93292476022611
BA3138	5.70836568128015	7.41990509181254
BA3219	6.06761730216539	6.88098331936924
BA3388	5.90117839370987	7.19903013947942
BA3357	5.81726345497192	7.25790347094091
BA3351	7.13671405241938	7.55633666761795
BA3208	6.49002795768883	6.88802086010583
BA3310	6.88162153716975	7.38848640256579
BA3200	6.42624085513256	7.04988485075939
BA3325	5.11604418341834	7.71867822819813
BA3146	6.52988298875597	7.11145591609312
BA3211	6.61925110660737	6.88430660085161
BA3237	6.50103892537921	6.73527749858946
BA3130	6.37975842200095	7.31484141146978
BA3376	6.47376016789819	6.69080762366511
BA3137	6.71667600372627	7.17761745050204
BA3300	6.59949061589029	7.22127084858972
BA3375	7.49565796423242	7.31758513982701
BA3249	4.838289154604	7.70582137825133
BA3385	7.12040364606583	6.92898560318184
BA3242	6.56890360423702	6.72355108630667
BA3446	6.77952101227859	7.02624764830014
BA3416	6.69027313849037	6.99175546936536
BA3123	6.05279557201734	7.17197273809379
