	DNMT3A	TP53
BA3332	1.8725763617798548	6.25653214657412
BA3333	1.1748465548673048	5.692624350807811
BA3334	0.0874879546711472	2.1330637647598447
BA3335	1.3791847557823955	2.801851912072096
BA3339	0.6816983425548611	5.922770442356887
BA3341	0.0992171188373203	0.6608588373571984
BA3345	0.1882478687325217	2.924949411938865
BA3347	0.0793081425722057	3.616719109221729
BA3351	0.3767988798133077	8.614564853936525
BA3352	0.2441699598087771	5.280276120889902
BA3353	1.573201875235866	13.472213887054126
BA3357	3.182234794031143	10.146071922479312
BA3362	0.367298106114524	11.357770474075744
BA3367	0.468206268930404	1.8547931723671427
BA3369	0.7189140278030713	11.977269448540548
BA3371	0.3911707268286983	1.575778728882254
BA3373	2.4270778986899404	16.32544589028262
BA3374	0.1736769107583531	4.875487867921422
BA3375	0.4157910061042422	4.179687728436753
BA3376	2.587745454093571	9.478785062539664
BA3379	0.5875948555881614	10.754390475523389
BA3380	0.3636938974279577	3.250882412402792
BA3381	0.2705984129882083	12.256402214427588
BA3384	0.3928863086554694	10.406444775902456
BA3385	0.3568143983749653	6.497014294028218
BA3386	1.9497978949432675	12.258859751889808
BA3388	0.6371076022783089	2.0373395330261705
BA3390	0.1972813536342707	2.7604390962272407
BA3394	0.5790544948291578	6.443195392242973
BA3395	0.1474578939999843	4.2761944339420985
BA3397	1.9169014583899533	5.668096908764594
BA3399	0.1115975023665588	0.9948656740547308
BA3400	0.260553953633249	3.228250134696544
BA3403	0.4718327508913635	11.409542625883178
BA3405	0.7026056745282946	9.666107570691675
BA3406	0.4914363116068612	6.294531723364698
BA3407	0.0816258011323548	2.249300581821931
BA3408	0.4422947939992025	2.022710252464818
BA3410	0.3007432512975378	2.027435693949719
BA3411	0.4276105326232634	11.09440814198713
BA3412	0.9399164494533891	9.682942990085344
BA3413	0.7761283990244846	15.174055598229884
BA3415	0.805013616849289	1.5075778560340645
BA3416	1.131804859197465	9.37795349374526
BA3417	0.4334518624957957	8.003175796747339
BA3418	0.5450125383258861	2.663966809245466
BA3421	0.0928301259362801	1.5486355505826397
BA3422	0.7787122927717289	3.2350972315890703
BA3423	0.3137561136635265	2.956341602296696
BA3427	0.5557356852906213	5.039461368933654
BA3430	0.0859224317649399	1.470529567249394
BA3431	0.1980508370410119	0.6644513682173385
BA3433	0.3218101173604146	1.2684362494077317
BA3434	1.8010545072872437	6.952150884828426
BA3435	0.3518001604734708	6.96312226778798
BA3436	0.715050361453989	10.73128274253199
BA3438	0.6787067187657545	6.692067349966411
BA3445	0.2083692683665713	2.8596162690741727
BA3446	0.5461630899368397	6.762725766577692
BA3447	0.4979278293894679	2.1685373915589192
BA3448	0.6232957528729896	9.295582216231727
BA3449	0.1511482243319365	7.364819549745412
BA3450	0.5264935101688636	1.0306684467942244
BA3451	0.2265887147247246	8.911989992451932
BA3452	0.5440027208658725	1.828817571309321
BA3453	0.1025448915257053	1.637528591477676
BA3454	0.5503671457682342	18.16516241952004
