	NPM1	MLH1
BA3339	626.678045270493	0.0295535714285714
BA3341	421.7995890299875	0.0186891233766233
BA3345	298.4684129107943	0.0177353896103896
BA3347	367.6588013590879	0.0192370129870129
BA3351	1141.2728330008597	0.0607711038961039
BA3352	1009.48292692605	0.0282345779220779
BA3353	1102.8245627294202	0.0592816558441558
BA3357	1504.124385620915	0.0535511363636363
BA3362	500.0933792849923	0.0827719155844155
BA3367	537.7630320256033	0.041351461038961
BA3369	1465.514607626894	0.0615422077922077
BA3371	1014.8823431778004	0.048226461038961
BA3373	1409.1702353481785	0.0638311688311688
BA3374	414.51261856879495	0.0283725649350649
BA3375	542.9281467101315	0.0329261363636363
BA3376	832.1562503986981	0.0414042207792207
BA3379	1381.0621631608255	0.0397199675324675
BA3380	994.131580493791	0.0309537337662337
BA3381	1165.540186450207	0.0750081168831168
BA3384	614.6547345886245	0.0468912337662337
BA3385	696.60522178433	0.0445616883116883
BA3386	1311.4488388556415	0.0596225649350649
BA3388	571.5370032166161	0.029025974025974
BA3390	441.3767632192111	0.0253936688311688
BA3394	1971.1116355006295	0.0607995129870129
BA3395	648.7028949491017	0.0292167207792207
BA3397	343.99908085329525	0.0321956168831168
BA3399	303.15185061656314	0.0162053571428571
BA3400	626.43397754856	0.0202719155844155
BA3403	1201.5489590327447	0.0626298701298701
BA3405	396.6592348508193	0.0290137987012987
BA3406	639.8543728355419	0.0331615259740259
BA3407	657.9142688009858	0.0316233766233766
BA3408	537.8256037723609	0.0175365259740259
BA3410	487.2527660195591	0.0187215909090909
BA3411	1109.4962852678982	0.0440949675324675
BA3412	804.5130972634437	0.0972443181818181
BA3413	1296.2348854452173	0.0496185064935064
BA3415	837.5896348464944	0.0741680194805194
BA3416	958.7217587267608	0.040965909090909
BA3417	1049.5468800715762	0.0367288961038961
BA3418	902.6669824032176	0.0200527597402597
BA3421	243.30442046849072	0.0176461038961038
BA3422	1287.6257360644838	0.0229951298701298
BA3423	1301.742594560405	0.0263758116883116
BA3427	444.87211037047854	0.041976461038961
BA3430	237.22518926677367	0.0216680194805194
BA3431	356.34041291079427	0.016765422077922
BA3433	757.5797036118004	0.0164488636363636
BA3434	1268.914612892414	0.0448133116883116
BA3435	1166.2782179622332	0.0302069805194805
BA3436	1226.9900517577862	0.0306493506493506
BA3438	1213.4320555798831	0.0398660714285714
BA3445	1300.746105321202	0.0704991883116883
BA3446	543.7477859950156	0.0419683441558441
BA3447	612.0209696340626	0.0171185064935064
BA3448	729.6131623391016	0.0340990259740259
BA3449	1193.0168362012575	0.0417410714285714
BA3450	695.7256534001525	0.0079423701298701
BA3451	396.52403117684895	0.0415543831168831
BA3452	1152.029653159582	0.0265016233766233
BA3453	634.8876040480708	0.0226826298701298
BA3454	1521.3874292966152	0.0839001623376623
