	TP53	NPM1
BA3385	6.497014294028218	697.8763984171005
BA3386	12.258859751889808	1313.0847716202557
BA3388	2.0373395330261705	572.69012552912
BA3390	2.7604390962272407	442.02657546613904
BA3394	6.443195392242973	1974.1185533877187
BA3395	4.2761944339420985	649.751488833747
BA3397	5.668096908764594	344.5770725549662
BA3399	0.9948656740547308	303.9438205830995
BA3400	3.228250134696544	627.4895389697099
BA3403	11.409542625883178	1203.178916297702
BA3405	9.666107570691675	397.5806316460965
BA3406	6.294531723364698	640.7451288538574
BA3407	2.249300581821931	659.1401152575726
BA3408	2.022710252464818	538.8760489141894
BA3410	2.027435693949719	488.2537777669656
BA3411	11.09440814198713	1111.4507390107965
BA3412	9.682942990085344	805.3595533498758
BA3413	15.174055598229884	1297.859179249312
BA3415	1.5075778560340645	838.7332857598512
BA3416	9.37795349374526	960.8932040199592
BA3417	8.003175796747339	1051.2310408861642
BA3418	2.663966809245466	903.5299480475952
BA3421	1.5486355505826397	244.15872378728167
BA3422	3.2350972315890703	1289.0351154467853
BA3423	2.956341602296696	1303.712126372468
BA3427	5.039461368933654	445.62853219589465
BA3430	1.470529567249394	237.80027246630655
BA3431	0.6644513682173385	356.7365142693416
BA3433	1.2684362494077317	759.0118541764652
BA3434	6.952150884828426	1270.9101515323528
BA3435	6.96312226778798	1168.0645601885635
BA3436	10.73128274253199	1229.0829346351168
BA3438	6.692067349966411	1216.0140622888252
BA3445	2.8596162690741727	1302.593040486115
BA3446	6.762725766577692	544.7867245657568
BA3447	2.1685373915589192	613.0822104910341
BA3448	9.295582216231727	730.5797618082247
BA3449	7.364819549745412	1194.741485157614
BA3450	1.0306684467942244	697.0745030463246
BA3451	8.911989992451932	397.0064256637312
BA3452	1.828817571309321	1153.8064651280972
BA3453	1.637528591477676	635.8014680203485
BA3454	18.16516241952004	1523.4491471912725
