	ABL1	SUZ12
BA3318	0.0297746935832732	3.445776131349413
BA3319	0.0158723864455659	4.635367304871829
BA3322	0.0114095169430425	3.037008214616592
BA3324	0.0199585436193222	5.668386387468519
BA3325	0.008613914924297	1.7547584248602863
BA3326	0.0136049026676279	2.6557445139434845
BA3328	0.0238320115356885	4.695321371238923
BA3329	0.0240699351117519	3.8669366864691184
BA3332	0.0214257390050468	5.024897487219014
BA3333	0.0258345349675558	3.226633719888207
BA3334	0.0063284066330209	1.2642809596927764
BA3335	0.0219340302811824	1.6537068159127513
BA3339	0.0081434751261715	3.724608993248218
BA3341	0.0315843547224224	1.8059383780760985
BA3345	0.0086535688536409	1.7519230980688434
BA3347	0.0091204037490987	1.6048570401002025
BA3351	0.02288752703677	5.215128139173472
BA3352	0.0120475847152126	2.1148861346894616
BA3353	0.0246917808219178	4.3179617130186445
BA3357	0.0200486661860129	3.8490114985059223
BA3362	0.0155894015861571	3.349392607592187
BA3367	0.0081957462148521	2.878799856228966
BA3369	0.0196160778658976	4.649483150766225
BA3371	0.0122458543619322	5.084866242016681
BA3373	0.0306218457101658	6.631599561757495
BA3374	0.0103550829127613	1.915768651629216
BA3375	0.0152433309300648	1.9803123268839653
BA3376	0.0162545061283345	2.844257906636713
BA3379	0.0181542898341744	4.421266176029636
BA3380	0.0142591925018024	1.6561205351354766
BA3381	0.0167501802451333	6.868431088107999
BA3384	0.0072999279019466	2.527745547170815
BA3385	0.0116690699351117	2.751520608873323
BA3386	0.0239509733237202	4.382552386359606
BA3388	0.0093096611391492	2.118816848691232
BA3390	0.0079866618601297	2.26720270278622
BA3394	0.0117916366258111	3.3950238282353484
BA3395	0.0144935111751982	1.4080492322903309
BA3397	0.0168493150684931	2.3359640570725846
BA3399	0.0047422494592646	1.6285860154833292
BA3400	0.0321106705118961	2.762075732645821
BA3403	0.0235742609949531	4.832645987788951
BA3405	0.0131092285508291	2.2978717324923443
BA3406	0.0152865897620764	3.059599903123702
BA3407	0.0167718096611391	2.4210204292323354
BA3408	0.0113987022350396	1.52621207640629
BA3410	0.015310021629416	3.14202021257542
BA3411	0.0167411679884643	3.5339209204010724
BA3412	0.0209841384282624	4.293846130868088
BA3413	0.0226099495313626	2.678350905858641
BA3415	0.0468709444844989	8.344403912270149
BA3416	0.0243979812545061	3.8583572144300606
BA3417	0.0155136986301369	3.469971247043444
BA3418	0.0136211247296322	1.6410165533431285
BA3421	0.0068943763518385	0.7378329029196052
BA3422	0.025726387887527	2.38496692241196
BA3423	0.0239113193943763	1.8544197867911776
BA3427	0.0089401586157173	3.6879188125735456
BA3430	0.0045998558038932	1.428601231548692
BA3431	0.0114131218457101	1.2434431284944238
BA3433	0.0253460706560922	1.8538258864110355
BA3434	0.0106434751261715	3.2004817752934134
BA3435	0.0162527036770007	2.9621926707820454
BA3436	0.0194935111751982	2.6270014713542023
BA3438	0.026249098774333	2.2641094026027804
BA3445	0.0117375630857966	4.260001253989701
BA3446	0.0113987022350396	2.2094357383176404
BA3447	0.0030984138428262	0.8065223780057897
BA3448	0.0086860129776496	2.8457177283663917
BA3449	0.0130155010814708	4.063980582041533
BA3450	0.0171034607065609	1.917693346621952
BA3451	0.0128244412400865	2.672323349006122
BA3452	0.0115663302090843	3.137589070243689
BA3453	0.0135562364816149	1.484231117994674
BA3454	0.0264077144917087	5.986194327840045
