	PTPN11	RAD21
BA2354	27.095243432620222	12.00451486898158
BA2355	28.38735945750639	20.65281023706665
BA2357	12.19949693229595	11.108352146056484
BA2360	17.5735034231662	8.805045872014531
BA2361	15.736424512490592	12.820670415669928
BA2363	7.3033212222808	3.870061482063049
BA2369	17.51039441139099	12.850566536925276
BA2374	22.40617777937685	9.087586819222311
BA2375	20.87206313122356	7.831872915187479
BA2376	14.73696075905255	8.201038447211358
BA2377	56.988741119585946	15.515745904212263
BA2379	14.2605358780457	8.82297591175788
BA2385	15.9001120635316	9.25356836754013
BA2386	18.71535873465833	10.908254139241263
BA2387	18.12250880428911	10.729442600106111
BA2394	24.469601260335928	11.860730450178448
BA2399	16.904555001239643	9.462752231839673
BA2400	33.63200594550555	17.491428972560485
BA2402	21.70324629391715	8.029770309000423
BA2405	9.100792336674967	6.783514065467473
BA2406	17.82816007822995	4.789139318834035
BA2409	16.29375622363415	5.9648479891895
BA2410	23.596659384354837	12.216570162803489
BA2412	12.137813809796492	7.434423162851566
BA2413	21.05224232672534	7.014678596936963
BA2414	23.349309244236707	7.232459983658254
BA2415	8.984070955203252	11.629542912695369
BA2417	12.270477073849374	6.087635035150938
BA2418	10.111819360859618	5.170131502585171
BA2420	17.04322984051619	9.57814254684074
BA2421	17.112086130843036	32.82849295268981
BA2423	14.830693302761253	7.4386621718513055
BA2425	26.81439645289756	7.4966187289404544
BA2426	14.6887218048444	5.078771875409028
BA2427	13.203350202140005	6.27947651756106
BA2429	13.885097753812143	8.178058606915211
BA2440	29.80936471999719	16.32951560083481
BA2441	41.50471871701896	8.542129804765835
BA2442	21.30032633561693	14.204882194839056
BA2446	17.23831681496286	10.364804794975528
BA2449	27.270894277896847	14.089617863871435
BA2450	17.891294519534323	6.47225667494796
BA2452	25.78173682741561	8.272702521925646
BA2454	35.41917436013228	6.942160543769251
BA2455	12.375452361398644	7.8038560766564276
BA2456	14.09237807271488	7.882438568555351
BA2459	13.594127000583486	9.797272940458363
BA2461	17.820350143922077	8.219969197680816
BA2463	8.57460656098495	12.690477923250375
BA2464	18.745323554263607	8.325017469373892
BA2469	16.132452295663036	6.430379507824933
BA2470	18.268118383788824	5.793494776867308
BA2472	12.66426899861456	6.274127828022683
BA2473	17.639401643995793	10.464200233436472
BA2474	12.088986615383838	8.453590141912928
BA2477	27.90380716097536	14.454241798469251
BA2479	9.06853194700168	8.334742963888607
BA2480	15.24397502944484	7.023019041158557
BA2481	7.960993949896547	5.147954855206522
BA2482	19.0233231637945	9.673974306294848
BA2483	23.22264853955544	13.30799648435604
BA2485	17.055978788879546	7.764965016349434
BA2488	18.77808934875976	9.955539364023684
BA2489	14.508873336495364	9.378517373509853
BA2492	23.63457575454264	7.464666356901334
BA2494	27.91420931790605	11.2361552416597
BA2496	11.399676017741184	6.263368166361607
BA2497	15.612483715841416	11.770026231771718
BA2499	21.457586308448946	14.879974384025108
BA2500	23.138866635530075	7.521231245992113
BA2501	27.833890878616558	12.62601078055385
BA2502	15.548455223976305	9.310906556965936
BA2505	22.69831014365209	7.223980123328793
BA2507	13.273383072831717	3.825761168013304
BA2510	16.669318455579262	10.624600112642494
BA2511	7.663551368635486	5.903836931663234
BA2512	18.55404802224241	8.148040889126415
BA2514	14.1127716506682	9.82159563378448
BA2515	13.656362083325709	10.264101693684571
BA2520	10.18459988094212	5.918793888432724
BA2521	22.854875728416364	9.910091896864747
BA2523	17.466454904239125	8.833513249971563
BA2524	15.143161519049126	7.699731455993478
BA2525	10.739344125649188	8.770496731111479
BA2526	16.511510597344866	17.08355327657949
BA2528	14.604392734699395	10.95619152241139
BA2532	27.09788474706269	17.277575819534
BA2534	26.77316300242771	8.677937913221355
BA2538	19.34789198139	10.913820694522553
BA2539	15.054660968382327	13.978502747180436
BA2540	12.01969277063214	4.592253604891722
BA2541	16.52564398579619	7.417264627916515
BA2545	20.94124669628399	9.368149045066335
BA2546	18.99909180138973	6.906706856278332
BA2552	16.970131640737755	12.480830817711963
BA2559	14.081354688308627	9.529928027515686
BA2561	8.225056123389484	6.750879843314633
BA2563	17.33397336920926	5.624974228062305
BA2564	13.974435996557515	6.846327704749135
BA2567	6.532230302726126	9.314424545325542
BA2570	22.38622147123564	17.334215847491553
BA2575	10.361376185477951	5.477289467005744
BA2577	20.382387269777333	7.43704400808223
BA2579	18.172941762715816	10.763658341093915
BA2583	25.543482158502837	9.890591627699177
BA2584	21.881435806884262	6.499434090328587
BA2587	21.078892020464146	7.206419255062711
BA2588	15.34775428213297	7.474967556882667
BA2589	17.98440359990241	9.229416269372235
BA2592	19.84405027987057	19.169117856989924
BA2593	0.8090165245861867	0.5499673904738163
BA2594	21.525920477694164	9.139083579125286
BA2595	13.4174683952318	6.547667946907218
BA2597	19.51682683095491	4.217510422821092
BA2600	12.611281705199705	9.353896237028234
BA2603	19.616353351392544	9.768311999403744
BA2618	21.562852645082295	15.46445402601978
BA2619	16.276085827293198	10.24348484377864
BA2620	23.94293881406372	10.216901742287613
BA2621	14.867078915259968	7.688498948557723
BA2622	17.89404725424126	11.856726789983709
BA2623	32.422525972432204	13.446594472046977
BA2629	12.182439062832351	8.594657614716793
BA2631	17.90739322912705	8.41576670737534
BA2634	18.21284933426878	5.922645896258479
BA2636	18.568704808257376	7.065038505416176
BA2639	21.352582026728825	10.010161068121263
BA2644	13.954630838917565	5.2597819078544354
BA2645	21.812898951451057	9.463742795285215
BA2646	24.75015114655788	10.03274456794311
BA2649	23.86929555054728	8.712169545197561
BA2651	15.009905620802682	5.018140227249536
BA2653	35.09770771441234	9.771089494494756
BA2655	47.73960715416454	30.556439747727115
BA2656	12.23115155921837	5.318476119902994
BA2657	19.747502000537104	13.558121784268703
BA2658	20.77431422918143	4.654695657476833
BA2659	20.045090782808657	16.718520678385307
BA2660	16.149795869705212	7.836327552343412
BA2662	12.045959777225177	5.873299561545402
BA2663	12.517918211428482	8.080320855742233
BA2667	14.667596859550976	7.957563016351409
BA2670	17.34966639725265	10.815173782482145
BA2674	17.279843318133707	5.586960032133701
BA2675	20.317910549967007	8.80433163554737
BA2676	18.58694648390418	14.295097086991808
BA2677	18.577054779483333	7.976881058970531
BA2681	15.08682239640497	8.780910687229923
BA2682	19.076647524486	7.710059959218154
BA2685	25.10516765487928	15.721198305823696
BA2688	9.067482526668442	9.136700966465709
BA2691	26.73737220376769	9.81666764700157
BA2694	9.024019039461352	6.213926440467708
BA2695	11.2404092343823	3.385600384087774
BA2697	6.301040978737351	3.914813236169825
BA2701	10.946437653909962	6.208919627119961
BA2704	16.147071205521367	7.709101855865436
BA2705	28.16912357988325	7.11128981908457
BA2707	28.354258823419137	7.130671220290234
BA2709	11.834087074751764	6.946880022044021
BA2712	16.42029670010793	8.715074617421482
BA2714	18.259052411644547	11.947381290035214
BA2715	20.1361962674606	7.9908424818815
BA2718	23.29369020548985	8.743801897061989
BA2720	12.589995425491171	12.623245416287624
BA2721	12.82643796424119	7.824177092542211
BA2722	36.40377693251484	21.156102406265585
BA2723	30.19932116231609	10.375714600574018
BA2724	12.29033845001848	5.450778898354078
BA2726	13.818725538291096	9.224656526294682
BA2727	24.61424804261353	7.2063798654766975
BA2728	21.026768820896308	11.6589570980474
BA2731	10.348587303927951	3.825267336455325
BA2733	8.96480318961342	5.937480129183587
BA2735	12.472768491152266	8.716166676984766
BA2737	12.376501451202138	8.059068369130218
BA2742	18.999517616112165	9.60144734897058
BA2744	3.972428680531728	3.4684355266186118
BA2746	16.354079014101362	7.599745388967682
BA2747	13.21286567892482	7.651377512409418
BA2748	24.58902716946228	12.55875252888568
BA2751	13.92309366783434	6.631137259735903
BA2756	11.95978241621635	8.313613699099756
BA2758	9.074373932385482	8.358962769112686
BA2760	27.842394785774225	13.39521223098779
BA2762	15.494298472230904	6.784312013608401
BA2764	10.123036663951495	15.078263588638512
BA2765	17.255788926560026	7.699253392049299
BA2769	14.114069903809089	9.361756841663468
BA2772	9.214550366533244	5.990000228879067
BA2775	18.18390614086486	11.231430347123924
BA2776	21.07864268018424	6.300427536036851
BA2778	11.051841624231852	4.436186959369814
BA2782	14.017978111035076	8.015532388218636
BA2786	18.56146342152403	8.750798721553965
BA2787	5.728153752635701	8.772402732286627
BA2789	23.09779193452756	12.690204036147708
BA2791	20.34342406980938	10.013093916294787
BA2792	11.65470263502648	9.349854225229196
BA2798	16.931625688947495	11.320668917283385
BA2801	7.134981041288424	12.300105653747424
BA2802	21.039563120997773	11.674453813334097
BA2804	11.705154389579103	9.948183462781904
BA2806	20.0582471817414	9.239625565942395
BA2808	24.08299046294555	6.253328628485094
BA2809	25.421071006514072	9.480771579524577
BA2811	22.694716050439283	7.8572391190129185
BA2812	11.366252530998253	9.580850470658854
BA2813	13.26185634034608	6.871862217728357
BA2814	11.078194670442564	10.50067506991098
BA2816	14.79225518895096	7.879227320258685
BA2817	19.255577896687427	8.567011899482022
BA2820	17.60046886126625	7.037460506740012
BA2821	41.38697743446033	17.60763100096741
BA2822	27.94999463915676	10.567069438748083
BA2824	15.698469004065108	4.683691483393542
BA2828	16.62048013308828	9.433810687478156
BA2829	23.16697090575833	7.568162408320408
BA2830	10.54731633196385	5.473336416357746
BA2832	21.6788491811367	9.992879451805464
BA2836	12.468306580047503	6.428689543614687
BA2837	22.898407857056828	7.69629748433335
BA2839	31.642496415707715	10.702870709793087
BA2840	20.531917229600012	14.098907636349963
BA2841	17.333596721579227	10.86633082856018
BA2842	9.895489999364507	8.122653245216734
BA2843	10.858547637453205	9.97163363501163
BA2844	17.590131498344554	9.285825149104296
BA2846	18.50294150486064	7.114886095215292
BA2850	13.43052749037221	5.097039701059529
BA2851	25.04537941152953	7.930079634666398
BA2852	9.456579436181348	10.733105482199862
BA2855	17.107630110616615	10.412020171563372
BA2856	12.066697755388164	8.123417456297645
BA2858	12.633864070958204	11.732022768469532
BA2860	14.530015277964637	9.580156560415908
BA2861	17.408068930780058	5.739678316914184
BA2865	16.238963350670986	6.786711420764503
BA2866	21.19259899057649	13.570153734926146
BA2867	17.232068759781303	6.5776794410019725
BA2868	23.494536189676637	9.41411842427432
BA2870	23.69065911934278	15.218174085191572
BA2871	23.15316795763132	8.517910766576021
BA2872	18.935171480130546	12.738415912342797
BA2876	13.157898270250502	7.948332469106371
BA2879	15.50509527096519	8.7832317062327
BA2880	19.49215324075317	14.20169997994761
BA2882	16.603411924717445	7.158452857080666
BA2883	28.20025393371597	13.323673284159556
BA2885	20.57041289985666	9.1437329828171
BA2887	27.307116773219036	10.013956036977431
BA2889	0.0893690876800253	0.0526682049279554
BA2893	12.4974117886675	7.428524101497821
BA2901	8.975530107617864	6.693510757997804
BA2902	9.87114034234456	9.897790129229035
BA2903	5.87011599834422	8.231738411041828
BA2904	20.70134617274038	10.079079666847052
BA2905	22.33801212442174	11.079928175686486
BA2906	21.176416117737062	9.756131041333148
BA2908	23.172251086718955	12.743765720614595
BA2909	11.488674564864946	6.922166908194905
BA2910	26.26349101086416	9.025651262817592
BA2911	20.84783277632227	11.157070639231096
BA2914	15.0156201416248	6.029033683775086
BA2915	2.41314672352659	2.432698412466443
BA2921	17.458656163590284	4.687694470296719
BA2922	19.573904682697663	10.563641838224775
BA2923	9.394341271819846	4.43442129730587
BA2926	19.129719312731364	10.404461026625832
BA2928	17.191069360684157	10.11643727364132
BA2930	14.85937609513198	12.815465943706217
BA2932	19.46477251954371	10.837366964790483
BA2934	9.73098986675119	8.544368841382356
BA2935	9.880445356341776	6.18957415651764
BA2937	17.877732513150956	7.9631102781870515
BA2939	9.710666289915626	4.814820204236246
BA2944	37.64703403612323	10.064472511470012
BA2947	12.357448642886093	6.492174850950838
BA2948	20.4879431817709	16.64618729092987
BA2950	24.919157088502157	7.245089154829005
BA2951	18.133444760407368	5.174473590117093
BA2952	29.64411745650464	16.129897557537284
BA2953	7.163653271429381	5.61233345548178
BA2955	11.13542937935626	4.626903249324755
BA2956	8.523238456781499	5.528563793050033
BA2962	24.054892956713843	10.754058816270438
BA2970	15.990249149514993	7.655852368698684
BA2972	17.627225547010358	4.875855602823917
BA2976	17.773117510802155	6.668422614850322
BA2978	14.603788957143514	6.517289850731646
BA2981	18.564359098703868	6.277416724940326
BA2984	14.452361922559325	4.623263901162467
BA2986	21.66198824056716	10.61649522660097
BA2989	24.180054210900927	10.501458838357118
BA2992	23.9380562024542	11.530571617754989
BA2993	13.846655480060836	6.377924762484255
BA2994	16.36308890783346	7.09209433756163
BA2995	14.331090419338244	7.927022872959648
BA2999	20.07089751224206	5.533919986013618
BA3001	17.71418966299346	8.967662310686702
BA3002	25.71013085930307	16.7972457877744
BA3004	15.801966890605236	7.085755351782302
BA3006	12.927507847907451	7.136737262954476
BA3008	0.3007671567538219	0.2984697073842119
BA3009	19.149190049872782	6.894381047571565
BA3010	13.643755520925405	5.412972758144391
BA3011	16.20127100029433	19.55809814346926
BA3013	15.826301965085207	9.247982876855191
BA3023	16.109292041670233	4.0703173877139145
BA3025	21.606626020315527	4.821452582837324
BA3027	11.8217154344046	8.311939681222812
BA3029	11.205176238759671	5.9919030611137964
BA3030	21.666872429973047	11.048257548925138
BA3037	22.454196832329725	7.5162662118315
BA3038	26.722751368914007	13.281945296374737
BA3040	10.393675597393589	14.055834341442273
BA3042	31.91703970845472	10.083466709865757
BA3043	10.557497829345278	7.858543977921846
BA3049	4.158103947463144	12.85756735103648
BA3051	13.618501220020445	10.971059465533544
BA3053	26.569754013053128	13.537613702438962
BA3064	20.81512093293928	6.173738741923538
BA3067	23.49622855930234	7.462077652141978
BA3068	32.6958892019907	10.92123400166833
BA3070	12.2739088603882	7.295000725895216
BA3071	21.66745407747344	10.52390611206101
BA3072	21.744276519892093	8.537634657826874
BA3075	9.78077433217044	5.0177523164792746
BA3076	6.585836267450562	6.436084135633871
BA3077	22.34529503861006	16.521622849251806
BA2040	15.768603175760314	10.369023486536902
BA2160	17.506409372433634	9.025528918383657
BA2303	15.03837826541991	8.486958621868874
BA2353	27.233366359776674	9.912825000169375
BA2516	21.259529388671154	12.22145040127422
BA2590	29.16348122073776	11.020519906011817
BA2647	21.26802428024812	14.01612973269423
BA2891	10.22953782959444	6.276369361840032
BA2924	20.532589760834025	17.079325553908557
BA2971	19.08055261903843	8.74346075786503
BA3036	21.532179511729048	6.274789637985522
BA3059	18.54532868077653	15.366874484849632
BA3073	14.944238120335736	12.639113852233436
BA3078	35.18664561153126	16.694293404719758
BA3079	19.909318281196608	8.381004427762392
BA3083	21.978305936397295	14.810650623264374
BA3084	17.84399375600065	8.931039707541247
BA3085	26.01224963306068	10.595121842708444
BA3087	48.86803170684532	18.36457240150483
BA3089	23.137690705828494	10.809715902166948
BA3094	28.49290823798763	8.270966085411256
BA3095	20.620505966732463	12.881896387377646
BA3098	23.62762660915261	9.590542634787692
BA3099	36.54224908379226	15.955877745803877
BA3103	21.202410683230404	12.263914273744836
BA3108	27.17003893415094	20.79246823882168
BA3109	17.987162225593785	8.027688129345798
BA3110	23.61354936917826	8.592635501023473
BA3114	11.088207106757388	10.589312921282527
BA3116	13.54410492909614	6.607313984515323
BA3117	32.99850340543902	16.365237048266398
BA3118	18.419906314914087	12.705569947122092
BA3119	24.22301068782385	12.810425741677957
BA3123	19.325795422691492	6.382645609230425
BA3124	11.595967067149676	9.284977057831163
BA3126	23.07814911886787	11.412819087950716
BA3128	17.85383423310964	8.810140240962603
BA3130	12.057733345196048	8.426457892847933
BA3133	35.60647067572976	16.356477365148123
BA3135	14.423862792892812	9.496110992875614
BA3136	26.020118488952967	11.243952690380354
BA3137	17.99946922539952	9.02747316791148
BA3138	17.948405734384835	11.423077315635409
BA3139	61.89541159416133	21.45425266023014
BA3141	21.324758045316084	12.966304139588166
BA3142	46.60967367517731	14.091857300176931
BA3145	21.111123300919846	10.354261631048317
BA3146	21.602179497941837	7.933065611315002
BA3149	21.63447056331703	6.029497936530812
BA3152	26.69930441544388	14.817160210145763
BA3153	31.543536116768177	11.934807261655983
BA3154	34.14570005484676	10.37847228212452
BA3156	19.49857490673853	20.914478818740264
BA3157	23.14124354717321	10.776595378268189
BA3158	22.028408728000585	10.1711382617597
BA3162	23.07486636372992	11.237044105692334
BA3163	14.556965582467331	8.312243991569263
BA3164	29.786068872909603	14.73226368307242
BA3167	20.567990490892964	7.282263747764319
BA3169	20.415742448754457	16.814891128842294
BA3171	49.20184704080764	19.46649574711684
BA3173	27.98654696106653	13.476480334718383
BA3174	22.481708707839694	9.1782654338674
BA3175	16.98894756673063	5.595467776707004
BA3176	18.64217401050913	10.516834615247337
BA3177	37.12825353716463	19.33996055650852
BA3178	11.343132947483015	11.331439290758995
BA3180	28.83046345372784	14.02641990095722
BA3181	12.539176864756952	9.503419985420877
BA3182	27.52360362055456	14.978060789083155
BA3183	29.19110257797213	14.519903017517604
BA3185	16.0689464411771	12.291302372484742
BA3186	26.671352579888893	14.913191470830974
BA3187	17.671849707854243	11.349434096297829
BA3189	34.77103318446292	11.932120982129211
BA3190	13.582985218241213	19.097652187768876
BA3191	17.4967395117262	8.862948952022187
BA3192	25.62671641213393	19.90767000833373
BA3194	35.935356555517195	15.667454413013024
BA3195	16.40482357099114	8.708910526307639
BA3197	16.74318582812262	8.465826631517633
BA3199	26.886278539283374	19.909073905218158
BA3200	21.870631329961405	10.909278309870528
BA3202	24.89452366575615	16.823737521829127
BA3203	14.692021043920066	19.44197628482391
BA3206	23.017601304312947	8.41819053439068
BA3207	21.08589263526197	18.366640693630632
BA3208	18.69157945657816	6.102771587580501
BA3210	25.00701142440425	14.175531101627
BA3211	20.94416288181397	8.689275557787132
BA3212	38.42654424973168	18.35884200611968
BA3213	28.595132790427066	13.56965681003816
BA3214	19.227635695526825	10.371187620116046
BA3216	14.3557010442588	9.438854222222687
BA3217	16.74182319835738	11.88035751769358
BA3219	14.358489399213893	11.093733857751708
BA3221	15.472372826909858	8.869172543186263
BA3222	45.00221066210596	23.17656100981065
BA3225	16.252474175634926	11.151218427400725
BA3226	19.63876066105797	9.794689013130396
BA3227	22.406453016091405	9.959340799942916
BA3228	28.892920691148067	16.46223049863661
BA3229	29.721164245602424	14.888690691276398
BA3230	19.80458906416293	10.88702275122798
BA3232	18.64192081999083	10.619888613709852
BA3234	20.17473302052334	13.592360891893474
BA3235	15.371318318553923	7.74587284666574
BA3237	27.98315846822433	9.877675574769016
BA3240	26.53802348143133	18.87188791833453
BA3242	18.60678946129853	5.801530323141875
BA3243	27.182019369641385	7.550988075131212
BA3245	24.70548102610767	10.676015899769338
BA3249	27.04526177937093	6.683662417446377
BA3250	29.723698269728747	11.761587752013284
BA3251	18.96515071718015	7.336191837077552
BA3255	19.530658366366755	10.457541463274575
BA3258	19.25644449572177	13.18937285519026
BA3260	21.71300533111998	20.570341633841405
BA3261	18.19364774393248	10.313149155349263
BA3264	28.724599060108773	17.167519551517515
BA3266	28.79690094170825	15.986410426489345
BA3268	34.215264264099496	33.269145031387254
BA3269	15.204697938644848	9.949139208808512
BA3270	24.530727937607185	17.86849096029282
BA3271	27.916898924965192	13.764132629312732
BA3273	20.44500246613187	7.8145711334608
BA3275	28.412871710293533	14.962094263120866
BA3277	17.164565410884723	10.81707913018485
BA3280	14.365310348195427	8.696961129621478
BA3283	16.69487906533864	12.250071841697912
BA3285	62.17898985108376	25.58677903338585
BA3286	21.368852478931604	9.58094773570941
BA3289	8.671812401369937	5.473680908679123
BA3290	23.97434788088257	18.14242124639833
BA3293	27.98536128377098	16.07744382884652
BA3295	28.37486135458929	14.657653131414444
BA3296	16.547626760789306	16.831911144316937
BA3297	31.61271538032367	16.19473077928634
BA3299	13.91130497298182	8.700308143455324
BA3300	37.73830015271734	8.41754525873113
BA3302	47.58395676045272	17.931316082994414
BA3305	17.9495129193202	13.210384284552964
BA3306	15.822574986127442	11.499892572410136
BA3308	21.61813851587103	13.816117444757213
BA3310	16.233968503775053	7.100560037626962
BA3311	26.322291810625305	14.976188771036478
BA3312	26.274338440187364	19.56142930717515
BA3315	35.11440382264742	36.35478052805157
BA3317	21.33458099470292	11.16052886825041
BA3318	31.470847071104163	27.032917147356
BA3319	22.17690767917441	15.667229116628087
BA3322	19.028309672175208	12.591249945719875
BA3324	43.99440756721232	18.160367263148338
BA3325	18.92294556082813	6.980786815663781
BA3326	23.60399145233129	13.32551613432835
BA3328	22.770125349103125	16.533021042745304
BA3329	36.48269764177509	15.802833118921944
BA3332	28.276913195499503	15.290522516662271
BA3333	25.26353103615665	11.232635186040444
BA3334	9.127914629344902	9.617271313844697
BA3335	18.262137171353483	9.93084257211786
BA3339	16.505423984927283	11.679638650782366
BA3341	21.133817970311235	10.240655098975587
BA3345	10.56551791674996	9.919192049605591
BA3347	12.895248893688454	6.208006682575883
BA3351	36.15111433085691	13.581704757796958
BA3352	11.602828493127593	6.888519922529282
BA3353	35.31452803631488	14.586040996840996
BA3357	23.394936659638905	11.209355070417873
BA3362	21.929829281753584	8.905632409862548
BA3367	15.08460695321988	10.039284949472163
BA3369	30.111459179936265	16.31057767629538
BA3371	16.57214863696018	18.356492926805508
BA3373	59.687482235387535	19.10898852239754
BA3374	14.286142079384424	7.641555016365422
BA3375	14.986029961281671	7.289816251366465
BA3376	18.460625960877035	8.25316147398542
BA3379	28.28338708702801	13.718532115610602
BA3380	15.395065123545448	14.386382464764022
BA3381	31.6022929834454	21.6398934611554
BA3384	15.82572118593314	8.60671952794259
BA3385	18.844695554238974	8.637224402417177
BA3386	23.83686331483464	13.73361633394758
BA3388	14.160480378577368	6.49690010795364
BA3390	12.885807017959875	7.508740181700269
BA3394	25.0992123120214	13.257064235542837
BA3395	26.164953144487377	9.230759413084684
BA3397	42.49803859219085	13.972882617679948
BA3399	9.217550243661025	8.31017472359782
BA3400	20.49932304808881	18.701201180693865
