	IDH2	DNMT3A
BA3283	8.01965582601105	5.56220872440945
BA3390	7.18154554634955	4.84952562496592
BA3275	8.68106286594684	6.23486418682469
BA3136	7.50539293842063	4.44772389189131
BA3190	8.03197078783115	5.49396648422183
BA3234	7.45963779857083	4.64022476176229
BA3087	8.67155422607777	6.6100656847185
BA3454	8.23886821722062	5.62828464133832
BA3302	9.01306871894599	7.21704631455243
BA3117	9.1314039045803	6.53543485984192
BA3083	7.77846043065093	4.9696484625557
BA3266	8.04934885751887	5.7792526146876
BA3175	7.73200199894925	5.76798676791736
BA3268	8.48407580140491	6.16524477136675
BA3229	8.03197078783115	5.95520312741494
BA3353	8.68106286594684	7.19225834495813
BA3312	9.36044459889599	6.58028734101557
BA3119	8.78717245605116	6.88430660085161
BA3138	7.65513327960109	5.49101737126086
BA3219	6.87788091401863	4.50678453078849
BA3388	7.6160759273921	5.92596043186298
BA3357	8.72037345844597	7.00565090016862
BA3351	8.41846114844672	5.3154081495188
BA3208	7.31039812260742	5.9563978434584
BA3310	9.04860912314158	6.77421514705842
BA3200	8.33560901482561	6.93090952480088
BA3325	7.62683244469809	6.26203648745747
BA3146	8.05801802157941	6.20872841683922
BA3211	9.04501990946176	6.57247167015578
BA3237	8.28311530497155	6.27426778231287
BA3130	7.29515347515493	5.32375937310038
BA3376	8.15090969693391	6.44517490297706
BA3137	8.43037965011906	6.15834977750935
BA3300	9.14833321497193	6.68593691853273
BA3375	8.63341745058943	6.31585760088979
BA3249	8.83544161006383	6.80545390529169
BA3385	7.76466876898383	5.55888193371954
BA3242	7.93658206656699	6.73050676463962
BA3446	7.38062061343463	4.91685437213902
BA3416	9.12586826213153	6.96912043899967
BA3123	8.07424285809521	6.46480031307091
