	SF3B1	PTPN11
BA3379	7.306065575764765	28.28338708702801
BA3380	4.035790713800198	15.395065123545448
BA3381	10.188157920747663	31.6022929834454
BA3384	2.3368678919925	15.82572118593314
BA3385	6.676575573164484	18.844695554238974
BA3386	6.266920429852454	23.83686331483464
BA3388	0.8071718968828551	14.160480378577368
BA3390	3.194429177292088	12.885807017959875
BA3394	11.355345145608185	25.0992123120214
BA3395	1.8988592137416536	26.164953144487377
BA3397	4.166165717031542	42.49803859219085
BA3399	0.4509431040067151	9.217550243661025
BA3400	2.0476180809311137	20.49932304808881
BA3403	4.745064163096981	40.07256786518545
BA3405	2.728556805515639	18.77385346724309
BA3406	4.186115247232068	22.99494518688369
BA3407	1.3746311173152923	25.57381689341782
BA3408	2.693258366140984	16.372140642588597
BA3410	4.029314095808984	20.956953686492668
BA3411	6.916556580461999	23.686174665300918
BA3412	5.771902623243478	30.806279236788768
BA3413	4.533433885170942	20.1099448245558
BA3415	6.253029412077777	58.24596658054627
BA3416	6.819673771062664	19.695638462196776
BA3417	3.8156430299519024	22.196288192458372
BA3418	0.9401166781474436	32.63184933979395
BA3421	1.1040734328739503	7.884860177730484
BA3422	5.258116536728601	16.531991048470882
BA3423	2.5043194788487595	22.056976272015444
BA3427	4.516365794279683	24.97543818115768
BA3430	0.4682961462605361	9.925872127763904
BA3431	0.4734616975431138	16.4322603052081
BA3433	3.683575326821984	16.497331140038252
BA3434	7.568311375397076	19.549469421478744
BA3435	4.923777882701434	26.26993630818124
BA3436	4.001661899483137	18.030821688180044
BA3438	8.543050533666047	32.097233187234345
BA3445	1.9600419770658173	21.016117689995312
BA3446	4.630120548157677	11.215195744897262
BA3447	0.913590061752894	3.2625258891737285
BA3448	6.293018319062196	20.46619821409374
BA3449	3.1305215618114386	27.228714859707505
BA3450	0.5583604310081339	26.141088273719884
BA3451	2.763490924103701	19.54939345148004
BA3452	1.593654346500492	20.50716139930494
BA3453	2.189872373297081	14.797701231567332
BA3454	6.356965189676121	38.03237898772129
