	NPM1	PRPF8
BA3345	298.4684129107943	0.0272772413793103
BA3347	367.6588013590879	0.0449337931034482
BA3351	1141.2728330008597	0.1070137931034482
BA3352	1009.48292692605	0.0346675862068965
BA3353	1102.8245627294202	0.1118068965517241
BA3357	1504.124385620915	0.08636
BA3362	500.0933792849923	0.0980565517241379
BA3367	537.7630320256033	0.060143448275862
BA3369	1465.514607626894	0.0805531034482758
BA3371	1014.8823431778004	0.0422206896551724
BA3373	1409.1702353481785	0.1087337931034482
BA3374	414.51261856879495	0.0478096551724137
BA3375	542.9281467101315	0.0385806896551724
BA3376	832.1562503986981	0.0737627586206896
BA3379	1381.0621631608255	0.093335172413793
BA3380	994.131580493791	0.0741475862068965
BA3381	1165.540186450207	0.076711724137931
BA3384	614.6547345886245	0.074591724137931
BA3385	696.60522178433	0.0649903448275862
BA3386	1311.4488388556415	0.0969144827586206
BA3388	571.5370032166161	0.0326151724137931
BA3390	441.3767632192111	0.0348041379310344
BA3394	1971.1116355006295	0.0686289655172413
BA3395	648.7028949491017	0.03508
BA3397	343.99908085329525	0.112991724137931
BA3399	303.15185061656314	0.0240606896551724
BA3400	626.43397754856	0.1106055172413793
BA3403	1201.5489590327447	0.1104455172413793
BA3405	396.6592348508193	0.0476427586206896
BA3406	639.8543728355419	0.0566496551724137
BA3407	657.9142688009858	0.0441668965517241
BA3408	537.8256037723609	0.0608220689655172
BA3410	487.2527660195591	0.0315503448275862
BA3411	1109.4962852678982	0.0707020689655172
BA3412	804.5130972634437	0.1166455172413793
BA3413	1296.2348854452173	0.0615820689655172
BA3415	837.5896348464944	0.1241462068965517
BA3416	958.7217587267608	0.0850427586206896
BA3417	1049.5468800715762	0.0458303448275862
BA3418	902.6669824032176	0.0446648275862068
BA3421	243.30442046849072	0.0254206896551724
BA3422	1287.6257360644838	0.0895806896551724
BA3423	1301.742594560405	0.0627820689655172
BA3427	444.87211037047854	0.0607144827586206
BA3430	237.22518926677367	0.0196648275862068
BA3431	356.34041291079427	0.0451144827586206
BA3433	757.5797036118004	0.0655641379310344
BA3434	1268.914612892414	0.0587048275862069
BA3435	1166.2782179622332	0.0695186206896551
BA3436	1226.9900517577862	0.0742951724137931
BA3438	1213.4320555798831	0.0548468965517241
BA3445	1300.746105321202	0.0496496551724137
BA3446	543.7477859950156	0.0373268965517241
BA3447	612.0209696340626	0.011151724137931
BA3448	729.6131623391016	0.0836786206896551
BA3449	1193.0168362012575	0.0543048275862068
BA3450	695.7256534001525	0.0519420689655172
BA3451	396.52403117684895	0.0680827586206896
BA3452	1152.029653159582	0.0802662068965517
BA3453	634.8876040480708	0.0561641379310344
BA3454	1521.3874292966152	0.1308689655172413
