	ASXL1	BCOR
BA3300	0.0252064938763884	0.0373433443811624
BA3302	0.0330390202221589	0.0475847931209595
BA3305	0.0175163771005411	0.0219778698551639
BA3306	0.0148105952720022	0.0505679984291633
BA3308	0.0243520364568499	0.0341629192935315
BA3310	0.0196525206493876	0.0214342062794122
BA3311	0.0189404727997721	0.0436363902960764
BA3312	0.024494446026773	0.0515059649534395
BA3315	0.0296211905440045	0.0308873223428198
BA3317	0.0209342067786955	0.0915948582057635
BA3318	0.0203645684990031	0.0289368455909835
BA3319	0.0193677015095414	0.0362220467943202
BA3322	0.0253489034463115	0.0407549596835594
BA3324	0.0273426374252349	0.0546592956589973
BA3325	0.0162346909712332	0.0303503982100039
BA3326	0.0138137282825405	0.0122869607443842
BA3328	0.0222158929080034	0.057785395372152
BA3329	0.0365992594702364	0.068149110357103
BA3332	0.031757334092851	0.0432082535225428
BA3333	0.03033323839362	0.0401228636876628
BA3334	0.0170891483907718	0.0068774193689404
BA3335	0.0243520364568499	0.0350531632759375
BA3339	0.0328966106522358	0.0315804831561284
BA3341	0.0215038450583879	0.0313018436201518
BA3345	0.0240672173170037	0.0150528645546831
BA3347	0.0133864995727712	0.0360453185643602
BA3351	0.0313301053830817	0.0520292735900538
BA3352	0.0135289091426943	0.0210876258727578
BA3353	0.0284819139846197	0.0380230263085994
BA3357	0.0272002278553118	0.0417131445366432
BA3362	0.0195101110794645	0.0727430880637544
BA3367	0.0150954144118484	0.0143257333060355
BA3369	0.0207917972087724	0.0359909931898839
BA3371	0.0195101110794645	0.0176013302567472
BA3373	0.036029621190544	0.0579552475488463
BA3374	0.0084021646254628	0.0286854370474099
BA3375	0.015949871831387	0.0265854630580167
BA3376	0.0213614354884648	0.0548563788280946
BA3379	0.0240672173170037	0.0579145376705716
BA3380	0.0143833665622329	0.0210264244450159
BA3381	0.0227855311876958	0.0400685383131866
BA3384	0.0158074622614639	0.0502011996937014
BA3385	0.0179436058103104	0.0389675956654817
BA3386	0.0247792651666191	0.0537554361803897
BA3388	0.0142409569923098	0.0131568497876529
BA3390	0.0138137282825405	0.0138500106009615
BA3394	0.018798063229849	0.0633444339851528
BA3395	0.0143833665622329	0.033999806559773
BA3397	0.0340358872116206	0.0626921196604486
BA3399	0.013101680432925	0.0272039435577118
BA3400	0.0287667331244659	0.0999605105073379
BA3403	0.0229279407576189	0.0834806144477627
BA3405	0.0179436058103104	0.0296708528928967
BA3406	0.021646254628311	0.0793963298815242
BA3407	0.0212190259185417	0.0499225601577248
BA3408	0.0420108231273141	0.0330823315849639
BA3410	0.0165195101110794	0.0157256704288544
BA3411	0.0183708345200797	0.0370239949669111
BA3412	0.02022215892908	0.1635428741501926
BA3413	0.0182284249501566	0.0281078030363194
BA3415	0.0262033608658501	0.0581659462141452
BA3416	0.0213614354884648	0.050004116524604
BA3417	0.0239248077470806	0.0220730417182446
BA3418	0.0327542010823127	0.0551348817537414
BA3421	0.0102534890344631	0.0213526499125329
BA3422	0.0287667331244659	0.0324774665814703
BA3423	0.0240672173170037	0.0436907156705527
BA3427	0.0280546852748504	0.0388656843594651
BA3430	0.0093990316149245	0.0158887831626129
BA3431	0.0126744517231557	0.0402927158643572
BA3433	0.0247792651666191	0.0432081169122131
BA3434	0.0219310737681572	0.0260554149784665
BA3435	0.0223583024779265	0.0350191928405986
BA3436	0.0220734833380803	0.0415840022382236
BA3438	0.0112503560239248	0.072722733124617
BA3445	0.0186556536599259	0.1426251004541291
BA3446	0.0206493876388493	0.0352096731770899
BA3447	0.0065508402164625	0.0088346355637125
BA3448	0.0200797493591569	0.0380637361868741
BA3449	0.0190828823696952	0.034563825074662
BA3450	0.0257761321560808	0.0785059492887884
BA3451	0.013101680432925	0.0344075883941692
BA3452	0.0242096268869268	0.0436567452352138
BA3453	0.017373967530618	0.0427120392680017
BA3454	0.024636855596696	0.0551553733032086
