	GATA2	NPM1
BA3295	6.94358580230343	8.05972702484149
BA3283	6.57356389506373	8.2960419873451
BA3390	3.87479759609797	7.6160759273921
BA3275	8.57394218930808	8.48906113697349
BA3136	8.1981158996604	7.65276972214058
BA3190	6.80603450730616	9.28397254525379
BA3234	3.4375681966549	6.61979235879454
BA3087	5.20013137153335	7.02052497875875
BA3454	7.54733361982974	8.53473617000875
BA3302	7.65276972214058	9.56915130536806
BA3117	7.19064975766148	9.28155652487085
BA3083	6.71212603625657	7.86962495676443
BA3266	7.75640802704286	8.43277580504712
BA3175	5.07164095305392	7.8503248353151
BA3268	9.30485684547982	8.75396729152058
BA3229	7.94145634611773	8.84624370479657
BA3353	7.18078818168097	8.75396729152058
BA3312	7.91426996698012	8.50918028997297
BA3119	9.45909303825332	9.01658796485945
BA3138	6.87971926016812	8.45696872743274
BA3219	2.03395241692527	6.95344802847081
BA3388	7.44443985803447	8.59260663428802
BA3357	9.53650854885809	8.78290910408921
BA3351	5.83800900717186	8.15090969693391
BA3208	7.35298985161002	8.95099667095566
BA3310	7.19145743010941	9.070312190258
BA3200	10.3158055322447	8.31128742473223
BA3325	7.57365573963701	8.57129520837751
BA3146	8.2874098816496	8.49406416345013
BA3211	9.66095938066438	8.8589671548512
BA3237	9.1755941413251	8.70112769787832
BA3130	0.0096330444008767	6.67668520784891
BA3376	7.75640802704286	8.59529250724368
BA3137	7.66369633945432	8.43517613550052
BA3300	7.64778904816974	8.91122222327466
BA3375	8.10917947996904	8.53473617000875
BA3249	8.97664914654451	8.81669913828123
BA3385	7.92868137841977	8.46185834013681
BA3242	7.21053357648558	8.93752128537319
BA3446	6.31068973576453	8.44966638628301
BA3416	8.95099667095566	8.97829037472744
BA3123	8.04414638908848	9.38574669180088
